Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,389,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I like the taste of meat,Eating meat is a habit for me,I enjoy eating meat regularly
0,1942,"meat, eat, eat meat, eating, family, eating meat, red, red meat, avoid, meals",Red meat is traditional in my culture,I always include meat in my meals,Chicken does not get stuck in my teeth,Red meat is more expensive than chicken,Chicken is more sustainable and healthier
1,225,"plantbased, vegetables, meals, diet, food, eat, foods, want, family, healthier",Social contacts prefer plant-based meals,I enjoy trying different foods,Convenience influences my meal choices,I enjoy shared meals with others,Traditional meals are common in my community
2,222,"chicken, eat chicken, fish, eat, turkey, chicken fish, chicken turkey, chicken eat, prefer, home",I mostly eat chicken,"I eat mainly fish, shrimp, or chicken",I think chicken is filling and low calorie,I prefer chicken over red meat,Chicken is filling and versatile
3,126,"week, times, eat, week eat, eat meat, day, day eat, meat times, weekly, meat day",I eat meat multiple times a day,I eat meat 2-3 times a week,I eat meat two to three times weekly,I try to limit meat to once daily,I eat meat two or three times weekly
4,106,"vegetarian, vegan, vegetarian meals, meals, friends, years, vegetarians, vegetarian vegetarian, vegan vegetarian, vegetarian vegan",My family is vegetarian,My sister is a vegetarian,I was vegan or vegetarian for years,My family includes a vegetarian,I became vegetarian
5,101,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, welfare concerned animal, animals",I am concerned about animal rights,I am concerned about animal welfare,I worry about animal welfare,Exposure to animal rights documentaries,I am concerned about animals
6,100,"health, concerned health, concerned, health concerns, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,I am concerned about my health,I am concerned about health impacts,I had colon cancer,My wife has liver issues
7,88,"want, healthy, weight, healthier, want healthy, want healthier, stay, want stay, healthy want, weight want",I want to be healthier,I want to maintain a healthy weight,I want a healthier lifestyle,I enjoy physical activity,I want to be health conscious
8,80,"protein, want protein, want, protein want, want protein want, protein want protein, need, need protein, protein diet, high protein",I need high protein intake,I want more protein for athletic needs,I want to get enough protein,I want protein for energy and focus,I try to include more protein
9,79,"concerned, environmental, impact, environmental impact, environment, concerned environmental, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I am environmentally conscious,I care about the environment,I am motivated by environmental concerns
