Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,608,OUTLIER,I enjoy eating meat,Doctor recommended I eat lean beef,I eat lean beef to reduce fat,Those around me eat meat regularly,I have tried to cut back on red meat
0,246,"chicken, fish, eat chicken, turkey, eat, chicken fish, chicken turkey, eat fish, chicken eat, prefer",I eat chicken and fish,I try to eat more fish,I eat salmon occasionally,Limited fish options available,I eat mostly chicken and fish
1,234,"family, meat family, family eats, eats, family eats meat, eats meat, meat, friends, family eat, friends family",My family stopped eating meat,My family eats meat daily,My family eats more meat,My family serves meat with every meal,My household needs meat to live
2,215,"meat, feel, reducing, reducing meat, eating, eating meat, consumption, beef, meat consumption, eat meat",I want to eat less meat,I have considered eating less meat to save money,Limited time sometimes reduces meat consumption,I ate only free range for a year,I have reduced eating meat to every other day
3,209,"protein, want protein, want, meat protein, protein want, source, protein meat, iron, high protein, high",I want to consume enough protein,I find lean meats easiest for protein,My spouse values protein for fitness,I prefer meat protein sources,I need protein for workouts
4,176,"expensive, choices, meat, prices, meat prices, meat expensive, alternatives, buy, substitutes, meat alternatives",High meat prices would change my habits,Meat is expensive,Meat is expensive for me,The cost of beef is high,Meat is too expensive for my budget
5,168,"red, red meat, eat red, eat red meat, meat, eating red, eating red meat, avoid red, avoid red meat, avoid",Red meat is traditional in my culture,I eat less red meat,Family has concerns about red meat health effects,I eat red meat a few times yearly,I feel better eating less red meat
6,135,"vegetarian, vegan, vegetarian meals, vegetarians, meals, options, vegetarian options, pescatarian, friends, years",Someone in my family is vegan,My son is vegan,My family is vegetarian,My family supports my vegan lifestyle,I am a vegan
7,127,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, animals, concerned, animal welfare concerned, welfare concerned, welfare concerned animal",I am concerned about animal rights,I view animals as chosen family,I feel guilty about animal suffering,I want animals to have decent lives,I consider animal cruelty in my choices
8,126,"believe, meals, believe meat, meat, filling, include, include meat, meat easy, meat healthy, easy",Most recipes I know use meat,I always include meat in my meals,Meat-based meals are convenient for me,Meat is usually the main course,Meat is a staple in my meals
9,114,"want, weight, diet, lose, healthy, healthier, lose weight, diet want, weight want, cholesterol",I am very conscious about my diet,I try to eat healthier,I aim for a healthier diet,I want to lose weight,I want a more balanced diet
10,113,"taste meat, taste, enjoy taste meat, meat enjoy, enjoy taste, taste meat enjoy, enjoy, meat enjoy taste, like taste meat, like taste",I like the taste of meat,I love the taste of meat,I dislike the taste of beef and pork,I love eating filet mignon,I do not like the taste of meat
11,111,"meals, eat, meal, eat meat meals, eat meat, meat meals, meat meal, eat meat meal, meat, incomplete",I eat smaller portions of meat,I rotate meat dinners each week,I eat meat with most dinners,Meat-centered meals feel complete,Meals feel incomplete without meat
12,103,"health, concerned, concerned health, concerns, cholesterol, health concerns, health concerned, concerned health concerned, diabetes, heart",I have health concerns,My significant other has Crohn's,I have high blood pressure,My wife has liver issues,My child is anemic
13,94,"processed, health, meats, avoid, processed meats, avoid processed, meat, concerns, health concerns, think",I avoid processed meats,I have health concerns about beef and pork,I am concerned about meat fat content,I avoid too much processed meat,I am concerned about meat healthiness
14,86,"environmental, concerned, impact, environmental impact, concerned environmental, environment, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I want to reduce environmental blueprint,I am concerned about the environment,I care about the environment
15,84,"times, eat meat times, week, meat times, week eat, eat meat, week eat meat, weekly eat, weekly, weekly eat meat",I eat meat four or five times weekly,I eat one serving of meat per day,I eat meat less than once a week,I eat meat four to five times weekly,I do intermittent fasting
16,77,"friends, community, meat friends, friends eat, friends eat meat, meat, gatherings, meals, include, include meat",Most friends eat a lot of meat,Group outings are seen as special occasions,I enjoy shared meals with others,My friends eat meat for convenience,Meat-eating is common in my community
17,77,"eat meat day, meat day, day, eat meat, day eat, meat day eat, day eat meat, meat daily, daily, eat meat daily",I eat meat for dinner most days,I eat meat every day,I eat meat almost daily,Eating meat is part of my routine,I eat meat daily
18,69,"contacts, social contacts, social, meat social, meat social contacts, contacts eat, contacts eat meat, social contacts eat, eating meat social, taste meat social",Social contacts are concerned about heart disease,Some social contacts have heart conditions,Most close contacts eat meat,Most social contacts eat meat,Social contacts are concerned about my body weight
19,65,"ethical, environmental, impact, environmental impact, ethically, concerns, meat, environmental impact meat, impact meat, aware",I prefer grass-fed or ethical meat,I considered environmental impact of meat,I consider ethical meat consumption important,I am aware of cruelty in the meat industry,I avoid stories about animal welfare in meat
20,61,"eat meat regularly, meat regularly eat, meat regularly, regularly eat, regularly, regularly eat meat, eat meat, eat, meat eat meat, meat eat",I eat various meats regularly,I sometimes eat meat during holidays,I eat meat regularly,I am used to eating meat,I eat wild game meats
21,60,"grew, grew eating, raised, grew eating meat, raised eating, eating meat, eating, meat grew, raised eating meat, eating meat grew",I was raised eating pork,I grew up eating meat,Southern cuisine was central when growing up,I grew up eating a lot of meat,I was brought up eating meat
22,50,"habit, meat habit, eating meat, habit eating, habit eating meat, eating meat habit, eating, feels, meat feels, eating meat feels",Eating meat prevents animal food waste,Eating meat is a habit for me,Eating meat helps me avoid snacking,I sometimes feel self-conscious eating all meats,I view eating meat as natural
23,50,"motivated, motivated health, health, limitations, financial limitations, financial, motivated health concerns, health concerns motivated, concerns motivated, health concerns",I am motivated by health concerns,I am motivated by health reasons,Health is my main motivator,I care for my mother's diet,I have financial limitations
