Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,709,OUTLIER,I enjoy the taste of meat,I like the taste of meat,Doctor recommended I eat lean beef,I eat lean beef to reduce fat,I have tried to cut back on red meat
0,319,"want, health, concerned, weight, motivated, concerns, concerned health, environment, cholesterol, diet",I am chronically anemic,I lost over 100 pounds eating this way,A doctor advised me about cholesterol,I want to exercise more,I want to regulate my weight
1,315,"family, meat family, friends, family eats, eats, meat, eats meat, family eats meat, friends eat, friends eat meat",My family eats more meat than I do,My family ate meat daily while growing up,My family eats meat frequently,Meat fills my family up faster,My family eats meat traditionally
2,219,"meat, feel, believe, believe meat, health, eating, eating meat, filling, limit meat, environmental",I believe too much meat can harm health,I believe meat is nutritious,Health risks are associated with eating too much meat,A health concern would make me reconsider meat,I have no health concerns about meat
3,209,"protein, want protein, want, meat protein, source, protein meat, protein want, iron, high protein, high",I want to consume enough protein,I prefer meat protein sources,I need protein for workouts,I want more protein for athletic needs,I get most of my protein from meat
4,178,"red, red meat, eat red, eat red meat, meat, eating red, eating red meat, avoid red, avoid red meat, avoid",Red meat causes health complications for me,My husband prefers red meat,I feel unwell after eating too much red meat,I have health concerns about red meat,Family medical history discourages red meat
5,159,"chicken, eat chicken, turkey, chicken turkey, beef, fish, eat, prefer, ground, chicken eat",I choose chicken and turkey for health,I mostly eat ground chicken or turkey,I prefer to eat chicken,I buy fried chicken from stores,Chicken is cheapest for most meals
6,155,"vegetarian, vegan, raised, vegetarian meals, raised eating, raised eating meat, meals, vegetarians, options, pescatarian",Eating vegetarian is cheaper for me,I am happy with vegetarian meals,I am vegetarian,My daughter is vegan,My son is vegan
7,128,"animal, welfare, animal welfare, concerned animal, animals, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, welfare concerned animal",I am concerned about animal rights,I consider animal cruelty in my choices,I am concerned about animal deaths,I would prefer less interaction with killing animals,I am a big animal lover
8,107,"reducing, reducing meat, consumption, considered, meat consumption, meat, reduced, reduce, moderation, reduce meat",Vegetarian coworker encourages meat reduction,I want to eat less meat,I reduced pork consumption significantly,I have reduced eating meat to every other day,I try to reduce meat consumption
9,106,"expensive, prices, meat prices, meat expensive, cost, choices, meat, price, buy, buy meat",Chicken and pork are less expensive than beef,High meat prices reduce what I buy,Meat prices have went up,Meat is expensive at every meal,Meat is getting more expensive
10,81,"contacts, social contacts, social, meat social contacts, meat social, contacts eat, social contacts eat, contacts eat meat, friends, avoid meat",Social contacts are concerned about heart disease,Social contacts eat meat out of habit,Friends prioritize convenience over health,Social contacts choose less fatty meats,Social contacts watch their weight
11,78,"times, eat meat times, meat times, eat meat, week eat meat, week, week eat, weekly eat meat, weekly eat, days",I eat meat at least once a day,I eat meat about three times a week,I eat meat a few times weekly,I eat meat less than once a week,I eat meat four to five times weekly
12,76,"processed, avoid, processed meats, ethical, meats, avoid processed, farming, avoid processed meats, processed meat, ethically",I avoid processed meats,I consider ethical meat consumption important,I seek ethically sourced meat,I discuss meat-eating with vegans,I do not worry about ethics
13,75,"meals, include, include meat, convenient, meat easy, meals meat, meat, easy, meat convenient, include meat meals",Eating meat is easier than vegetarian meals,Meat is easy to cook,Meat is easier to prepare for a group,Most recipes I know use meat,I find meat convenient
14,69,"incomplete, incomplete meat, meals, meat, feel, meals feel, avoid, meals meat, meal, feel incomplete",I sometimes eat no meat,I sometimes enjoy meals without meat,I avoid high animal fat options,I feel a meal is incomplete without meat,I do not eat meat
15,68,"fish, eat fish, eat chicken fish, chicken fish, fish eat, eat, chicken, eat chicken, chicken fish eat, fish eat fish",I rarely eat chicken or fish,I eat mostly chicken and fish,I eat chicken and fish,I eat more fish and chicken,"I eat mainly fish, shrimp, or chicken"
16,68,"eat meat day, meat day, day, meat day eat, day eat, eat meat, day eat meat, meat daily, daily, eat meat daily",I eat meat almost every day,I eat meat every day,I eat meat daily,I used to eat meat daily,I eat meat almost daily
17,67,"plantbased, grew, grew eating, grew eating meat, meat grew, plantbased meals, eating, plantbased foods, meat grew eating, eating meat",I grew up eating meat-centered meals,Plant-based alternatives did not taste good,Southern cuisine was central when growing up,I grew up eating a lot of meat,My family eats plant-based for health reasons
18,62,"eat meat regularly, meat regularly, regularly, meat regularly eat, regularly eat, regularly eat meat, eat meat, eat, meat eat meat, meat eat",I eat various meats regularly,I eat fast food meat occasionally,I eat meat when I want to,I eat meat regularly,I am used to eating meat
19,56,"eat meat meals, meal eat, meat meal eat, eat meat, meal eat meat, meat meal, meat meals eat, meals eat, eat meat meal, meal",I eat meat with most meals,I eat meat at most meals,I eat meat with every meal,I eat meat with most dinners,I have meat with every meal
20,54,"convenience, mom, food, meals, meat convenience, choose, believe, choices, meat better, convenience motivates",We choose meals that sound good,I plan meals with my wife,I encourage my sister to reduce beef,I believe lean meats are healthier,I follow doctor’s suggestions about food
21,50,"enjoy eating meat, meat enjoy, enjoy eating, enjoy, meat enjoy eating, eating meat enjoy, eating meat, eating, flavor, flavor meat enjoy",I enjoy eating meat,I enjoy the flavor of some meats,I get satisfaction from eating meat,I enjoy pleasant meat aromas during cooking,I am not big on meat flavor
22,50,"people, meat people, people eat, know, people eat meat, eat meat people, meat people eat, people know, people know eat, know eat",People I live with eat meat,People around me eat meat,People around me like the taste of meat,Everyone in my life eats meat,People around me eat a lot of meat
