Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,513,OUTLIER,I like the taste of meat,I was raised on a farm,I have tried to cut back on red meat,I have tried to cut back on processed meat,I do not control grocery shopping or meal planning
0,187,"family, family eats, eats, meat family, family eats meat, eats meat, meat family eats, community, meat, meals",My family eats meat every day,My parents rarely eat meat,My family eats meat most nights,My family has always eaten meat,My family eats meat regularly
1,178,"red, red meat, eat red, eat red meat, eating red, eating red meat, meat, avoid red meat, avoid red, meat eat red",Red meat causes health complications for me,I feel better eating less red meat,My family does not eat much red meat,I enjoy red meat,I dislike the smell and sight of red meat
2,159,"chicken, eat chicken, turkey, chicken turkey, beef, fish, ground, prefer, chicken eat, eat chicken turkey","I eat chicken, turkey, and fish","I eat ground turkey, chicken, and catfish",Family eats more chicken for cost reasons,I enjoy eating chicken,I eat beef and turkey regularly
3,106,"expensive, prices, meat prices, meat expensive, cost, choices, price, meat choices, buy meat, expensive meat",I include meat by personal choice,Meat choices depend on beef sales,Meat can be expensive for me,Meat is too expensive for my budget,Meat is relatively cheap
4,92,"protein, want protein, protein want, want, protein want protein, want protein want, need, protein diet, need protein, high protein",I want to get enough protein,I want to consume enough protein,I want enough protein and nutrients,My boyfriend wants a lot of protein,I want enough protein
5,88,"animal, animals, eating animals, welfare, animal welfare, rights, animal rights, care, care animal, concerned animal",I am concerned about animal rights,I approve eating animals if not cruel,I am concerned about animal cruelty,God permits eating animals in Genesis,I am concerned about harming animals
6,81,"contacts, social contacts, social, meat social contacts, meat social, contacts eat, social contacts eat, contacts eat meat, friends, avoid meat",Social contacts are eating less meat,Social contacts enjoy the taste of meat,Social contacts grew up eating meat,My social contacts eat meat for nutrition,Social contacts also eat meat out of habit
7,78,"times, eat meat times, meat times, week eat meat, week, weekly eat meat, weekly eat, days, week eat, eat meat",I eat meat at least once a day,I eat meat three to four times weekly,I eat meat four times a week,I eat meat at least twice a day,I eat meat once or twice daily
8,75,"meals, include, include meat, meat easy, convenient, meals meat, easy, meat convenient, include meat meals, cook",Eating meat is easier than vegetarian meals,I prefer easy-to-cook meats,Meat is usually included in dinners,Most dinners I cook include meat,Meat is easier to prepare for a group
9,73,"cholesterol, health concerns, concerns, want reduce, health, concerned cholesterol, want, blood, health concerns want, concerns want",I am concerned about cholesterol,My significant other has IBS,I want to improve my digestion,I have acid reflux,My wife has digestion issues
10,68,"fish, eat fish, eat chicken fish, chicken fish, fish eat, eat chicken, chicken, chicken fish eat, eat, fish eat fish",I rarely eat chicken or fish,I still eat fish and chicken,I occasionally eat shrimp,I eat chicken and fish,I avoid eating fish
