Topic,Count,Name,Representation,Representative_Docs
-1,513,-1_meat_taste meat_taste_like,"['meat', 'taste meat', 'taste', 'like', 'like taste meat', 'like taste', 'love taste', 'eating', 'cut', 'love taste meat']","['I like the taste of meat', 'I like the taste of meat', 'I like the taste of meat']"
0,187,0_family_family eats_eats_meat family,"['family', 'family eats', 'eats', 'meat family', 'family eats meat', 'eats meat', 'meat family eats', 'community', 'meat', 'meals']","['Everyone in my family eats meat', 'My family eats meat', 'My family eats meat']"
1,178,1_red_red meat_eat red_eat red meat,"['red', 'red meat', 'eat red', 'eat red meat', 'eating red', 'eating red meat', 'meat', 'avoid red meat', 'avoid red', 'meat eat red']","['I still eat red meat sometimes', 'I eat less red meat', 'I eat less red meat']"
2,159,2_chicken_eat chicken_turkey_chicken turkey,"['chicken', 'eat chicken', 'turkey', 'chicken turkey', 'beef', 'fish', 'ground', 'prefer', 'chicken eat', 'eat chicken turkey']","['I eat mostly chicken', 'I mostly eat chicken', 'I mostly eat chicken']"
3,106,3_expensive_prices_meat prices_meat expensive,"['expensive', 'prices', 'meat prices', 'meat expensive', 'cost', 'choices', 'price', 'meat choices', 'buy meat', 'expensive meat']","['Meat can be expensive for me', 'Meat is very expensive', 'Meat is sometimes expensive']"
4,92,4_protein_want protein_protein want_want,"['protein', 'want protein', 'protein want', 'want', 'protein want protein', 'want protein want', 'need', 'protein diet', 'need protein', 'high protein']","['I want more protein', 'I want protein', 'I want to get enough protein']"
5,88,5_animal_animals_eating animals_welfare,"['animal', 'animals', 'eating animals', 'welfare', 'animal welfare', 'rights', 'animal rights', 'care', 'care animal', 'concerned animal']","['I care about animal welfare', 'I care about animal welfare', 'I care about animal welfare']"
6,81,6_contacts_social contacts_social_meat social contacts,"['contacts', 'social contacts', 'social', 'meat social contacts', 'meat social', 'contacts eat', 'social contacts eat', 'contacts eat meat', 'friends', 'avoid meat']","['Social contacts eat meat regularly', 'My social contacts eat meat regularly', 'Most social contacts eat meat']"
7,78,7_times_eat meat times_meat times_week eat meat,"['times', 'eat meat times', 'meat times', 'week eat meat', 'week', 'weekly eat meat', 'weekly eat', 'days', 'week eat', 'eat meat']","['I eat meat five times per week', 'I eat meat three or four times a week', 'I eat meat a few times a week']"
8,75,8_meals_include_include meat_meat easy,"['meals', 'include', 'include meat', 'meat easy', 'convenient', 'meals meat', 'easy', 'meat convenient', 'include meat meals', 'cook']","['I include meat in most meals', 'I always include meat in my meals', 'I include meat in most meals']"
9,73,9_cholesterol_health concerns_concerns_want reduce,"['cholesterol', 'health concerns', 'concerns', 'want reduce', 'health', 'concerned cholesterol', 'want', 'blood', 'health concerns want', 'concerns want']","['I want to reduce cholesterol', 'I want to reduce cholesterol', 'I want to reduce cholesterol']"
10,68,10_fish_eat fish_eat chicken fish_chicken fish,"['fish', 'eat fish', 'eat chicken fish', 'chicken fish', 'fish eat', 'eat chicken', 'chicken', 'chicken fish eat', 'eat', 'fish eat fish']","['I eat chicken and fish', 'I eat chicken and fish', 'I eat chicken and fish']"
11,68,11_eat meat day_meat day_day_meat day eat,"['eat meat day', 'meat day', 'day', 'meat day eat', 'day eat', 'day eat meat', 'meat daily', 'eat meat daily', 'daily', 'meat daily eat']","['I eat meat almost every day', 'I eat meat every day', 'I eat meat almost every day']"
12,68,12_reducing_reducing meat_consumption_considered,"['reducing', 'reducing meat', 'consumption', 'considered', 'meat consumption', 'reduced', 'reduce', 'reduce meat', 'considered reducing', 'reducing meat consumption']","['I have not considered reducing meat', 'I am reducing meat consumption', 'I have not considered reducing meat consumption']"
13,67,13_vegetarian_vegetarian meals_vegan_meals,"['vegetarian', 'vegetarian meals', 'vegan', 'meals', 'options', 'vegetarian options', 'friends', 'eat vegetarian', 'vegetarianism', 'vegetarians']","['Some days I eat vegetarian meals', 'Good vegetarian options are limited', 'I sometimes have vegetarian meals']"
14,62,14_eat meat regularly_meat regularly eat_regularly eat_meat regularly,"['eat meat regularly', 'meat regularly eat', 'regularly eat', 'meat regularly', 'regularly', 'regularly eat meat', 'eat meat', 'meat eat meat', 'eat', 'meat eat']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
15,62,15_vegetarian_vegan_years_vegetarian vegan,"['vegetarian', 'vegan', 'years', 'vegetarian vegan', 'vegetarians', 'vegetarian vegetarian', 'vegan vegetarian', 'son', 'parents', 'currently vegetarian']","['I became vegetarian', 'I am vegetarian', 'I am a vegetarian']"
16,56,16_eat meat meals_meat meal eat_meal eat_meat meals eat,"['eat meat meals', 'meat meal eat', 'meal eat', 'meat meals eat', 'meal eat meat', 'meat meal', 'meals eat', 'eat meat meal', 'meals eat meat', 'meat meals']","['I eat meat with almost every meal', 'I eat meat in almost every meal', 'I eat meat at every meal']"
