Topic,Count,Name,Representation,Representative_Docs
-1,573,-1_meat_eating_eating meat_contacts,"['meat', 'eating', 'eating meat', 'contacts', 'social contacts', 'taste', 'social', 'taste meat', 'people', 'love']","['I enjoy eating meat', 'I enjoy eating meat', 'I enjoy eating meat']"
0,504,0_avoid_meat_red_red meat,"['avoid', 'meat', 'red', 'red meat', 'pork', 'try', 'eating', 'consumption', 'eat', 'avoid eating']","['I avoid red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
1,242,1_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'turkey', 'chicken fish', 'chicken turkey', 'chicken eat', 'prefer', 'eat fish']","['I eat chicken and fish', 'I eat more chicken and fish', 'I eat more chicken and fish now']"
2,182,2_concerns_health_meat_alternatives,"['concerns', 'health', 'meat', 'alternatives', 'red meat', 'red', 'environmental', 'unhealthy', 'substitutes', 'meat alternatives']","['I have health concerns about red meat', 'I have health concerns about red meat', 'Health concerns about red meat']"
3,137,3_health_concerned health_cholesterol_concerned,"['health', 'concerned health', 'cholesterol', 'concerned', 'motivated', 'health concerns', 'concerns', 'motivated health', 'heart', 'cholesterol concerned']","['I am concerned about health', 'I am concerned about my health', 'I am concerned about my health']"
4,131,4_husband_wife_red meat_red,"['husband', 'wife', 'red meat', 'red', 'meat health', 'reasons', 'friends', 'meat', 'meat husband', 'eats']","['My mom eats less meat for health reasons', 'Some social contacts avoid meat for health reasons', 'People avoid red meat for health reasons']"
5,126,5_expensive_meat expensive_prices_choices,"['expensive', 'meat expensive', 'prices', 'choices', 'meat prices', 'cost', 'meat', 'price', 'influences', 'meat choices']","['Meat is very expensive', 'Meat is too expensive', 'Meat can be expensive for me']"
6,124,6_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'welfare concerned', 'animal welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
7,118,7_vegetarian_vegan_vegetarian meals_vegetarians,"['vegetarian', 'vegan', 'vegetarian meals', 'vegetarians', 'meals', 'friends', 'years', 'options', 'vegetarian options', 'eat vegetarian']","['I am a vegetarian', 'I am vegetarian', 'I became vegetarian']"
8,112,8_family_family eats_eats_family eats meat,"['family', 'family eats', 'eats', 'family eats meat', 'eats meat', 'meat family', 'meat family eats', 'meat', 'eats meat family', 'eats meat regularly']","['My family eats meat with me', 'Everyone in my family eats meat', 'My family eats meat']"
