Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,445,OUTLIER,I eat meat almost every day,I sometimes eat lean meats like chicken,I do not eat meat often,I eat meat at least once a day,I eat meat at least once daily
0,304,"friends, social, contacts, social contacts, people, eat meat, friends eat, meat social, meat friends, friends eat meat",Most social contacts eat meat,Community members try to eat less red meat,Social contacts also enjoy poultry,Social contacts eat red meat frequently,Multiple friends eat less meat now
1,239,"family, meat family, family eats, eats, family eats meat, eats meat, eating meat family, meat, meat family eats, tradition",My family eats meat every day,My son and daughter-in-law eat mostly meat,My family eats meat regularly,My family eats meat all the time,My family eats pork and beef regularly
2,213,"consumption, red meat, red, meat consumption, reducing, limit, cut, reducing meat, meat, try",I am eating less meat,I limit how much meat I eat,I cut out red meat for cholesterol,I cut out red meat,I have cut back on red meat
3,114,"plantbased, vegetables, meals, vegetarian, plantbased meals, balance, balance meat, vegetarian meals, meatless, eat plantbased",I try plant-based options eating out,We include more plant-based dishes at gatherings,I enjoy vegetable-based meals,I feel better eating plant-based diets,I eat more plant-based options
4,112,"protein, want protein, want, protein want, protein want protein, want protein want, need, need protein, high protein, protein diet",I want to get enough protein,I want to get plenty of protein,I have trouble getting protein elsewhere,I want enough protein,I need protein in my diet
5,96,"health, concerned health, concerned, concerns, concerned health concerned, health concerned, cholesterol, health concerns, concerned cholesterol, health concerned health",I have health concerns,I am concerned about digestion difficulties,I have stomach issues,I am concerned about cholesterol,I am concerned about health
6,90,"avoid, avoid eating, pork avoid, meats avoid, pork, meat avoid, processed, avoid red meat, avoid red, avoid processed",I avoid processed meat products,I avoid lab-grown and 3D-printed meat,I avoid greasy foods,I avoid fatty and fried meats,I avoid meat raised with cruelty
7,90,"expensive, meat expensive, prices, meat prices, expensive meat, cost, choices, meat expensive meat, limited, influences",Meat is expensive for me,Meat is expensive at every meal,Rising meat prices,High meat prices reduce what I buy,Meat is expensive
8,87,"taste meat, taste, enjoy taste meat, enjoy taste, meat enjoy taste, taste meat enjoy, enjoy, meat enjoy, like taste meat, like taste",I like the taste of meat,I enjoy the taste of meat,I like how meat tastes,I prefer the taste of meat,I really like processed meats
9,83,"environmental, impact, concerned, environmental impact, concerned environmental, concerned environmental impact, environment, environmental impact concerned, impact concerned, environment concerned",My sons are concerned about environment,I am concerned about environmental impact,I am concerned about the environment,I am cautious of the environment,Environmental concerns make me sad
10,82,"red meat, red, unhealthy, health, concerns, health concerns, meat unhealthy, health concerns red, meat health concerns, problems",Uncertainty about what meat is good for you,I am concerned about cancer risk from red meat,I have health concerns about red meat,I am concerned about health effects of meat,I am aware of health risks from high meat intake
11,79,"grew, grew eating, raised, grew eating meat, raised eating, meat grew, raised eating meat, eating meat, eating, meat grew eating",I grew up eating meat,I grew up eating meat regularly,I grew up eating fresh farm meat,I was exposed to many meat types growing up,I grew up eating a lot of meat
12,77,"wife, husband, partner, prefers, boyfriend, meat wife, eats, meat husband, red meat wife, wife eats",My husband prefers meals with meat,My husband prefers red meat,My husband likes eating meat,My wife changed her eating habits with me,My wife prefers fish and chicken
13,77,"meat meals, eat meat meals, meals eat, meat meals eat, eat meat, meals, meals eat meat, eat, occasionally, include meat",I eat meat in most meals,I eat meat at most dinners,I always include meat in my meals,I usually have meat at breakfast,I eat meat most meals
14,75,"buy, grassfed, prefer, buy meat, seek, sale, ethically, meat available, meat, meat prefer",I prefer grass-fed or ethical meat,I eat meat when it is available,I try to find meat on sale,I try to buy organic meat,I buy meat available at grocery stores
15,75,"chicken, eat chicken, fish, chicken fish, eat chicken fish, turkey, fish eat, chicken fish eat, eat, chicken turkey",I eat only chicken and turkey,I eat more chicken and fish,I mainly eat chicken or fish,Beef and chicken are my most eaten meats,"I regularly eat chicken, fish, and turkey"
16,73,"easy, meat easy, meat, meals, convenient, meat convenient, easier, meat easy cook, meat makes meals, makes meals",Meat tastes great with meals,Meat is easy to prepare,Meat is easy to cook,Meat is convenient for meal prep,Meat is convenient
17,72,"concerned animal, animal, concerned animal welfare, welfare, animal welfare, welfare concerned, animal welfare concerned, concerned, welfare concerned animal, farming",I am concerned about animal welfare,I am concerned about animal cruelty,I am aware of animal welfare concerns,I have concerns about animal welfare,I thought briefly about animal welfare
18,71,"times, week, week eat, meat times, eat meat times, week eat meat, weekly eat, weekly, times week, times week eat",I eat meat a few times a week,I eat meat a few times weekly,I eat meat 2-4 times a week,I eat meat multiple times a week,I eat beef three to four times weekly
19,63,"enjoy eating, meat enjoy eating, enjoy eating meat, eating meat enjoy, meat enjoy, enjoy, eating meat, eating, eating meat love, love eating",I enjoy eating meat,I like eating meat,I get satisfaction from eating meat,I enjoy eating steak,I enjoy eating venison
20,57,"dislike, meat dislike, dont, avoid meat, dislike taste, like, rarely eat, taste, avoid, meat",I dislike vegetables,Meat is not in my eating habits,I do not like beans,I do not like meat,I was told not to eat meat daily
21,55,"protein, meat protein, eat meat protein, protein eat, protein eat meat, meat protein eat, iron, eat meat, protein meat, source",I get most of my protein from meat,I eat meat for protein,I get protein from meat,I choose meat as my protein source,I eat more protein that is non-meat
22,52,"chicken, prefer, prefer chicken, chicken pork, pork, fish, chicken fish, beef, prefer beef, pork chicken",I prefer chicken over beef,I prefer eating chicken over red meat,"I prefer beef, pork, and chicken",I prefer chicken over red meat,My preference for protein is fish or eggs
23,50,"habit, meat habit, eating meat habit, moderation, habit eating, habit eating meat, eating meat, meat moderation, eating, meateating",Eating meat prevents animal food waste,Eating meat is a habit for me,Eating meat is a habit,Learning about health shaped my meat habits,Meat-eating is ingrained in my lifestyle
24,49,"animal, animals, animal welfare, welfare, care, care animal, care animal welfare, animal rights, rights, animals care",I care about animal welfare,My mom cares about animal welfare,I love animals,I am a big animal lover,I prioritize animal welfare
25,48,"eat meat regularly, regularly, meat regularly, meat regularly eat, regularly eat, regularly eat meat, eat meat, eat, meat routine, routine",I eat various meats regularly,I eat meat regularly,I regularly eat meat,I enjoy eating meat regularly,I eat common meat regularly
26,48,"want, healthy, weight want, want healthier, weight, healthy want, healthier want, want healthy, healthier, want stay",I want to stay healthy,I want better health,I want to be healthier,I want to be as healthy as possible,I want more longevity
27,46,"meat feels, eating meat feels, feels, natural, feel, normal, feels normal, meat feels normal, eating meat, meat helps",Meat fills me up at dinner,Meat helps me feel full,Meat fuels my body,Meat leaves me feeling satiated,I believe meat gives me energy
28,45,"day eat, day, day eat meat, meat day, meat day eat, eat meat day, daily, daily eat, meat daily, meat daily eat",I eat meat every day,I eat meat daily,I eat meat-based meals daily,I eat some kind of meat daily,I eat pork sausage daily
29,39,"love taste, love, love taste meat, meat love taste, meat love, texture, taste meat love, taste, taste meat, texture meat",I enjoy the texture of meat,I love the taste of meat,I love eating filet mignon,I care about food texture,I love the taste of red meat
30,38,"believe meat, believe, nutritious, nutritious believe, necessary, health believe meat, health believe, essential, meat healthy, nutritious believe meat",I believe meat is necessary for health,I believe meat is healthy,I believe beef is nutritious,I think meat is good for health,I believe meat is good for you
31,34,"motivated, motivated health, motivated health concerns, health, health concerns, concerns, reasons motivated, health concerns motivated, concerns motivated, health reasons motivated",I am motivated by health concerns,I work out frequently,I have health motivations,I am motivated by health,I am motivated by feeling satisfied
32,33,"mom, son, daughter, vegetarian, mother, vegetarian daughter, eats, reasons, meat mom, son vegetarian",My son eats the meals I prepare,My mom eats less meat now,My daughter mainly eats vegetarian,My mom eats less meat for health reasons,My daughter now favors vegetarian dishes
33,30,"meal eat, meat meal eat, meat meal, meal eat meat, eat meat meal, meal, night, eat meat, meat night, eat meat night",I eat meat at every meal,I eat meat with almost every meal,I eat meat every evening,I eat meat every night for dinner,I eat every type of meat
34,30,"environmental, impact, environmental impact, environmental concerns, impact meat, environmental impact meat, consider environmental, production, concerns, sustainability",Environmental concerns about beef production,I am concerned about sustainability of meat,Environmental concerns about eating meat,I want meat growing to be sustainable,I have environmental concerns about red meat
35,29,"food, choose, convenience, foods, value, choices, variety, meal choices, meal choices value, eat feel like",I support eating what feels right for you,We choose meals that sound good,I choose food that is easy to prepare,Convenience influences my meal choices,I value low calorie foods
36,27,"protein meat, protein, source, source protein, source protein meat, meat good, meat good source, protein meat good, good source, meat high",Meat is an efficient protein source,White meat is high in protein,Meat is an easy protein source,I think animal proteins are easy to replace,Meat is a good protein source
