Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,605,OUTLIER,I love the taste of meat,I have no moral issues eating meat,I am chronically anemic,I prefer beef for hamburgers and sloppy joes,I do not control grocery shopping or meal planning
0,242,"chicken, fish, eat chicken, turkey, chicken fish, eat, chicken eat, chicken turkey, eat fish, eat chicken fish",I mostly eat chicken,We chose to buy more fish,I eat a lot of chicken,I enjoy eating sushi,Chicken and fish agree with me
1,201,"consumption, red meat, red, limit, meat consumption, cut, meat, try, reducing, reduced",I eat red meat less frequently,I eat less meat than before,I am open to reducing meat consumption,I am trying to cut back on meat,I am trying to reduce meat consumption
2,177,"vegetarian, vegan, plantbased, vegetables, meals, vegetarian meals, plantbased meals, balance, balance meat, vegetarians",I am a vegetarian,I was vegan or vegetarian for years,I became vegetarian,I have thought about veganism or vegetarianism,I am currently a vegetarian
3,123,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, animals, welfare concerned animal",I care about animals,I am concerned about animal welfare,I have personal connections with farm animals,I have empathy for animals,I love animals
4,117,"expensive, meat expensive, prices, meat prices, cost, choices, price, influences, meat, meat choices",Red meat is expensive,Beef is expensive,Meat is expensive for me,I am aware meat costs can be high,Meat is expensive at every meal
5,109,"family, family eats, family eats meat, eats, eats meat, meat family, meat family eats, eats meat family, meat, meals family",My family eats meat regularly,My family loves to eat meat,My family eats meat,My family included meat in daily meals,My family eats meat frequently
6,106,"health, cholesterol, concerned health, concerned, concerns, health concerns, health concerned, heart, concerned health concerned, cholesterol concerned",I have health concerns,My husband has health concerns,I had colon cancer,My wife has liver issues,I am concerned about my health
7,101,"regularly eat, eat meat regularly, regularly, meat regularly eat, meat regularly, eat, regularly eat meat, eat meat, meat eat, occasionally",I eat meat regularly,I eat common meat regularly,I keep kosher and eat kosher meat,I eat meat often,I regularly eat meat
8,93,"protein, want protein, want, protein want, protein want protein, want protein want, need, need protein, protein diet, high protein",I want to consume enough protein,I want to get enough protein,I want foods high in protein,I have a hard time getting enough protein,I was advised to limit protein
9,88,"environmental, concerned, impact, environmental impact, concerned environmental, environment, concerned environmental impact, environmental impact concerned, impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I care about environmental impact,I hear about environmental impact in the news,I care about the environment
10,86,"meat meals, meals eat meat, meat meal, eat meat meals, meat meals eat, meals eat, meals, meal, eat meat meal, eat meat",I eat meat most meals,I include meat in most meals,I eat meat for most meals,I eat meat with most meals,I eat meat with some meals
11,76,"friends, friends eat, friends eat meat, family, meat friends, friends family, family friends, friends family eat, eat meat friends, family eat",Family and friends eat much more meat,Most family and friends eat meat,Family and friends eat meat regularly,My family and friends eat a lot of meat,My friends and family eat meat
12,75,"avoid, avoid eating, meat avoid, meats avoid, processed, avoid red meat, avoid red, red meat avoid, avoid processed, meats",I avoid eating dark meat,I avoid eating red meat,I avoid deli meats,I avoid high-carbohydrate foods,I avoid fatty meat at home
13,73,"protein, protein meat, meat protein, source, eat meat protein, source protein, protein source, high protein, protein eat, meat good",I think meat is a complete protein,I eat meat for protein,I choose meat as my protein source,I find lean meats easiest for protein,I eat beef for high protein
14,68,"times, week eat, meat times, week, eat meat times, week eat meat, weekly eat, weekly, times week, times week eat",I eat meat five times per week,I eat meat three or four times a week,I eat meat three to four times weekly,I eat meat 2-4 times a week,I eat meat four to five times weekly
15,66,"reasons, meat health, friends, meat health reasons, family, avoid meat, health, meat friends, reasons friends, health reasons",Some family avoid red meat for health,Friends sometimes limit meat for health reasons,Family and friends eat less red meat,Friends avoid meat for animal welfare reasons,Friends reduce meat for environmental reasons
16,65,"health, unhealthy, concerns, health concerns, red meat, red, meat unhealthy, concerns red meat, concerns red, meat health concerns",Uncertainty about what meat is good for you,I am aware of health risks from high meat intake,Health concerns about red meat,I have health concerns about beef and pork,Family has concerns about red meat health effects
17,65,"tradition, family, community, family tradition, eating meat family, meat family tradition, cultural, culture, meat family, eating",Red meat is traditional in my culture,Meat is a cultural habit in my country,Meat meals symbolize family and community,Meat is a staple in my culture,Family traditions involve eating meat
18,65,"husband, wife, partner, boyfriend, prefers, meat wife, eats, meat partner, wife eats, meat husband",My husband avoids red meat,My wife is a heavy meat eater,My wife limits her red meat intake,My wife prefers red meat,My wife eats the same as I do
19,60,"grew, grew eating, raised, grew eating meat, raised eating, meat grew, raised eating meat, eating meat, eating, meat grew eating",I was raised eating pork,I was raised eating meat,I was exposed to many meat types growing up,I grew up eating meat-centered meals,I grew up eating meat
20,58,"crave, meat crave, crave meat, like, meat crave meat, like eating, eat meat available, cravings, feel like, like eat meat",I eat meat when craving it,I crave meat occasionally,I have a deep desire for meat,I eat 'cheat meals' when unprepared,I crave filling meat-based dishes sometimes
21,58,"want, motivated, motivated health, health, healthy, want healthier, motivated health concerns, want healthy, healthier, want stay",I want to be healthier,I want to stay healthy,I want to be as healthy as possible,I want to be healthy,I want more longevity
22,56,"diet, balanced, balanced diet, want, variety, eat healthier, mindful, want balanced, healthier, diet want",I am very conscious about my diet,"I want a balanced, healthy diet","We focus on a varied, balanced diet",I am open to a balanced diet,I want to eat healthier
23,54,"enjoy taste meat, enjoy taste, taste meat enjoy, meat enjoy taste, meat enjoy, enjoy, taste meat, taste, meat enjoy flavor, enjoy flavor",I enjoy the taste of meat,I enjoy the flavor of meat,I enjoy the flavor of some meats,I enjoy pleasant meat aromas during cooking,I enjoy having steak and ribs
24,50,"enjoy eating meat, enjoy eating, meat enjoy eating, eating meat enjoy, meat enjoy, enjoy, eating meat, eating, meat love eating, love eating",I enjoy eating meat regularly,I enjoy eating meat,I get satisfaction from eating meat,I enjoy meat,I enjoy red meat
25,48,"contacts, social contacts, social, meat social contacts, meat social, contacts eat, social contacts eat, contacts eat meat, eating meat social, social contacts value",Social contacts eat meat out of habit,Most close contacts eat meat,My social contacts eat meat for nutrition,Social contacts also eat meat out of habit,Social contacts prefer eating meat
26,48,"people, meat people, know, people eat, people eat meat, eat meat people, people know, know eat, people know eat, meat people eat",People around me eat meat regularly,People around me prefer meat with every meal,People around me eat meat,Most people I know eat regular meat,People around me like the taste of meat
27,43,"filling, energy meat, filling meat, helps, meat helps, energy, meat makes, satisfying, meat makes meals, makes meals",Meat tastes great with meals,Meat feels familiar and satisfying,Meat fills my family up faster,Well-cooked meat increases enjoyment,Meat makes meals easier to eat and enjoyable
28,39,"weight, weight want, lose, lose weight, want, lose weight want, want lose, want lose weight, weight lost, trying lose weight",I want to avoid weight gain,I want to lose weight,I lost over 100 pounds eating this way,I want to regulate my weight,I lost significant weight over time
29,39,"day eat, day, day eat meat, daily eat, daily, daily eat meat, meat day eat, meat day, eat meat day, eat meat",I eat meat once or twice daily,I eat meat at least once daily,I eat one meat meal per day,I eat meat most days,I eat meat at least once a day
30,38,"believe meat, believe, meat healthy, healthy, nutritious, essential, meat nutritious, nutritious believe, nutritious believe meat, nutrients",I believe meat is necessary for health,I believe meat is healthy,I believe beef is nutritious,I believe meat provides essential vitamins,I think meat is not very healthy
31,37,"day eat, day, eat meat day, day eat meat, meat day, meat day eat, eat meat daily, meat daily, meat daily eat, daily eat",I eat meat every day,I eat meat daily,I eat meat-based meals daily,I try to eat meat every day,I eat meat every single day
