Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,522,OUTLIER,I love the taste of meat,I eat meat at least once a day,My religious beliefs justify eating animals,I eat meat at least once daily,I have no moral issues eating meat
0,302,"avoid, red, red meat, avoid eating, pork, meat avoid, processed, meat, meats, eating",I avoid foods that cause allergies,I sometimes avoid pork,I avoid eating pork,I hear meat is bad for the planet,Beef has a large environmental impact
1,208,"consumption, red meat, red, limit, meat consumption, reducing, cut, meat, try, reducing meat",I eat red meat less frequently,I want to eat less meat,I limit red meat consumption,I have reduced eating meat to every other day,I try to reduce meat consumption
2,195,"family, family eats, eats, meat family, family eats meat, eats meat, meat family eats, meat, parents, members",My family likes meat,My family barbecues frequently,My family eats pork and beef regularly,My family eats meat at every meal,My family eats meat all the time
3,118,"protein, want protein, want, protein want, protein want protein, want protein want, need, iron, need protein, high protein",I want to get enough protein,I have trouble getting protein elsewhere,I want enough protein,I want to meet protein needs,I want enough protein and nutrients
4,113,"expensive, meat expensive, prices, cost, meat prices, alternatives, choices, expensive meat, price, limited",Meat is expensive,Red meat is more expensive than chicken,Beef is expensive,Rising meat prices,The cost of beef is high
5,109,"health, concerned health, concerned, cholesterol, concerns, health concerns, health concerned, concerned health concerned, want reduce, diabetes",I have health concerns,I have stomach issues,I am concerned about my health,I had colon cancer,My husband has health concerns
6,101,"social, contacts, social contacts, people, people eat, meat social, people eat meat, meat social contacts, contacts eat, meat people",Social contacts eat meat out of habit,Social contacts also eat meat out of habit,Exposure to vegetarian recipes through social contacts,Social contacts eat red meat frequently,Social contacts prefer plant-based meals
7,94,"fish, eat chicken, chicken, fish eat, eat chicken fish, eat fish, chicken fish, eat, turkey, chicken fish eat",I eat chicken and fish,"I eat chicken, beef, and pork",I eat fried chicken and fried fish,"I eat chicken, turkey, fish, or beef daily",I eat chicken and turkey
8,86,"meat meals, eat meat meals, meals eat, meat meals eat, meals, eat meat, meals eat meat, eat, occasionally, include meat",I eat meat with most dinners,I eat meat most days,I eat meat during dinner meals,I eat meat for most meals,I eat meat in most meals
9,84,"taste meat, taste, enjoy taste meat, enjoy taste, taste meat enjoy, meat enjoy taste, meat enjoy, enjoy, like taste meat, like taste",I enjoy the taste of meat,I enjoy having steak and ribs,I enjoy the protein in meat,I like the taste of meat,I prefer the taste of meat
10,83,"environmental, impact, concerned, environmental impact, concerned environmental, concerned environmental impact, environment, environmental impact concerned, impact concerned, environment concerned",I am concerned about environmental impact,I am cautious of the environment,I am concerned about the environment,I am curious about environmental impact,I hear about environmental impact in the news
11,79,"wife, husband, partner, prefers, boyfriend, meat wife, eats, meat husband, husband prefers, wife eats",My husband avoids red meat,I motivate my wife to limit red meat,My wife prefers red meat,My wife has digestion issues,My wife eats the same as I do
12,76,"vegetables, meals, vegetarian meals, vegetarian, meatless, eat vegetables, meatless meals, dishes, enjoy, dinners",I sometimes eat no meat,I am more open to occasional vegetarian meals,Some days I eat vegetarian meals,I balance meals with vegetables and salad,Meatless dinners are rare in my house
13,74,"grew, grew eating, raised, grew eating meat, raised eating, meat grew, raised eating meat, eating meat, eating, meat grew eating",I grew up eating meat,I was exposed to many meat types growing up,I was raised vegetarian,I was raised eating pork,I grew up eating meat regularly
14,74,"times, week, week eat, meat times, eat meat times, week eat meat, weekly, weekly eat, times week eat, times week",I eat red meat once a week,I eat meat every three months,I eat red meat two times a week,I eat meat one to three times weekly,I eat meat three to four days weekly
