Topic,Count,Name,Representation,Representative_Docs
-1,522,-1_eat_love_meat_eat meat,"['eat', 'love', 'meat', 'eat meat', 'chicken', 'love taste', 'eating', 'meat eat', 'love taste meat', 'meats']","['I love the taste of meat', 'I love the taste of meat', 'I love the taste of meat']"
0,302,0_avoid_red_red meat_avoid eating,"['avoid', 'red', 'red meat', 'avoid eating', 'pork', 'meat avoid', 'processed', 'meat', 'meats', 'eating']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
1,208,1_consumption_red meat_red_limit,"['consumption', 'red meat', 'red', 'limit', 'meat consumption', 'reducing', 'cut', 'meat', 'try', 'reducing meat']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
2,195,2_family_family eats_eats_meat family,"['family', 'family eats', 'eats', 'meat family', 'family eats meat', 'eats meat', 'meat family eats', 'meat', 'parents', 'members']","['My family eats more meat than I do', 'All my family eats meat', 'My family eats more meat']"
3,118,3_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'protein want protein', 'want protein want', 'need', 'iron', 'need protein', 'high protein']","['I want enough protein', 'I want to get enough protein', 'I want to get enough protein']"
4,113,4_expensive_meat expensive_prices_cost,"['expensive', 'meat expensive', 'prices', 'cost', 'meat prices', 'alternatives', 'choices', 'expensive meat', 'price', 'limited']","['Meat is sometimes expensive', 'Meat is very expensive', 'Meat is too expensive']"
5,109,5_health_concerned health_concerned_cholesterol,"['health', 'concerned health', 'concerned', 'cholesterol', 'concerns', 'health concerns', 'health concerned', 'concerned health concerned', 'want reduce', 'diabetes']","['I am concerned about my health', 'I am concerned about health', 'I am concerned about my health']"
6,101,6_social_contacts_social contacts_people,"['social', 'contacts', 'social contacts', 'people', 'people eat', 'meat social', 'people eat meat', 'meat social contacts', 'contacts eat', 'meat people']","['Social contacts eat meat regularly', 'My social contacts eat meat regularly', 'Most social contacts eat meat']"
7,94,7_fish_eat chicken_chicken_fish eat,"['fish', 'eat chicken', 'chicken', 'fish eat', 'eat chicken fish', 'eat fish', 'chicken fish', 'eat', 'turkey', 'chicken fish eat']","['I eat chicken and fish', 'I eat chicken and fish', 'I eat more chicken and fish now']"
8,86,8_meat meals_eat meat meals_meals eat_meat meals eat,"['meat meals', 'eat meat meals', 'meals eat', 'meat meals eat', 'meals', 'eat meat', 'meals eat meat', 'eat', 'occasionally', 'include meat']","['I eat meat most meals', 'I eat meat in most meals', 'I eat meat with most meals']"
9,84,9_taste meat_taste_enjoy taste meat_enjoy taste,"['taste meat', 'taste', 'enjoy taste meat', 'enjoy taste', 'taste meat enjoy', 'meat enjoy taste', 'meat enjoy', 'enjoy', 'like taste meat', 'like taste']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
10,83,10_environmental_impact_concerned_environmental impact,"['environmental', 'impact', 'concerned', 'environmental impact', 'concerned environmental', 'concerned environmental impact', 'environment', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
11,79,11_wife_husband_partner_prefers,"['wife', 'husband', 'partner', 'prefers', 'boyfriend', 'meat wife', 'eats', 'meat husband', 'husband prefers', 'wife eats']","['My wife prefers red meat', 'My husband prefers eating meat', 'My wife eats the same as I do']"
12,76,12_vegetables_meals_vegetarian meals_vegetarian,"['vegetables', 'meals', 'vegetarian meals', 'vegetarian', 'meatless', 'eat vegetables', 'meatless meals', 'dishes', 'enjoy', 'dinners']","['I am trying to eat more vegetables', 'I eat more vegetables now', 'I sometimes have vegetarian meals']"
13,74,13_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'raised eating', 'meat grew', 'raised eating meat', 'eating meat', 'eating', 'meat grew eating']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
14,74,14_times_week_week eat_meat times,"['times', 'week', 'week eat', 'meat times', 'eat meat times', 'week eat meat', 'weekly', 'weekly eat', 'times week eat', 'times week']","['I eat meat a few times a week', 'I eat meat several times a week', 'I eat meat about three times a week']"
