Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,623,OUTLIER,I eat meat 2-3 times a week,I eat meat a few times a week,I often do not eat any meat,I eat meat at least once a day,I grew up eating meat at meals
0,301,"avoid, red, meat, red meat, pork, avoid eating, eating, meat avoid, meats, beef",Meat can cause constipation,A health concern would make me reconsider meat,I think eating a lot of meat is unhealthy,I avoid pork because it feels heavy,Red meat causes health complications for me
1,290,"chicken, fish, eat chicken, eat, prefer, chicken fish, turkey, buy, chicken turkey, eat fish",I mostly eat chicken,"I regularly eat chicken, fish, and turkey",I interchange meats with fish and chicken,I like the taste of chicken and fish,"I eat mainly fish, shrimp, or chicken"
2,289,"friends, social, contacts, social contacts, meat, eat meat, people, friends eat, eat, meat friends",Most social contacts eat meat,Social contacts eat meat similarly,My social contacts eat meat for nutrition,Social contacts also eat meat out of habit,People around me eat meat regularly
3,282,"family, meat family, eats, family eats, meat, eats meat, family eats meat, eating meat family, eating, eating meat",My parents served meat with dinner,My family eats meat all the time,My family eats more meat than I do,My family likes meat,My family likes to eat meat
4,209,"meat, red meat, red, consumption, meat consumption, limit, reducing, cut, reducing meat, try",I eat red meat less frequently,I am eating less meat,I have reduced meat per meal,I have cut back on beef,I have cut down on meat
5,200,"eat meat, eat, meat, meat meals, meals, crave, eat meat meals, meals eat, meat meal, occasionally",I eat lean beef to reduce fat,I always include meat in my meals,I eat meat in most meals,I include meat in most meals,I eat more meat during special occasions
6,184,"want, weight, motivated, diet, healthy, health, lose, healthier, motivated health, lose weight",I want to lose weight,I am considering portion control,I want better health,I want healthy hair,I want to stay healthy
7,160,"vegetarian, meals, plantbased, vegetables, vegan, vegetarian meals, plantbased meals, meatless, balance, balance meat",I enjoy the challenge of vegetarian cooking,I find plant-based meals easy and light,I want lighter or more vegetable meals sometimes,I balance meat intake for health,I have vegetarian dinners some days
8,155,"meat, believe, believe meat, meat feels, eating meat, feels, meat easy, eating, easy, convenient",Meat tastes great with meals,Convenience motivates me to eat meat,Meat is available to cook,Meat tastes better than alternatives,Meat is easy to cook
9,118,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, welfare concerned animal, animals",I am concerned about animal rights,I care about animal welfare,I am concerned about animal welfare,I am in favor of animal rights,I consider animal intelligence
10,114,"expensive, meat expensive, prices, cost, meat prices, meat, choices, alternatives, expensive meat, price",Red meat is expensive,Financial limitations affect my meat choices,Meat is too expensive for my budget,The cost of living affects my choices,I switch meat types due to cost
11,107,"health, concerned, concerned health, cholesterol, concerns, concerned health concerned, health concerned, health concerns, want reduce, want",I have health concerns,My friends are concerned about cholesterol,I am concerned about health effects,I have high cholesterol,I am concerned about health
12,87,"protein, meat protein, iron, eat meat protein, eat meat, protein meat, meat, eat, protein eat meat, protein eat",I have seen or read about iron effects,I eat meat for iron,I eat meat for protein,I focus on meat for protein,I want to get protein from meat
13,87,"protein, want protein, want, protein want, protein want protein, want protein want, need, need protein, protein try, protein diet",I need high protein intake,I want more protein,I struggle getting enough protein vegetarian,I want to get enough protein,I have trouble getting protein elsewhere
14,84,"taste meat, taste, enjoy taste meat, enjoy taste, meat enjoy, taste meat enjoy, meat enjoy taste, enjoy, like taste meat, like taste",I like the taste of meat,I prefer eating fresh meat,I enjoy the taste of meat,I enjoy the protein in meat,Meat tastes better to me
15,84,"wife, husband, partner, prefers, boyfriend, eats, meat husband, meat wife, eating, meat",My husband avoids red meat,My wife suggests eating less meat,My eating habits influenced by my partner,My wife cannot tolerate beef,My wife makes veggie dishes sometimes
16,84,"environmental, concerned, impact, environmental impact, concerned environmental, concerned environmental impact, environment, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I want to reduce environmental blueprint,I care about the environment,I am concerned about the environment,I am concerned about chemical additives
