Topic,Count,Name,Representation,Representative_Docs
-1,520,-1_meat_eat_eat meat_eating,"['meat', 'eat', 'eat meat', 'eating', 'love', 'day', 'eating meat', 'meat day', 'eat meat day', 'believe']","['I eat meat every day', 'I eat meat often', 'I eat meat every day']"
0,308,0_friends_social_contacts_social contacts,"['friends', 'social', 'contacts', 'social contacts', 'people', 'eat meat', 'meat', 'friends eat', 'eat', 'meat social']","['Family and friends eat meat regularly', 'Social contacts eat meat regularly', 'My social contacts eat meat regularly']"
1,303,1_avoid_red_red meat_meat,"['avoid', 'red', 'red meat', 'meat', 'avoid eating', 'pork', 'meat avoid', 'eating', 'meats', 'concerns']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
2,240,2_family_eats_family eats_meat family,"['family', 'eats', 'family eats', 'meat family', 'eats meat', 'family eats meat', 'meat', 'meat family eats', 'members', 'family members']","['My family eats more meat than I do', 'Everyone in my family eats meat', 'My family eats meat with me']"
3,210,3_red meat_red_consumption_meat,"['red meat', 'red', 'consumption', 'meat', 'meat consumption', 'reducing', 'limit', 'cut', 'reducing meat', 'try']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
4,203,4_chicken_fish_eat chicken_chicken fish,"['chicken', 'fish', 'eat chicken', 'chicken fish', 'eat', 'prefer', 'turkey', 'chicken turkey', 'eat chicken fish', 'eat fish']","['I eat more chicken and fish', 'I eat chicken and fish', 'I eat chicken and fish']"
5,171,5_want_weight_motivated_diet,"['want', 'weight', 'motivated', 'diet', 'healthy', 'lose', 'healthier', 'health', 'lose weight', 'motivated health']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
6,127,6_plantbased_meals_vegetables_vegetarian,"['plantbased', 'meals', 'vegetables', 'vegetarian', 'new', 'vegetarian meals', 'plantbased meals', 'balance', 'balance meat', 'foods']","['I am open to trying new meats', 'I eat more vegetables now', 'I sometimes have vegetarian meals']"
7,121,7_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'protein want protein', 'want protein want', 'need', 'iron', 'high', 'need protein']","['I want to get enough protein', 'I want to get enough protein', 'I want enough protein']"
8,112,8_eat_eat meat_meat meals_meals eat,"['eat', 'eat meat', 'meat meals', 'meals eat', 'eat meat meals', 'meals', 'meat meals eat', 'meals eat meat', 'occasionally', 'meat']","['I eat meat with most meals', 'I eat meat at most meals', 'I eat meat for most meals']"
9,95,9_habit_feel_eating_meat habit,"['habit', 'feel', 'eating', 'meat habit', 'eating meat', 'eating meat habit', 'incomplete', 'incomplete meat', 'meat', 'eating animals']","['Eating meat is a habit for me', 'Eating meat is a habit for me', 'Eating meat is a habit for me']"
10,93,10_expensive_meat expensive_prices_meat prices,"['expensive', 'meat expensive', 'prices', 'meat prices', 'cost', 'choices', 'expensive meat', 'limited', 'meat expensive meat', 'meat choices']","['Meat is sometimes expensive', 'Meat is expensive for me', 'Meat can be expensive for me']"
