Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,520,OUTLIER,I eat meat every day,I eat meat often,Meat-eating is a family tradition,I have no moral issues eating meat,Eating meat is a family tradition
0,308,"friends, social, contacts, social contacts, people, eat meat, meat, friends eat, eat, meat social",My friends eat meat for convenience,Most family and friends eat meat,People around me eat meat regularly,People around me eat meat,Social contacts prefer eating meat
1,303,"avoid, red, red meat, meat, avoid eating, pork, meat avoid, eating, meats, concerns",I avoid red meat and pork,I avoid red meat on weekdays,Eating meat may cause physical illness,I have acid reflux from some meats,Health risks are associated with eating too much meat
2,240,"family, eats, family eats, meat family, eats meat, family eats meat, meat, meat family eats, members, family members",My family prefers traditional meat-heavy meals,I eat wild game from family,My family eats similar amounts of meat,My family eats pork and beef regularly,My family argues for more meat for nutrition
3,210,"red meat, red, consumption, meat, meat consumption, reducing, limit, cut, reducing meat, try",I eat red meat less frequently,I reduce red meat consumption,I eat less beef and steak now,I am thinking of cutting back on pork,I believe eating less meat helps the environment
4,203,"chicken, fish, eat chicken, chicken fish, eat, prefer, turkey, chicken turkey, eat chicken fish, eat fish",I eat chicken and turkey regularly,I eat beef and chicken regularly,Beef and chicken are my most eaten meats,I primarily eat chicken or turkey,I eat chicken and fish
5,171,"want, weight, motivated, diet, healthy, lose, healthier, health, lose weight, motivated health",I want to be healthier,My brother wants to eat healthier,I want to live longer,I want a healthier future for myself,I want a healthier lifestyle
6,127,"plantbased, meals, vegetables, vegetarian, new, vegetarian meals, plantbased meals, balance, balance meat, foods",I sometimes have vegetarian meals,My breakfasts and lunches are plant based,I have easy access to fresh vegetables,I enjoy vegetables and salads,I eat more plant-based foods
7,121,"protein, want protein, want, protein want, protein want protein, want protein want, need, iron, high, need protein",I want to get enough protein,I want to meet protein requirements,I need more protein,Protein should be part of my diet,I want proper nutrition
8,112,"eat, eat meat, meat meals, meals eat, eat meat meals, meals, meat meals eat, meals eat meat, occasionally, meat",I eat meat most meals,I eat meat for lunch and dinner,I eat meat in most meals,I usually have meat at breakfast,I always include meat in my meals
9,95,"habit, feel, eating, meat habit, eating meat, eating meat habit, incomplete, incomplete meat, meat, eating animals",My son feels unwell without meat,Eating meat is a habit for me,Documentaries influence my views on meat,I question eating meat after seeing animal videos,I eat meat out of habit
10,93,"expensive, meat expensive, prices, meat prices, cost, choices, expensive meat, limited, meat expensive meat, meat choices",Red meat is expensive,Meat can be expensive for me,Meat is expensive at every meal,Rising meat prices,Meat is expensive
11,88,"health, concerned, concerned health, health concerned, concerned health concerned, concerns, cholesterol, health concerns, health concerned health, heart",I have health concerns,My spouse had elevated cholesterol,I am concerned about health effects,I have high cholesterol,I am concerned about health
12,86,"taste meat, taste, enjoy taste meat, enjoy taste, taste meat enjoy, meat enjoy taste, meat enjoy, enjoy, like taste meat, like taste",I like the taste of meat,I enjoy the taste of meat,I enjoy having steak and ribs,I prefer the taste of meat,I like how meat tastes
13,84,"environmental, concerned, impact, environmental impact, concerned environmental, concerned environmental impact, environment, environmental impact concerned, impact concerned, environment concerned",My sons are concerned about environment,I want a smaller environmental footprint,I am concerned about environmental impact,I am motivated by environmental concerns,I am concerned about the environment
14,78,"protein meat, protein, easy, meat easy, source, meat, good, easier, source protein, meat good",Meat tastes great with meals,Meat is easy to cook,Meat has appealing texture and seasoning,Meat is the focal point of big meals,Meat filled with synthetic chemicals
15,76,"wife, husband, partner, prefers, boyfriend, eats, meat wife, meat husband, wife eats, husband prefers",My husband avoids red meat,My significant other has Crohn's,My eating habits influenced by my partner,My wife cannot tolerate beef,My wife makes veggie dishes sometimes
16,75,"grew, grew eating, raised, grew eating meat, eating, raised eating, eating meat, meat grew, raised eating meat, meat grew eating",I was raised vegetarian,I was forcing myself to eat meat,I grew up eating meat,I learned meat-eating from childhood,I was raised eating meat
17,75,"times, week, week eat, meat times, eat meat times, weekly, week eat meat, weekly eat, times week, times week eat",I eat meat five times per week,I have reduced red meat to once every other week,I eat red meat two times a week,I eat meat one to three times weekly,I eat meat three days a week
18,65,"concerned animal, animal, concerned animal welfare, welfare, animal welfare, animal welfare concerned, welfare concerned, concerned, welfare concerned animal, factory",I am concerned about animal rights,I am concerned about animal welfare,I am concerned about harming animals,I worry about animal welfare,I am concerned about animal cruelty
19,58,"buy, buy meat, sale, meat, grassfed, seek, meat sale, organic, cheap, affordable",Ethical sourcing influences where I want to buy meat,I buy free-range eggs,I try to buy organic meat,I buy meat available at grocery stores,I find meat convenient
20,56,"vegetarian, want reduce, vegan, cholesterol, want, reduce, years, lower, lower cholesterol, want reduce cholesterol",I want to reduce inflammation,I am a vegetarian,I was vegan for about 20 years,I lost significant weight over time,I became vegetarian
21,55,"enjoy eating, enjoy eating meat, meat enjoy eating, eating meat enjoy, enjoy, meat enjoy, eating meat, eating, meat, eating meat like",I think meat is delicious,I get satisfaction from eating meat,I enjoy social meals with meat,I enjoy eating meat,I enjoy red meat
22,55,"protein, meat protein, eat meat protein, protein eat, protein eat meat, meat protein eat, eat meat, eat, iron, protein meat",I value meat's high protein content,I eat meat for protein and iron,I value meat for protein and nutrition,I get most of my protein from meat,I eat meat for protein
