Topic,Count,Name,Representation,Representative_Docs
-1,721,-1_meat_enjoy_taste_taste meat,"['meat', 'enjoy', 'taste', 'taste meat', 'eating', 'eating meat', 'eat', 'eat meat', 'enjoy taste meat', 'like']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,544,0_family_meat_friends_social,"['family', 'meat', 'friends', 'social', 'meat family', 'eat meat', 'contacts', 'eats', 'social contacts', 'eat']","['My family eats more meat', 'My family eats meat', 'My family eats meat']"
1,345,1_meat_expensive_eating_habit,"['meat', 'expensive', 'eating', 'habit', 'choices', 'meat expensive', 'eating meat', 'prices', 'diet', 'meals']","['Eating meat is a habit for me', 'Eating meat is a habit for me', 'Eating meat is a habit']"
2,244,2_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'turkey', 'chicken fish', 'chicken turkey', 'chicken eat', 'prefer', 'eat fish']","['I mostly eat chicken', 'I mostly eat chicken', 'I mostly eat chicken']"
3,215,3_vegetarian_vegan_plantbased_vegetables,"['vegetarian', 'vegan', 'plantbased', 'vegetables', 'meals', 'vegetarian meals', 'alternatives', 'substitutes', 'vegetarians', 'plantbased meals']","['I became vegetarian', 'I am a vegetarian', 'I am vegetarian']"
4,214,4_meat_red meat_red_consumption,"['meat', 'red meat', 'red', 'consumption', 'limit', 'meat consumption', 'cut', 'try', 'reducing', 'eating']","['I try to limit meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
5,187,5_concerns_meat_health_red meat,"['concerns', 'meat', 'health', 'red meat', 'red', 'eating', 'environmental', 'health concerns', 'unhealthy', 'ethical']","['I have health concerns about red meat', 'I have health concerns about red meat', 'I have health concerns about red meat']"
6,165,6_avoid_pork_avoid eating_meat avoid,"['avoid', 'pork', 'avoid eating', 'meat avoid', 'eating', 'red', 'red meat', 'beef', 'meat', 'processed']","['I sometimes avoid pork', 'I avoid pork', 'I avoid pork']"
7,145,7_protein_meat protein_believe_meat,"['protein', 'meat protein', 'believe', 'meat', 'protein meat', 'believe meat', 'source', 'iron', 'eat meat protein', 'meat good']","['I eat meat for protein', 'I eat meat for protein', 'I eat meat for protein']"
8,123,8_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'animal welfare concerned', 'welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
9,109,9_want_weight_motivated_weight want,"['want', 'weight', 'motivated', 'weight want', 'lose', 'motivated health', 'healthy', 'lose weight', 'health', 'lose weight want']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
10,102,10_health_cholesterol_concerned_concerned health,"['health', 'cholesterol', 'concerned', 'concerned health', 'concerns', 'health concerns', 'health concerned', 'concerned health concerned', 'heart', 'cholesterol concerned']","['I am concerned about my health', 'I am concerned about health', 'I am concerned about health']"
11,100,11_eat_regularly_eat meat regularly_eat meat,"['eat', 'regularly', 'eat meat regularly', 'eat meat', 'regularly eat', 'meat regularly', 'meat regularly eat', 'regularly eat meat', 'meat', 'meat eat']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
12,93,12_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'protein want protein', 'want protein want', 'need', 'need protein', 'protein diet', 'high protein']","['I want to get more protein', 'I want enough protein', 'I want to get enough protein']"
13,76,13_day eat_day_day eat meat_meat day eat,"['day eat', 'day', 'day eat meat', 'meat day eat', 'meat day', 'eat meat day', 'eat meat', 'daily eat', 'daily', 'daily eat meat']","['I eat meat every day', 'I eat meat every day', 'I eat meat almost every day']"
14,75,14_environmental_environmental impact_impact_concerned,"['environmental', 'environmental impact', 'impact', 'concerned', 'environment', 'concerned environmental', 'concerned environmental impact', 'environment concerned', 'concerned environment', 'impact concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
