Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,498,OUTLIER,I eat meat every day,I eat meat at least once a day,I eat meat at least once daily,Doctor recommended I eat lean beef,I want to improve cholesterol and blood work
0,304,"friends, social, contacts, social contacts, people, eat meat, meat, eat, friends eat, meat social",Most social contacts eat meat,Most people around me eat a lot of meat,Social contacts also eat meat out of habit,People around me eat meat regularly,People around me eat meat
1,296,"avoid, red, red meat, meat, avoid eating, pork, meat avoid, eating, meats, concerns",I avoid red meat and pork,I am concerned about soy and estrogen,I avoid high-carbohydrate foods,I think eating a lot of meat is unhealthy,I avoid pork because it feels heavy
2,276,"family, meat family, eats, family eats, eats meat, family eats meat, meat, eating meat family, eating, eating meat",My parents served meat with dinner,My family eats meat all the time,My family serves meat with every meal,My household needs meat to live,My family eats plant-based for health reasons
3,213,"consumption, meat, red meat, red, meat consumption, reducing, limit, cut, reducing meat, try",I reduce beef and pork for health reasons,I seek to reduce meat consumption,I have cut back on some meat,I try to reduce meat consumption,I have reduced how much meat I eat
4,212,"chicken, fish, eat chicken, eat, chicken fish, turkey, chicken eat, prefer, chicken turkey, eat chicken fish",I primarily eat chicken and fish,I eat chicken and fish,I prefer beef and pork,I eat fried chicken and fried fish,Chicken is easier for social situations
5,202,"want, weight, motivated, diet, healthy, healthier, lose, food, lose weight, health",I am motivated by health concerns,I am motivated by health advice,I want to feel healthier,I want a more balanced diet,I choose meals based on what I make that day
6,146,"vegetarian, meals, plantbased, vegetables, vegan, vegetarian meals, plantbased meals, balance, balance meat, meatless",I enjoy the challenge of vegetarian cooking,I value creativity in plant-based meals,I include plant-based meals for health,I eat more vegetables now,Sometimes I make meals with just vegetables
7,124,"protein, believe, believe meat, meat protein, source, meat, protein meat, eat meat protein, protein eat, protein eat meat",I value meat for protein and nutrition,I eat tofu as alternate protein,Meat is my main source of protein,I choose meat for protein,I get vitamins and minerals from meat
8,121,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, animals, welfare concerned animal",I am concerned about animal rights,I am concerned about animal welfare,I thought briefly about animal welfare,I am concerned about animal cruelty,I am concerned about animal pain
9,112,"protein, want protein, want, protein want, protein want protein, want protein want, need, need protein, high protein, protein diet",I need high protein intake,I want to consume a lot of protein,I want to get enough protein,I want protein,I want to meet protein needs
10,108,"crave, buy, meat, meat crave, crave meat, prefer, grassfed, buy meat, meat prefer, different",I prefer animal welfare-friendly meat,I try to buy ethically sourced meat,I eat meat when it is available,I stock up on meat when discounted,I try to find meat on sale
11,96,"health, concerned, concerned health, concerns, health concerned, concerned health concerned, cholesterol, health concerns, concerned cholesterol, health concerned health",I have health concerns,I had colon cancer,My husband has health concerns,I have stomach issues,Health concerns about diabetes
12,90,"expensive, meat expensive, prices, meat prices, expensive meat, cost, choices, limited, meat expensive meat, meat",Red meat is expensive,Ethically-sourced meat is often too expensive,Meat is too expensive for my budget,High meat prices would change my habits,The cost of beef is high
13,87,"taste meat, taste, enjoy taste meat, enjoy taste, taste meat enjoy, meat enjoy taste, enjoy, meat enjoy, like taste meat, like taste",I like the taste of meat,I enjoy the taste of meat,I like how meat tastes,I prefer the taste of meat,I really like processed meats
14,83,"environmental, concerned, impact, environmental impact, concerned environmental, concerned environmental impact, environment, environmental impact concerned, impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I want a smaller environmental footprint,I am concerned about environmental impacts,I want to reduce environmental blueprint
15,79,"grew, grew eating, raised, grew eating meat, eating, eating meat, raised eating, meat grew, raised eating meat, meat grew eating",I was raised vegetarian,I was brought up eating meat,I learned meat-eating from childhood,I was raised eating meat,Meat was in every meal growing up
16,77,"meat meals, eat meat meals, eat meat, meals eat, eat, meat meals eat, meals, meals eat meat, occasionally, include meat",I eat meat in most meals,I include meat in most meals,Most dinners I cook include meat,I eat meat most meals,Most recipes I know use meat
17,77,"wife, husband, partner, prefers, boyfriend, eats, meat wife, meat husband, eating, husband prefers",My husband avoids red meat,My partner avoids eating red meat,My wife has similar eating habits,Significant other rarely eats meat,Girlfriend eats similar food at home
18,73,"meat, easy, meat easy, meals, convenient, meat convenient, easier, meat tastes, meat makes meals, meat easy cook",Meat tastes great with meals,Meat is easy to cook,Meat provides comfort and satisfaction,Meat is usually included in dinners,Meat goes well with foods like pasta or rice
19,71,"times, week, week eat, meat times, eat meat times, weekly eat, weekly, week eat meat, times week, times week eat",I eat beef four or five times weekly,I eat meat 2-4 times a week,I eat beef three to four times weekly,I have reduced white meat to twice a week,I eat meat less than once a week
20,63,"enjoy eating, meat enjoy eating, enjoy eating meat, meat enjoy, eating meat enjoy, enjoy, eating meat, eating, meat, meat love",I think meat is delicious,I eat wild game meats,I enjoy eating meat,I enjoy red meat,I like eating meat
21,50,"habit, meat habit, eating meat habit, eating, moderation, eating meat, habit eating, habit eating meat, meat moderation, meateating",Eating meat prevents animal food waste,I consider my meat consumption average,Meat-eating is ingrained in my lifestyle,Meat-eating is ingrained in our behavior,Eating meat is a habit
