Topic,Count,Name,Representation,Representative_Docs
-1,539,-1_taste_taste meat_meat_enjoy,"['taste', 'taste meat', 'meat', 'enjoy', 'enjoy taste meat', 'enjoy taste', 'eat meat', 'eat', 'love', 'like']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,362,0_avoid_meat_eating_red,"['avoid', 'meat', 'eating', 'red', 'red meat', 'feel', 'avoid eating', 'pork', 'meat avoid', 'meats']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
1,270,1_social_friends_contacts_social contacts,"['social', 'friends', 'contacts', 'social contacts', 'people', 'meat', 'eat meat', 'meat social', 'friends eat', 'community']","['Some social contacts eat meat for protein', 'My social contacts eat meat regularly', 'Social contacts eat meat regularly']"
2,255,2_meat_consumption_red meat_red,"['meat', 'consumption', 'red meat', 'red', 'meat consumption', 'eating', 'limit', 'cut', 'try', 'eating meat']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
3,225,3_family_eats_family eats_meat family,"['family', 'eats', 'family eats', 'meat family', 'eats meat', 'family eats meat', 'meat', 'meat family eats', 'parents', 'mom']","['My family eats meat with me', 'My family eats more meat than I do', 'Everyone in my family eats meat']"
4,216,4_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'turkey', 'chicken fish', 'chicken turkey', 'prefer', 'eat fish', 'chicken eat']","['I mostly eat chicken', 'I mostly eat chicken', 'I eat chicken most often']"
5,173,5_protein_want protein_want_meat protein,"['protein', 'want protein', 'want', 'meat protein', 'iron', 'protein want', 'eat meat protein', 'need', 'protein eat', 'protein meat']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
6,166,6_want_motivated_diet_healthy,"['want', 'motivated', 'diet', 'healthy', 'healthier', 'health', 'motivated health', 'want healthier', 'balanced', 'new']","['I am motivated by health concerns', 'I am motivated by health concerns', 'I am motivated by health']"
7,123,7_plantbased_meals_vegetables_vegetarian,"['plantbased', 'meals', 'vegetables', 'vegetarian', 'vegetarian meals', 'plantbased meals', 'meatless', 'balance', 'balance meat', 'eat plantbased']","['I try to balance meat with vegetables', 'I eat more vegetables now', 'I sometimes have vegetarian meals']"
8,115,8_animal_animal welfare_welfare_concerned animal,"['animal', 'animal welfare', 'welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'animal welfare concerned', 'welfare concerned', 'welfare concerned animal', 'animals']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
9,106,9_meat_meat easy_easy_convenient,"['meat', 'meat easy', 'easy', 'convenient', 'filling', 'feel', 'meals', 'filling meat', 'convenient meat', 'meat convenient']","['Meat is easy to cook', 'Meat is easy to cook', 'Meat is easy to cook for everyone']"
10,104,10_meat meals_eat_eat meat meals_eat meat,"['meat meals', 'eat', 'eat meat meals', 'eat meat', 'meals eat', 'meals', 'meat meals eat', 'occasionally', 'meat', 'include meat']","['I eat meat with most meals', 'I eat meat with most meals', 'I eat meat most meals']"
11,93,11_expensive_meat expensive_prices_cost,"['expensive', 'meat expensive', 'prices', 'cost', 'meat prices', 'expensive meat', 'choices', 'price', 'limited', 'meat expensive meat']","['Meat is expensive', 'Meat is very expensive', 'Meat can be expensive for me']"
12,88,12_health_concerned_concerned health_concerns,"['health', 'concerned', 'concerned health', 'concerns', 'concerned health concerned', 'health concerned', 'cholesterol', 'health concerns', 'health concerned health', 'heart']","['I am concerned about health', 'I am concerned about my health', 'I am concerned about health']"
13,82,13_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'concerned environmental', 'concerned environmental impact', 'environment', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
14,79,14_wife_husband_partner_prefers,"['wife', 'husband', 'partner', 'prefers', 'boyfriend', 'eats', 'meat husband', 'meat wife', 'eating', 'red meat']","['My husband prefers eating meat', 'My wife eats the same as I do', 'My wife prefers red meat']"
15,74,15_eat meat_meat regularly eat_regularly eat_regularly eat meat,"['eat meat', 'meat regularly eat', 'regularly eat', 'regularly eat meat', 'eat meat regularly', 'regularly', 'meat regularly', 'day eat', 'eat', 'meat day eat']","['I eat meat regularly', 'I eat meat regularly', 'I regularly eat meat']"
16,74,16_times_week_week eat_meat times,"['times', 'week', 'week eat', 'meat times', 'eat meat times', 'weekly', 'week eat meat', 'weekly eat', 'times week', 'times week eat']","['I eat meat a few times a week', 'I eat meat four times a week', 'I eat meat several times a week']"
17,70,17_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'eating meat', 'raised eating', 'meat grew', 'eating', 'raised eating meat', 'meat grew eating']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
18,69,18_buy_buy meat_grassfed_prefer,"['buy', 'buy meat', 'grassfed', 'prefer', 'sale', 'cheap', 'meat', 'affordable', 'ethically', 'chicken']","['I buy more meat when it is on sale', 'I buy meat when it is on sale', 'I buy meat on sale']"
19,65,19_enjoy eating_enjoy_enjoy eating meat_meat enjoy,"['enjoy eating', 'enjoy', 'enjoy eating meat', 'meat enjoy', 'eating meat enjoy', 'meat enjoy eating', 'eating meat', 'eating', 'meat', 'flavor']","['I enjoy eating meat', 'I enjoy eating meat', 'I enjoy eating meat']"
20,55,20_believe_believe meat_meat feels_eating meat feels,"['believe', 'believe meat', 'meat feels', 'eating meat feels', 'feels', 'natural', 'health', 'meat', 'nutritious', 'normal']","['I believe meat is nutritious', 'I believe meat is healthy', 'I believe meat is healthy']"
21,55,21_crave_home_cook_crave meat,"['crave', 'home', 'cook', 'crave meat', 'meat crave', 'meat available', 'meat', 'crave meat crave', 'meat crave meat', 'eat meat available']","['I crave meat sometimes', 'I crave meat', 'I crave meat']"
