key,wave,stance,canvas,topic,topic_conf,assigned_prob
3d1ddc23b606b8c8,1,I eat meat at least once a day,True,-1,0.06099646628183623,
3d1ddc23b606b8c8,1,I grew up eating meat at meals,True,17,1.0,1.0
3d1ddc23b606b8c8,1,My parents served meat with dinner,True,3,0.7636108429568431,0.7636108429568431
3d1ddc23b606b8c8,1,My family eats meat as main portion,True,3,1.0,1.0
3d1ddc23b606b8c8,1,Meat-eating is a family tradition,True,-1,0.11137320673877171,
3d1ddc23b606b8c8,1,I feel guilty about eating animals,True,0,0.0694610770088484,0.0694610770088484
3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,True,2,0.09906190948202914,0.09906190948202914
242bdf6bc5bb0b94,1,I eat meat at least once daily,True,-1,0.0601241208599481,
242bdf6bc5bb0b94,1,I like the taste of meat,True,-1,0.03013527599829103,
242bdf6bc5bb0b94,1,I have no moral issues eating meat,True,20,1.0,1.0
242bdf6bc5bb0b94,1,I was raised on a farm,True,17,1.0,1.0
242bdf6bc5bb0b94,1,Eating meat is a family tradition,True,-1,0.11161736576939843,
242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,True,2,0.2270082390762148,0.2270082390762148
242bdf6bc5bb0b94,1,I am chronically anemic,True,5,0.0997016484010011,0.0997016484010011
242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,True,3,0.2963950574452818,0.2963950574452818
242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,True,2,1.0,1.0
242bdf6bc5bb0b94,1,I believe too much meat can harm health,True,0,1.0,1.0
c0ac91fae56c6ec3,1,I eat meat every day,True,15,1.0,1.0
c0ac91fae56c6ec3,1,I like the taste of meat,True,-1,0.030198382169103612,
c0ac91fae56c6ec3,1,I choose chicken and turkey for health,True,4,1.0,1.0
c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,True,4,1.0,1.0
c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,True,10,1.0,1.0
c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,True,4,1.0,1.0
c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,True,2,1.0,1.0
c0ac91fae56c6ec3,1,Those around me eat meat regularly,True,1,0.503856869202837,0.503856869202837
c0ac91fae56c6ec3,1,Social contacts like the taste of meat,True,1,1.0,1.0
8f96fa223f234180,1,I eat meat whenever I choose to,True,21,1.0,1.0
8f96fa223f234180,1,I eat more chicken and fish now,True,4,1.0,1.0
8f96fa223f234180,1,I have tried to cut back on red meat,True,2,1.0,1.0
8f96fa223f234180,1,I have tried to cut back on processed meat,True,2,1.0,1.0
8f96fa223f234180,1,I am concerned about my health,True,12,1.0,1.0
8f96fa223f234180,1,I want to improve cholesterol and blood work,True,-1,0.016265632690112594,
8f96fa223f234180,1,I do not control grocery shopping or meal planning,True,1,0.15998259803240505,0.15998259803240505
8f96fa223f234180,1,"I am fond of chicken, turkey, and fish",True,4,1.0,1.0
24e9f4a8dba444ba,1,I eat meat 1-2 times a day,True,-1,0.06129350192917048,
24e9f4a8dba444ba,1,I eat a lot of chicken,True,4,0.15718772727626382,0.15718772727626382
24e9f4a8dba444ba,1,Eating meat feels natural to me,True,20,1.0,1.0
24e9f4a8dba444ba,1,I have always eaten and cooked with meat,True,17,1.0,1.0
24e9f4a8dba444ba,1,My parents cooked with meat,True,3,0.7113165766529933,0.7113165766529933
24e9f4a8dba444ba,1,Most friends and family eat meat,True,1,0.13932654051482538,0.13932654051482538
24e9f4a8dba444ba,1,Eating meat is a habit for me,True,2,0.04939260733943018,0.031399832704318405
24e9f4a8dba444ba,1,I reduce meat when it is expensive,True,2,1.0,1.0
24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,True,7,1.0,1.0
24e9f4a8dba444ba,1,I get bored with the same meals,True,6,0.32292651401235845,0.32292651401235845
5d5930b9486b3aef,1,I eat mostly chicken,True,4,1.0,1.0
5d5930b9486b3aef,1,I prefer chicken and fish,True,4,1.0,1.0
5d5930b9486b3aef,1,I find chicken easier to digest than beef,True,4,1.0,1.0
