Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,512,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I like the taste of meat,I have no moral issues eating meat,I do not control grocery shopping or meal planning
0,915,"meat, family, eat meat, eat, eating, eating meat, protein, eats, eats meat, meat family",My parents served meat with dinner,My family loves to eat meat,I prefer easy-to-cook meats,I eat more beef in summer for grilling,Everyone I know eats meat
1,467,"want, protein, diet, weight, want protein, plantbased, vegetables, meals, healthy, healthier",I want to be healthier,I consume more plant-based foods,I eat mostly plant-based food,I prefer pea-based substitutes,I need a source of protein
2,277,"red meat, red, meat, reduce, avoid, meat health, reasons, want, health, eat",Red meat is traditional in my culture,I am hoping to cut out red meat completely,I eliminated red meat from my diet,I have cut back on red meat,My community eats little red meat
3,207,"chicken, eat chicken, fish, turkey, eat, chicken fish, beef, chicken turkey, prefer, eat chicken fish",I mostly eat chicken,I prefer poultry,I prefer chicken over red meat,Chicken is filling and versatile,My family prefers eating chicken
4,145,"eat meat, eat, day, eat meat day, meat day, meat, daily, meat daily, eat meat daily, meat meals",Most friends eat a lot of meat,I include meat in most meals,Most family members eat meat,Most people around me eat meat,Most family and friends eat meat
5,109,"vegetarian, vegan, vegetarian meals, meals, friends, years, vegetarians, vegan vegetarian, vegetarian vegetarian, vegetarian vegan",My family is vegetarian,I have thought about veganism or vegetarianism,I eat mostly vegetarian dinners,Many social contacts are vegetarian,My eldest is a vegetarian
6,102,"meat, health, concerns, environmental, choices, meat choices, impact, concerned, influences, environmental impact",I have doubts about meat's climate impact,I consider environmental impacts of eating meat,I am concerned about the environmental impact of beef,I am concerned about altered meat products,I have concerns about processed meats
7,101,"week, times, week eat, eat, meat times, times week, weekly, eat meat times, eat meat, times week eat",I eat meat a few times a week,I include meat with meals once daily,I eat red meat 3-4 times weekly,I eat meat at least once daily,I eat one serving of meat per day
8,100,"health, concerned health, concerned, health concerns, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,I am concerned about my health,I am concerned about health impacts,I had colon cancer,My wife has liver issues
9,97,"consumption, meat consumption, meat, limit meat, limit, reducing, reducing meat, reduce meat consumption, reduce, reduce meat",I sometimes enjoy meals without meat,I limit the meat that I eat,I limit how much meat I eat,I have limited money for other foods,I eat 'cheat meals' when unprepared
10,93,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, animal welfare concerned, welfare concerned, welfare concerned animal, concerned, animals",I am concerned about animal rights,I am concerned about animal welfare,I thought briefly about animal welfare,Exposure to animal rights documentaries,I worry about animal welfare
11,89,"unhealthy, feel, animal, meat unhealthy, red meat, red, meat, eating, animal cruelty, believe",I believe pork is unclean,I think excess meat is unhealthy,I believe red meat is hard to digest,Eating carbs makes me feel unwell,I have digestive issues with meat
12,83,"avoid, avoid eating, meats avoid, processed, meats, pork, avoid processed, eating, meat avoid, meats avoid eating",I avoid eating fish,I seek meat flavoring without chemicals,I avoid eating swine,I avoid pork,I avoid stories about animal welfare in meat
13,83,"dislike, like, limited, hard, meat dislike, meat, options, taste, pork, alternatives",I dislike the taste of fish,I don't like eating animals,I miss meat when I do not eat it,I do not like the taste of meat,I do not like beans
14,78,"concerned, environmental, impact, environmental impact, environment, concerned environmental, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I am environmentally conscious,I care about the environment,I am motivated by environmental concerns
