Topic,Count,Name,Representation,Representative_Docs
-1,751,-1_meat_eat_eat meat_eating,"['meat', 'eat', 'eat meat', 'eating', 'eating meat', 'meat eat', 'meat eat meat', 'times', 'day', 'week']","['I enjoy eating meat', 'I enjoy eating meat', 'I often do not eat any meat']"
0,302,0_avoid_meat_red_red meat,"['avoid', 'meat', 'red', 'red meat', 'pork', 'avoid eating', 'eating', 'meat avoid', 'meats', 'processed']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
1,288,1_friends_social_contacts_social contacts,"['friends', 'social', 'contacts', 'social contacts', 'meat', 'eat meat', 'people', 'friends eat', 'eat', 'meat friends']","['My family and friends eat meat regularly', 'Social contacts eat meat regularly', 'My social contacts eat meat regularly']"
2,270,2_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'prefer', 'chicken fish', 'turkey', 'buy', 'chicken turkey', 'eat fish']","['I mostly eat chicken', 'I mostly eat chicken', 'I eat mostly chicken']"
3,235,3_family_eats_family eats_meat family,"['family', 'eats', 'family eats', 'meat family', 'eats meat', 'family eats meat', 'meat', 'meat family eats', 'members', 'family members']","['Everyone in my family eats meat', 'My family eats meat', 'My family eats meat']"
4,208,4_meat_red meat_red_consumption,"['meat', 'red meat', 'red', 'consumption', 'limit', 'meat consumption', 'reducing', 'cut', 'try', 'reducing meat']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
5,198,5_want_weight_motivated_diet,"['want', 'weight', 'motivated', 'diet', 'healthy', 'healthier', 'health', 'lose', 'lose weight', 'motivated health']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
6,160,6_eat_eat meat_meat meals_meat,"['eat', 'eat meat', 'meat meals', 'meat', 'meals', 'crave', 'eat meat meals', 'occasionally', 'meals eat', 'meals eat meat']","['I eat meat at most meals', 'I eat meat at most meals', 'I eat meat with most meals']"
7,152,7_vegetarian_meals_plantbased_vegetables,"['vegetarian', 'meals', 'plantbased', 'vegetables', 'vegan', 'vegetarian meals', 'plantbased meals', 'meatless', 'balance', 'balance meat']","['I am vegetarian', 'I sometimes have vegetarian meals', 'I am vegetarian']"
8,118,8_protein_want_want protein_protein want,"['protein', 'want', 'want protein', 'protein want', 'protein want protein', 'want protein want', 'need', 'iron', 'need protein', 'high protein']","['I want enough protein', 'I want to get enough protein', 'I want to get enough protein']"
9,117,9_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'welfare concerned', 'animal welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
10,113,10_expensive_meat expensive_prices_cost,"['expensive', 'meat expensive', 'prices', 'cost', 'meat prices', 'alternatives', 'meat', 'choices', 'expensive meat', 'price']","['Meat is expensive', 'Meat is sometimes expensive', 'Meat is expensive for me']"
11,109,11_health_concerned_concerned health_cholesterol,"['health', 'concerned', 'concerned health', 'cholesterol', 'concerns', 'health concerns', 'concerned health concerned', 'health concerned', 'want reduce', 'want']","['I am concerned about my health', 'I am concerned about health', 'I am concerned about my health']"
12,101,12_meat_meat easy_easy_convenient,"['meat', 'meat easy', 'easy', 'convenient', 'feel', 'meals', 'filling', 'convenient meat', 'meat convenient', 'filling meat']","['Meat is easy to cook', 'Meat is easy to cook', 'Meat is easy to cook']"
13,90,13_protein_believe_believe meat_meat protein,"['protein', 'believe', 'believe meat', 'meat protein', 'meat', 'eat meat protein', 'protein meat', 'protein eat meat', 'protein eat', 'protein believe']","['I eat meat for protein', 'I eat meat for protein', 'I eat meat for protein']"
14,84,14_taste meat_taste_enjoy taste meat_enjoy taste,"['taste meat', 'taste', 'enjoy taste meat', 'enjoy taste', 'meat enjoy', 'taste meat enjoy', 'meat enjoy taste', 'enjoy', 'like taste meat', 'like taste']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
15,83,15_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'concerned environmental', 'concerned environmental impact', 'environment', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
16,79,16_wife_husband_partner_prefers,"['wife', 'husband', 'partner', 'prefers', 'boyfriend', 'eats', 'meat wife', 'meat husband', 'eating', 'meat']","['My husband prefers eating meat', 'My wife prefers red meat', 'My wife eats the same as I do']"
