Topic,Count,Name,Representation,Representative_Docs
-1,608,-1_eating_eating meat_meat_beef,"['eating', 'eating meat', 'meat', 'beef', 'enjoy eating', 'pork', 'eat', 'enjoy', 'avoid', 'enjoy eating meat']","['I enjoy eating meat', 'I enjoy eating meat', 'I enjoy eating meat']"
0,343,0_meat_believe_expensive_believe meat,"['meat', 'believe', 'expensive', 'believe meat', 'choices', 'processed', 'health', 'meats', 'prices', 'meat expensive']","['Meat is expensive', 'Meat is too expensive', 'Meat is expensive for me']"
1,294,1_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'turkey', 'chicken fish', 'vegetables', 'chicken turkey', 'eat fish', 'prefer']","['I eat more chicken and fish', 'I eat mostly chicken and fish', 'I eat chicken and fish']"
2,231,2_family_meat family_family eats_eats,"['family', 'meat family', 'family eats', 'eats', 'family eats meat', 'eats meat', 'meat', 'friends', 'family eat', 'eat meat family']","['All my family eats meat', 'My family eats more meat', 'My family eats meat']"
3,188,3_red_red meat_meat_eat red meat,"['red', 'red meat', 'meat', 'eat red meat', 'eat red', 'cut', 'eating red', 'eating red meat', 'avoid red meat', 'avoid red']","['I eat less red meat', 'I eat less red meat', 'I eat less red meat']"
4,185,4_want_weight_motivated_cholesterol,"['want', 'weight', 'motivated', 'cholesterol', 'diet', 'healthy', 'healthier', 'lose', 'motivated health', 'health']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
5,142,5_reducing_reducing meat_consumption_meat,"['reducing', 'reducing meat', 'consumption', 'meat', 'considered', 'meat consumption', 'reduce', 'reduced', 'reduce meat', 'meat health']","['I have not considered reducing meat', 'I considered reducing meat for my health', 'I have not considered reducing meat consumption']"
6,136,6_vegetarian_vegan_vegetarian meals_vegetarians,"['vegetarian', 'vegan', 'vegetarian meals', 'vegetarians', 'meals', 'options', 'vegetarian options', 'pescatarian', 'friends', 'years']","['I am a vegetarian', 'I am vegetarian', 'I am vegetarian']"
7,127,7_animal_animal welfare_welfare_concerned animal,"['animal', 'animal welfare', 'welfare', 'concerned animal', 'animals', 'concerned animal welfare', 'concerned', 'animal welfare concerned', 'welfare concerned', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
8,108,8_taste meat_taste_enjoy taste meat_meat enjoy,"['taste meat', 'taste', 'enjoy taste meat', 'meat enjoy', 'enjoy taste', 'taste meat enjoy', 'enjoy', 'meat enjoy taste', 'meat like', 'meat like taste']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
