Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,738,OUTLIER,I enjoy eating meat,I do not enjoy eating meat,Doctor recommended I eat lean beef,I am chronically anemic,I eat lean beef to reduce fat
0,239,"expensive, meat, processed, meats, prices, meat expensive, meat prices, buy, choices, cost",I cannot afford expensive meats,I am concerned about meat prices,The cost of beef is high,Meat is often affordable or on sale,I am aware meat costs can be high
1,202,"family, meat family, family eats, eats, family eats meat, eats meat, meat, eating meat family, tradition, eating",Family finds meat heavy or hard to digest,My family supports me eating less meat,My family eats meat most nights,My family eats meat frequently,My family consumes lots of meat
2,185,"red, red meat, eat red meat, eat red, meat, cut, eating red, eating red meat, avoid red meat, avoid red",My social circle prefers red meat,I love eating red meat,I crave red meat occasionally,Working in restaurants discouraged red meat eating,I have health concerns about red meat
3,141,"fish, chicken, turkey, eat chicken, chicken fish, chicken turkey, eat fish, eat, eat chicken fish, fish eat",I rarely eat chicken or fish,I eat more fish instead of meat,I try to eat healthy fish,I mainly eat chicken or fish,Chicken and fish are more versatile
4,137,"vegetarian, vegan, vegetarian meals, vegetarians, meals, options, pescatarian, vegetarian options, friends, years",I tried being vegetarian,My daughter is vegan,I was curious about being vegetarian,My dad and stepmom are vegetarians,My husband became vegetarian
5,130,"animal, animal welfare, welfare, concerned animal, animals, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, welfare concerned animal",I am concerned about animal rights,I am concerned about animal welfare,I avoid eating intelligent animals,I feel moral unease about eating animals,I consider animal intelligence
6,115,"health, concerned health, motivated, concerned, health concerns, concerns, motivated health, diabetes, limitations, financial limitations",I have health concerns,I am concerned about my health,I discuss health risks with my friend,I am concerned about chemical additives,I had colon cancer
7,103,"reducing, reducing meat, consumption, meat consumption, considered, reduce, meat, considered reducing, reduce meat, reduced",Vegetarian coworker encourages meat reduction,I reduce beef and pork for health reasons,I have lost weight after reducing meat,I want to eliminate meat from my diet,I am trying to reduce meat consumption
8,102,"want, weight, diet, healthy, healthier, lose, weight want, lose weight, diet want, want healthier",I want to avoid hunger,I find it hard to change my diet,I want to lose weight,I want to maintain a healthy weight,I want to gain weight
9,98,"friends, friends eat, friends eat meat, meat friends, friends family, friends family eat, family friends, family, family eat, eat meat",Most friends eat a lot of meat,My friends often eat meat,My friends enjoy the flavor of meat,Friends buy fresh meat from local farmers,My friends eat meat for convenience
10,92,"protein, want protein, want, protein want, protein want protein, want protein want, need, protein diet, need protein, high protein",I want to get enough protein,I require protein for athletic recovery,I want to consume a lot of protein,I want enough protein,I want to get more protein
11,88,"health, believe, believe meat, meat, nutritious, mom, meat healthy, meat believe, think, health concerns",My husband says too much meat is unhealthy,I select meat for health benefits,I have health concerns about meat,I believe meat is healthy,My sister shares my low-meat motivation
12,86,"meals, include, include meat, easy, meat easy, convenient, prepare, include meat meals, meat, cook",Most dinners I cook include meat,Meat is the focal point of big meals,"Meals usually include beef, chicken, or burgers",I prefer easy-to-cook meats,I include meat in most meals
13,86,"environmental, concerned, impact, environmental impact, concerned environmental, environment, concerned environmental impact, environmental impact concerned, impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I want to reduce environmental blueprint,I am concerned about the environment,I care about the environment
14,83,"protein, protein meat, meat protein, source, eat meat protein, protein source, high protein, source protein, meat, protein eat",I think meat is a complete protein,Meat gives us protein,I focus on meat for protein,I want to get protein from meat,I like meat's protein content
15,81,"times, eat meat times, week, meat times, week eat, week eat meat, weekly eat, weekly, eat meat, weekly eat meat",I do intermittent fasting,I eat meat two or three times weekly,I eat meat three days a week,I eat meat four to five days weekly,I have meat-free days each week
16,79,"contacts, social contacts, social, meat social, meat social contacts, contacts eat, contacts eat meat, social contacts eat, friends, avoid meat",Social contacts are concerned about heart disease,Social contacts enjoy my well-cooked meat,Some social contacts have heart conditions,My social contacts enjoy the taste of meat,Most social contacts eat meat
17,76,"eat meat day, meat day, day, day eat, eat meat, day eat meat, meat day eat, meat daily, daily, eat meat daily",I eat meat for dinner most days,I eat meat almost every day,I eat meat daily,I eat meat every day,I used to eat meat daily
18,72,"meat regularly eat, eat meat regularly, meat regularly, regularly eat, regularly, eat meat, regularly eat meat, eat, meat eat meat, meat eat",I eat various meats regularly,I eat meat regularly,I eat meat occasionally,I mostly eat meat,I eat meat when I want to
