Topic,Count,Name,Representation,Representative_Docs
-1,738,-1_eating_eating meat_meat_pork,"['eating', 'eating meat', 'meat', 'pork', 'enjoy', 'eat', 'enjoy eating', 'beef', 'avoid', 'enjoy eating meat']","['I enjoy eating meat', 'I do not enjoy eating meat', 'I enjoy eating meat']"
0,239,0_expensive_meat_processed_meats,"['expensive', 'meat', 'processed', 'meats', 'prices', 'meat expensive', 'meat prices', 'buy', 'choices', 'cost']","['Meat is expensive', 'Meat is expensive', 'Meat is very expensive']"
1,202,1_family_meat family_family eats_eats,"['family', 'meat family', 'family eats', 'eats', 'family eats meat', 'eats meat', 'meat', 'eating meat family', 'tradition', 'eating']","['My family eats more meat', 'My family eats more meat than I do', 'My family eats meat with me']"
2,185,2_red_red meat_eat red meat_eat red,"['red', 'red meat', 'eat red meat', 'eat red', 'meat', 'cut', 'eating red', 'eating red meat', 'avoid red meat', 'avoid red']","['I eat less red meat', 'I eat less red meat', 'I eat less red meat now']"
3,141,3_fish_chicken_turkey_eat chicken,"['fish', 'chicken', 'turkey', 'eat chicken', 'chicken fish', 'chicken turkey', 'eat fish', 'eat', 'eat chicken fish', 'fish eat']","['I eat chicken and fish', 'I eat more chicken and fish', 'I eat more chicken and fish']"
4,137,4_vegetarian_vegan_vegetarian meals_vegetarians,"['vegetarian', 'vegan', 'vegetarian meals', 'vegetarians', 'meals', 'options', 'pescatarian', 'vegetarian options', 'friends', 'years']","['I am vegetarian', 'I am vegetarian', 'I am a vegetarian']"
5,130,5_animal_animal welfare_welfare_concerned animal,"['animal', 'animal welfare', 'welfare', 'concerned animal', 'animals', 'concerned animal welfare', 'concerned', 'welfare concerned', 'animal welfare concerned', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
6,115,6_health_concerned health_motivated_concerned,"['health', 'concerned health', 'motivated', 'concerned', 'health concerns', 'concerns', 'motivated health', 'diabetes', 'limitations', 'financial limitations']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about my health']"
7,103,7_reducing_reducing meat_consumption_meat consumption,"['reducing', 'reducing meat', 'consumption', 'meat consumption', 'considered', 'reduce', 'meat', 'considered reducing', 'reduce meat', 'reduced']","['I have not considered reducing meat', 'I am reducing meat consumption', 'I have not considered reducing meat consumption']"
8,102,8_want_weight_diet_healthy,"['want', 'weight', 'diet', 'healthy', 'healthier', 'lose', 'weight want', 'lose weight', 'diet want', 'want healthier']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
