Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,878,OUTLIER,Eating meat is a habit for me,Eating meat is mostly out of habit,I mostly eat meat,I was raised on a farm,Doctor recommended I eat lean beef
0,201,"easy, meat, meat easy, good, believe, prefer, meat tastes, meat feels, tastes, meat good",Meat tastes great with meals,I buy more chicken because it is cheaper,Eating meat is easy and convenient for me,Eating meat is normal for me,Meat is easy to cook
1,199,"chicken, eat chicken, fish, turkey, chicken fish, eat, chicken turkey, chicken eat, prefer, eat chicken fish",I mostly eat chicken,I prefer cooking chicken and fish at home,I eat only chicken and turkey,We raise our own chickens,I eat mainly chicken and poultry
2,118,"times, week, week eat, weekly, meat times, eat meat times, weekly eat, times week, times week eat, eat",I incorporate fish weekly,I eat meat at least twice a day,We eat fish more days of the week,I eat pork a couple times a month,I rotate meat dinners each week
3,110,"vegetarian, vegan, vegetarian meals, meals, years, vegetarians, friends, vegetarian vegetarian, vegan vegetarian, vegetarian vegan",My family is vegetarian,My husband is a vegetarian,I was raised vegetarian,My sister is vegetarian,I know vegetarians or vegans
4,100,"health, concerned health, health concerns, concerned, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I am concerned about heart disease,I am concerned about my health,I am concerned about health,Some social contacts have heart conditions,My husband's heart surgery affected me
5,99,"family, tradition, eating meat family, family tradition, meat family, cultural, meat family tradition, eating meat, culture, eating",Eating meat is family tradition,Eating meat is a family tradition,Eating meat is a habit for my family,Meat is part of my family's culture,My parents taught me meat is important
6,85,"avoid, avoid eating, processed, meats avoid, pork avoid, pork, avoid processed, meat avoid, meats, beef avoid",I avoid processed meats,I avoid pork,I avoid eating beef and pork,I avoid high-carbohydrate foods,I avoid eating chicken
7,79,"protein, want protein, protein want, want, want protein want, protein want protein, need, need protein, high protein, protein diet",I want more protein for athletic needs,I want a good source of protein,I want more protein,I need a source of protein,I need protein
8,70,"red meat, red, limit red meat, limit red, red meat consumption, cut red, cut red meat, limit, consumption, cut",Red meat is traditional in my culture,My husband prefers red meat,Red meat makes my ankles swell,I cut out red meat,I am hoping to cut out red meat completely
9,69,"regularly, meat regularly, eats, family eats, family, family eats meat, eats meat, eat meat regularly, meat regularly family, regularly family",My family eats meat regularly,My family and friends eat meat regularly,My family eats meat frequently,Friends and family eat meat regularly,Family and friends eat meat regularly
10,69,"enjoy taste meat, enjoy taste, taste meat enjoy, meat enjoy taste, enjoy, meat enjoy, taste meat, taste, flavor, enjoy flavor",I enjoy the taste of meat,I enjoy the flavor of meat,Housemates enjoy the taste of meat,People around me like the taste of meat,I enjoy meat
11,68,"meat meals, eat meat meals, eat meat, people, people know, know eat, people know eat, know, meat people, eat",I eat meat in most meals,Most meals contain meat,I eat meat at most meals,I eat meat with most meals,I include meat in most meals
12,66,"protein, meat protein, eat meat protein, protein eat meat, protein meat, protein eat, meat protein eat, eat meat, iron, provides",I eat meat for protein and iron,I eat meat for protein,I eat meat for iron,I eat meat to get protein,I eat meat for nutrients
13,60,"food, habits, eating habits, vegetables, consider cost, choices, cost, foods, prefer, value",Convenience influences what I eat,I care about food texture,Childhood habits shape my eating choices,Some social contacts focus on taste,I like variety in my food
14,60,"want, healthy, weight want, weight, want healthy, want healthier, healthier, stay, healthier want, want stay",I want to stay healthy,I want better health,I want to be as healthy as possible,I want to be healthy,I want to be healthy and live long
15,58,"enjoy eating, enjoy eating meat, meat enjoy eating, eating meat enjoy, meat enjoy, enjoy, eating meat, eating, meat love, eating meat love",I enjoy eating meat,I like eating meat,I enjoy eating steak,I get satisfaction from eating meat,I eat meat because it is filling
16,57,"eat meat, crave, meat eat meat, meat available, meat, meat filling, meat eat, people eat meat, available, people eat",I eat meat when craving it,I eat meat when it is available,I have a deep desire for meat,I crave the taste of meat,I eat meat when I want to
17,57,"rarely, rarely eat, eat, limited, meat eat, portions, meat rarely eat, rarely eat meat, rarely eats, eat smaller",I sometimes eat no meat,I occasionally eat meals without meat,My parents rarely ate red meat,I eat very little processed meat,I rarely eat pork
18,57,"dislike, like, hard, getting, dislikes, dislike taste, trouble, getting protein, taste, pork",I dislike the taste of fish,I dislike vegetables,I dislike the taste of beef and pork,I don't like eating animals,I do not like meat
19,57,"day eat, day, eat meat day, meat day, meat day eat, day eat meat, daily eat, daily, meat daily eat, meat daily",I eat meat almost every day,I eat meat daily,I eat a lot of meat daily,I eat one large meal daily,I used to eat meat daily
