Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,538,OUTLIER,I eat meat every day,I eat meat at least once a day,I feel guilty about eating animals,I eat meat at least once daily,Doctor recommended I eat lean beef
0,301,"avoid, red, red meat, meat, avoid eating, pork, meat avoid, eating, meats, processed",I believe too much meat can harm health,I don't like eating animals,I dislike tofu,I avoid processed meats,I avoid eating octopus
1,289,"friends, social, contacts, social contacts, meat, eat meat, people, friends eat, meat friends, eat",Most social contacts eat meat,People around me eat a lot of meat,Social contacts eat meat regularly,Social contacts enjoy the taste of meat,Social contacts find meat nutritious
2,282,"family, meat family, eats, family eats, eats meat, family eats meat, meat, eating meat family, eating, eating meat",My parents served meat with dinner,My family likes the taste of meat,My family likes meat,My family likes to eat meat,I encourage family to eat organic meat
3,209,"red meat, red, meat, consumption, meat consumption, limit, reducing, cut, reducing meat, try",I eat red meat less frequently,I eat less beef than before,I am cutting out red meat,I have eaten less meat in the past,I stopped eating meat
4,200,"eat meat, eat, meat, meat meals, crave, meals, eat meat meals, meals eat, meat eat, meat meal",I sometimes eat meat during holidays,I still eat meat at restaurants,I eat meat with most dinners,I eat meat at most meals,I eat meat in most meals
5,184,"want, weight, motivated, diet, healthy, health, lose, motivated health, healthier, lose weight",I want to improve my digestion,I want to regulate my weight,I want to live longer,I want to cleanse and fast,I want to remain healthy
6,160,"vegetarian, meals, plantbased, vegetables, vegan, vegetarian meals, plantbased meals, meatless, balance, balance meat",I enjoy the challenge of vegetarian cooking,I eat mostly vegetarian dinners,I enjoy vegetable-based meals,I find vegetable dishes hard to cook for one,I tried meal kits with vegan options
7,118,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, welfare concerned animal, animals",I am concerned about animal rights,I am concerned about animal welfare,I consider animal intelligence,I approve eating animals if not cruel,My mom cares about animal welfare
8,114,"expensive, meat expensive, prices, cost, meat prices, choices, alternatives, meat, expensive meat, price",Red meat is expensive,Increasing meat prices limit beef consumption,Meat is too expensive for my budget,High meat prices would change my habits,The cost of beef is high
9,107,"health, concerned, concerned health, cholesterol, concerns, concerned health concerned, health concerned, health concerns, want reduce, want",I have health concerns,I am concerned about my health,I discuss health risks with my friend,I had colon cancer,I have digestive concerns
10,99,"meat, meat easy, easy, convenient, feel, filling meat, meals, filling, convenient meat, meat convenient",Meat tastes great with meals,Meat is satisfying and filling,Meat tastes good,Meat is easy to cook,Meat is usually the main course
11,99,"fish, chicken, eat chicken, eat, fish eat, chicken fish, eat chicken fish, eat fish, turkey, chicken fish eat",I mostly eat chicken,I eat mostly chicken and fish when dining out,"I eat chicken, turkey, and fish",I still eat fish and chicken,I eat turkey or chicken at other meals
12,87,"protein, meat protein, iron, eat meat protein, protein meat, eat meat, eat, meat, protein eat meat, protein eat",I eat more protein that is non-meat,I eat tofu as alternate protein,I eat meat for protein,I eat meat for extra protein,Meat is a source of protein for me
13,87,"protein, want protein, want, protein want, protein want protein, want protein want, need, need protein, protein diet, protein try",I want to get enough protein,I want more protein for athletic needs,I want enough protein,I want to get more protein,I have a hard time getting enough protein
14,84,"wife, husband, partner, prefers, boyfriend, eats, meat husband, meat wife, eating, red meat",My husband avoids red meat,My boyfriend prefers meals with meat,My wife cannot tolerate beef,My wife makes veggie dishes sometimes,My wife has similar eating habits
15,84,"taste meat, taste, enjoy taste meat, enjoy taste, meat enjoy, taste meat enjoy, meat enjoy taste, enjoy, like taste meat, like taste",I like the taste of meat,I enjoy the taste of meat,I enjoy the protein in meat,I like how meat tastes,I prefer the taste of meat
16,84,"environmental, concerned, impact, environmental impact, concerned environmental, concerned environmental impact, environment, impact concerned, environmental impact concerned, environment concerned",My sons are concerned about environment,I want a smaller environmental footprint,I am concerned about environmental impact,I am motivated by environmental concerns,I am concerned about the environment
17,81,"chicken, prefer, prefer chicken, fish, eat chicken regularly, chicken regularly, chicken fish, chicken turkey, turkey, eat chicken",I enjoy taste of chicken,Chicken is familiar in my meals,I prefer beef over poultry,We believe fish and chicken are healthier,Chicken and fish are more versatile
18,73,"grew, grew eating, raised, grew eating meat, eating, eating meat, meat grew, raised eating, raised eating meat, meat grew eating",I was raised vegetarian,I grew up eating meat,I grew up eating meat regularly,Southern cuisine was central when growing up,I grew up eating a lot of meat
19,73,"times, week, week eat, meat times, eat meat times, weekly, week eat meat, weekly eat, times week eat, times week",I eat meat five times per week,I eat meat a few times weekly,I have reduced white meat to twice a week,I eat meat one to three times weekly,I eat meat four to five times weekly
20,54,"buy, prefer, grassfed, buy meat, sale, ethically, meat, grassfed meat, meat sale, ethically sourced meat",I prefer grass-fed or ethical meat,I buy free-range eggs,I buy pre-packaged meat for sandwiches,Meat is affordable,"I seek organic, pasture-raised, grass-fed meat"
21,51,"believe, believe meat, meat feels, eating meat feels, feels, natural, health believe, nutritious, normal, eating meat",I believe meat is necessary for health,I believe meat keeps muscles healthy,Meat is believed essential for fitness in my group,I believe nutrients can come from non-meat sources,Eating meat is normal for me
