key,wave,stance,canvas,topic,topic_conf,assigned_prob
3d1ddc23b606b8c8,1,I eat meat at least once a day,True,5,1.0,1.0
3d1ddc23b606b8c8,1,I grew up eating meat at meals,True,-1,0.01006599185372125,
3d1ddc23b606b8c8,1,My parents served meat with dinner,True,7,0.21705422693685628,0.21705422693685628
3d1ddc23b606b8c8,1,My family eats meat as main portion,True,7,0.1760558126494062,0.1760558126494062
3d1ddc23b606b8c8,1,Meat-eating is a family tradition,True,7,1.0,1.0
3d1ddc23b606b8c8,1,I feel guilty about eating animals,True,3,0.7689206737431898,0.7689206737431898
3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,True,21,1.0,1.0
242bdf6bc5bb0b94,1,I eat meat at least once daily,True,5,1.0,1.0
242bdf6bc5bb0b94,1,I like the taste of meat,True,-1,0.02133921387513107,
242bdf6bc5bb0b94,1,I have no moral issues eating meat,True,4,0.14386079002969457,0.14386079002969457
242bdf6bc5bb0b94,1,I was raised on a farm,True,-1,0.216235309703384,
242bdf6bc5bb0b94,1,Eating meat is a family tradition,True,7,1.0,1.0
242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,True,-1,0.06298250139556662,
242bdf6bc5bb0b94,1,I am chronically anemic,True,8,1.0,1.0
242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,True,7,0.2796579148073361,0.2796579148073361
242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,True,18,0.3917797941118641,0.3917797941118641
242bdf6bc5bb0b94,1,I believe too much meat can harm health,True,3,0.431046895701481,0.431046895701481
c0ac91fae56c6ec3,1,I eat meat every day,True,19,1.0,1.0
c0ac91fae56c6ec3,1,I like the taste of meat,True,-1,0.021435393539907702,
c0ac91fae56c6ec3,1,I choose chicken and turkey for health,True,2,1.0,1.0
c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,True,1,0.1996394622694378,0.1996394622694378
c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,True,-1,0.07005379339118173,
c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,True,2,0.3792226203954913,0.3792226203954913
c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,True,-1,0.17484029849632618,
c0ac91fae56c6ec3,1,Those around me eat meat regularly,True,-1,0.2418209476930304,
c0ac91fae56c6ec3,1,Social contacts like the taste of meat,True,1,0.11208189535529164,0.11208189535529164
8f96fa223f234180,1,I eat meat whenever I choose to,True,14,1.0,1.0
8f96fa223f234180,1,I eat more chicken and fish now,True,2,0.5617612487008941,0.5617612487008941
8f96fa223f234180,1,I have tried to cut back on red meat,True,15,1.0,1.0
8f96fa223f234180,1,I have tried to cut back on processed meat,True,-1,0.11615152057003243,
8f96fa223f234180,1,I am concerned about my health,True,8,1.0,1.0
8f96fa223f234180,1,I want to improve cholesterol and blood work,True,17,1.0,1.0
8f96fa223f234180,1,I do not control grocery shopping or meal planning,True,4,0.33887344147587933,0.33887344147587933
8f96fa223f234180,1,"I am fond of chicken, turkey, and fish",True,2,1.0,1.0
24e9f4a8dba444ba,1,I eat meat 1-2 times a day,True,5,1.0,1.0
24e9f4a8dba444ba,1,I eat a lot of chicken,True,2,0.1376076619702338,0.1376076619702338
24e9f4a8dba444ba,1,Eating meat feels natural to me,True,1,1.0,1.0
24e9f4a8dba444ba,1,I have always eaten and cooked with meat,True,22,1.0,1.0
24e9f4a8dba444ba,1,My parents cooked with meat,True,7,0.25870726237209696,0.25870726237209696
24e9f4a8dba444ba,1,Most friends and family eat meat,True,10,0.27926245109655545,0.27926245109655545
24e9f4a8dba444ba,1,Eating meat is a habit for me,True,-1,0.06567989038537904,
24e9f4a8dba444ba,1,I reduce meat when it is expensive,True,-1,0.15414369939678246,
24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,True,6,0.17747858719831067,0.17747858719831067
24e9f4a8dba444ba,1,I get bored with the same meals,True,11,0.2684540601563521,0.2684540601563521
5d5930b9486b3aef,1,I eat mostly chicken,True,2,1.0,1.0
5d5930b9486b3aef,1,I prefer chicken and fish,True,2,1.0,1.0
5d5930b9486b3aef,1,I find chicken easier to digest than beef,True,1,0.22882264780435796,0.22882264780435796
5d5930b9486b3aef,1,I find steak hard to chew,True,3,1.0,1.0
5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,True,1,0.22881368944580996,0.22881368944580996
5d5930b9486b3aef,1,I buy more meat when it is on sale,True,-1,0.17965715157109427,
c64e457f6d99d425,1,I eat meat when I feel like it,True,14,1.0,1.0
c64e457f6d99d425,1,My mood influences what meat I eat,False,-1,0.12619456591246475,
c64e457f6d99d425,1,I sometimes choose to cut back on meat,True,-1,0.07063254069545769,
c64e457f6d99d425,1,Meat consumption is a personal preference,True,7,1.0,1.0
0ec83457dd9ad9bb,1,I enjoy eating meat regularly,True,-1,0.05441336402556219,
0ec83457dd9ad9bb,1,I crave meat,True,14,1.0,1.0
0ec83457dd9ad9bb,1,Meat tastes delicious to me,True,1,0.2592915341526254,0.2592915341526254
0ec83457dd9ad9bb,1,Most people I know eat meat regularly,True,10,0.33370042520808146,0.33370042520808146
cd254873c8c70b1f,1,I crave meat more during holidays,True,-1,0.15529469155165423,
cd254873c8c70b1f,1,I enjoy eating meat,True,-1,0.01719463808295221,
cd254873c8c70b1f,1,I want to be healthier,True,0,1.0,1.0
cd254873c8c70b1f,1,I eat more meat at gatherings,True,14,0.26389784730827565,0.26389784730827565
cd254873c8c70b1f,1,My family are big meat eaters,True,-1,0.21596603131890213,
cd254873c8c70b1f,1,My friends enjoy eating meat,True,-1,0.07848703086929294,
cd254873c8c70b1f,1,My brother reduces meat for health reasons,True,18,1.0,1.0
673d057ee91b91d4,1,I eat predominantly meat with each meal,True,22,1.0,1.0
673d057ee91b91d4,1,I feel better when I eat more meat,True,1,0.1919258219607007,0.1919258219607007
673d057ee91b91d4,1,I follow a low-carb diet,True,-1,0.06438187537633894,
673d057ee91b91d4,1,I believe meat is essential for health,True,21,1.0,1.0
673d057ee91b91d4,1,I would like to eat less meat,False,17,1.0,1.0
673d057ee91b91d4,1,My family serves meat at meals,True,7,0.24586806733836275,0.24586806733836275
673d057ee91b91d4,1,Family habits from childhood influence my eating,True,0,1.0,1.0
7cf1b08e24b10350,1,I love eating meat,True,-1,0.05414744302134527,
7cf1b08e24b10350,1,I enjoy cooking meat at home,True,-1,0.01984204910553183,
7cf1b08e24b10350,1,Meat is expensive for me,True,-1,0.14778171272092486,
7cf1b08e24b10350,1,I eat a lot of chicken,True,2,0.137858391831911,0.137858391831911
7cf1b08e24b10350,1,I prefer real meat over substitutes,True,1,0.06809185767089143,0.06809185767089143
7cf1b08e24b10350,1,I avoid fast food bacon,True,4,1.0,1.0
7cf1b08e24b10350,1,Chicken is cheap and convenient,True,1,0.46665293948674735,0.46665293948674735
7cf1b08e24b10350,1,My girlfriend loves bacon,True,2,0.2831194063067734,0.2831194063067734
7cf1b08e24b10350,1,Family eats more chicken for cost reasons,True,2,0.3117342312806869,0.3117342312806869
7cf1b08e24b10350,1,I got food poisoning from fast food bacon,True,3,0.5452173895393749,0.5452173895393749
bd14752573c3fbed,1,I eat meat at most meals,True,10,1.0,1.0
bd14752573c3fbed,1,I like the taste of meat,True,-1,0.021427314351022766,
bd14752573c3fbed,1,I try to have some balance,False,0,1.0,1.0
bd14752573c3fbed,1,Eating meat is mostly out of habit,True,-1,0.06806491361590497,
bd14752573c3fbed,1,My family eats similar meals as me,True,0,0.43460790191403625,0.43460790191403625
bd14752573c3fbed,1,My family likes the taste of meat,True,-1,0.07102669566818973,
bd14752573c3fbed,1,I realize meat is not always healthy,True,3,1.0,1.0
bd14752573c3fbed,1,I realize meat can impact the environment,True,3,1.0,1.0
2a27143cb3ff288a,1,I eat meat if I feel like it,True,14,1.0,1.0
2a27143cb3ff288a,1,I plan meals with my wife,True,0,0.3021746841988747,0.3021746841988747
2a27143cb3ff288a,1,I eat less meat than I used to,True,16,1.0,1.0
2a27143cb3ff288a,1,I consciously eat more chicken,True,2,0.5531633430628166,0.5531633430628166
2a27143cb3ff288a,1,I believe grilled chicken is healthier,True,1,0.19610686587860687,0.19610686587860687
2a27143cb3ff288a,1,My children eat more chicken and fish,True,2,0.5544008357377698,0.5544008357377698
99229f1b414f5809,1,I am sensitive to meat texture,True,14,1.0,1.0
99229f1b414f5809,1,I am picky about eating meat,True,-1,0.32372696262807016,
99229f1b414f5809,1,My mood affects my meat eating,True,-1,0.17791301149587876,
99229f1b414f5809,1,I believe meat provides necessary protein,True,13,1.0,1.0
99229f1b414f5809,1,"I want a balanced, healthy diet",True,0,0.26335976997917643,0.26335976997917643
99229f1b414f5809,1,My family likes to eat meat,True,-1,0.08470883137032968,
99229f1b414f5809,1,I prepare meat for my husband and son,True,7,0.23632076821673276,0.23632076821673276
99229f1b414f5809,1,I eat more lean meats to be healthy,True,-1,0.15201065233773595,
41f4d247212a91b7,1,I eat beef four or five times weekly,True,5,0.04886754933795396,0.04886754933795396
41f4d247212a91b7,1,I always have a freezer full of beef,True,-1,0.33093451284787295,
41f4d247212a91b7,1,I value convenience of having home-raised beef,True,1,0.5023736732010012,0.5023736732010012
41f4d247212a91b7,1,I believe beef is high in protein,True,1,0.16863490288689817,0.16863490288689817
41f4d247212a91b7,1,I believe beef is nutritious,True,1,0.4199962876482489,0.4199962876482489
41f4d247212a91b7,1,I am not interested in eating less beef,True,4,0.3905618100403278,0.3905618100403278
41f4d247212a91b7,1,Negative information on beef is viewed as political,True,3,0.5191359908222171,0.5191359908222171
41f4d247212a91b7,1,I eat chicken and fish with my sister,True,2,1.0,1.0
41f4d247212a91b7,1,My sister prefers chicken and fish for health,True,2,1.0,1.0
41f4d247212a91b7,1,Some family avoid venison due to taste,True,4,0.11942273374135894,0.06940422892730261
5abe20da31c1510b,1,I am concerned about my health,True,8,1.0,1.0
5abe20da31c1510b,1,I avoid eating the same meat daily,True,11,1.0,1.0
5abe20da31c1510b,1,I have food allergies,True,-1,0.12016205095332194,
5abe20da31c1510b,1,I am motivated to save money,False,0,0.44694361394120724,0.44694361394120724
5abe20da31c1510b,1,I vary meat based on what is on sale,True,21,1.0,1.0
5abe20da31c1510b,1,I eat meat for vitamins like B12,True,13,1.0,1.0
5abe20da31c1510b,1,I have reduced meat eating over time,False,16,0.2605735472189767,0.2605735472189767
5abe20da31c1510b,1,Cooking less due to physical disability,True,16,0.3598174690750156,0.3598174690750156
5abe20da31c1510b,1,My friends value routine in eating habits,True,0,1.0,1.0
5abe20da31c1510b,1,Financial concerns influence my friends' eating,True,0,1.0,1.0
e0b75643b94ce352,1,I eat meat at every meal,True,22,1.0,1.0
e0b75643b94ce352,1,I want meat with high protein,True,1,0.17141730541467115,0.17141730541467115
e0b75643b94ce352,1,I am trying to lose weight,True,0,0.3163932410056018,0.3163932410056018
e0b75643b94ce352,1,I cook meat by baking or grilling,True,-1,0.14727925956576943,
e0b75643b94ce352,1,I sometimes eat smaller portions of meat,True,11,1.0,1.0
e0b75643b94ce352,1,I add more vegetables to meals,True,0,0.25623236710710906,0.25623236710710906
e0b75643b94ce352,1,My social gatherings always include meat,True,-1,0.3087716749739066,
e0b75643b94ce352,1,Some friends are vegetarians,True,6,1.0,1.0
e0b75643b94ce352,1,I feel unwell without eating meat,True,11,0.1567359492535046,0.1567359492535046
e0b75643b94ce352,1,It's hard to know what is healthiest,True,3,1.0,1.0
98326b74d660f5fd,1,I eat meat when I crave it,True,14,1.0,1.0
98326b74d660f5fd,1,I do not eat meat often,False,11,1.0,1.0
98326b74d660f5fd,1,Most people around me are omnivores,True,10,1.0,1.0
98326b74d660f5fd,1,I struggle morally with eating animals,True,3,1.0,1.0
98326b74d660f5fd,1,I care about animals,True,9,0.26407284339261333,0.26407284339261333
3e8a40a8a3361337,1,I am vegan,True,6,0.3286817353523442,0.3286817353523442
3e8a40a8a3361337,1,I am horrified by animal agriculture,True,3,1.0,1.0
3e8a40a8a3361337,1,I prefer animal welfare perspectives,False,9,0.285315532098697,0.285315532098697
3e8a40a8a3361337,1,I do vegan activism,True,6,0.28610513567852797,0.28610513567852797
3e8a40a8a3361337,1,Living among meat-eating loved ones feels isolating,True,-1,0.3801691887205987,
5fee709bfe55faf2,1,I generally don't eat meat,True,11,0.3059751172552047,0.3059751172552047
5fee709bfe55faf2,1,Meat prices have went up,True,-1,0.15470511177712576,
5fee709bfe55faf2,1,Cooking with meat is complicated,True,-1,0.2640577611732906,
5fee709bfe55faf2,1,Storage of meat is complicated,True,-1,0.271498299367981,
5fee709bfe55faf2,1,I have ethical concerns about meat production,True,3,1.0,1.0
5fee709bfe55faf2,1,I am skeptical about animal treatment,True,3,0.4273583046729326,0.4273583046729326
5fee709bfe55faf2,1,Family enjoys eating meat,True,-1,0.07728734028559014,
5fee709bfe55faf2,1,Meat is part of family traditions,True,7,1.0,1.0
5fee709bfe55faf2,1,I enjoy meat at family gatherings,True,-1,0.08829440328911162,
d91dfb759b5c056c,1,I eat beef four times a week,True,5,0.35451128324642467,0.35451128324642467
d91dfb759b5c056c,1,I eat chicken three times a week,True,5,0.4530632669244399,0.4530632669244399
d91dfb759b5c056c,1,I enjoy the taste of meat,True,-1,0.0035556295581566843,
d91dfb759b5c056c,1,Meat fits my daily routine,True,-1,0.017024427839939366,
d91dfb759b5c056c,1,Meat feels healthy and satisfying,True,1,1.0,1.0
d91dfb759b5c056c,1,My social group eats meat regularly,True,-1,0.5663857530240737,
d91dfb759b5c056c,1,Eating meat feels normal and comfortable,True,1,1.0,1.0
d91dfb759b5c056c,1,I am open to trying new foods,True,0,0.16934160309019683,0.16934160309019683
d91dfb759b5c056c,1,I think about reducing meat sometimes,False,18,1.0,1.0
25c3702e02bdfd45,1,I like eating different kinds of meat,True,-1,0.017560790832557904,
25c3702e02bdfd45,1,I enjoy cooking and buying meat,True,-1,0.04951218919903604,
25c3702e02bdfd45,1,I want to get enough protein,True,0,1.0,1.0
25c3702e02bdfd45,1,I want to have energy for work,True,0,1.0,1.0
25c3702e02bdfd45,1,I have tried plant-based meat alternatives,True,13,0.14602617146787827,0.14602617146787827
25c3702e02bdfd45,1,I am concerned about my health,True,8,1.0,1.0
25c3702e02bdfd45,1,I want to lose or maintain weight,True,0,0.3220240843482712,0.3220240843482712
25c3702e02bdfd45,1,My family now eats more plant-based foods,True,0,0.22918189212504195,0.22918189212504195
25c3702e02bdfd45,1,My family is motivated by health and age,True,8,0.24580547278598863,0.24580547278598863
25c3702e02bdfd45,1,Traditional family values include eating grilled meat,True,-1,0.3055534418065634,
b8eba67020022d75,1,I eat a lot of meat,True,-1,0.21262689467651139,
b8eba67020022d75,1,I have age-related health concerns,True,8,1.0,1.0
b8eba67020022d75,1,I want to reduce dietary fat,True,17,1.0,1.0
b8eba67020022d75,1,I am influenced by Nikola Tesla's diet,True,0,0.34492720654570325,0.34492720654570325
b8eba67020022d75,1,I buy tofu as meat substitute,True,13,1.0,1.0
b8eba67020022d75,1,I want solid protein substitutes for meat,True,13,1.0,1.0
b8eba67020022d75,1,I think tofu is cheaper than meat,True,1,0.25365128667693404,0.25365128667693404
b8eba67020022d75,1,I like the taste of meat,True,-1,0.021449567287832625,
b8eba67020022d75,1,I cut out red meat for cholesterol,True,15,1.0,1.0
b8eba67020022d75,1,A doctor advised me about cholesterol,True,0,0.13847594874430103,0.13847594874430103
53cf43f573cc8f32,1,I like to eat meat,True,-1,0.017676347832518723,
53cf43f573cc8f32,1,Most meals contain meat,True,10,1.0,1.0
53cf43f573cc8f32,1,I grew up eating meat,True,-1,0.010138903678916887,
53cf43f573cc8f32,1,Friends and family eat meat,True,7,0.15002704103486914,0.15002704103486914
53cf43f573cc8f32,1,Social circle likes the taste of meat,True,1,0.10803222522687042,0.10803222522687042
53cf43f573cc8f32,1,Meat provides protein and energy,True,13,1.0,1.0
53cf43f573cc8f32,1,Environmental concerns about eating meat,True,3,1.0,1.0
53cf43f573cc8f32,1,I have thought about reducing meat,True,18,1.0,1.0
53cf43f573cc8f32,1,I want meat growing to be sustainable,True,-1,0.06117613282811726,
e0b47f3f6a91ab2e,1,I crave steak and chicken,True,2,1.0,1.0
e0b47f3f6a91ab2e,1,I still consume red meat,True,15,1.0,1.0
e0b47f3f6a91ab2e,1,I limit how much meat I eat,True,11,1.0,1.0
e0b47f3f6a91ab2e,1,I want to improve my health,True,0,1.0,1.0
e0b47f3f6a91ab2e,1,I want to reduce environmental impact,True,17,1.0,1.0
e0b47f3f6a91ab2e,1,Doctor recommended reducing red meat,True,15,1.0,1.0
e0b47f3f6a91ab2e,1,My family supports eating less meat,True,-1,0.12977806255088548,
e0b47f3f6a91ab2e,1,Wife reduces meat in solidarity with me,True,-1,0.21536181659020542,
e0b47f3f6a91ab2e,1,Sister-in-law wants to help the environment,True,12,1.0,1.0
e0b47f3f6a91ab2e,1,I believe protein can come from alternatives,True,0,1.0,1.0
e04998f79adab146,1,I try to get enough protein,True,0,1.0,1.0
e04998f79adab146,1,I eat chicken regularly,True,2,0.3722158625218387,0.3722158625218387
e04998f79adab146,1,I eat beef sometimes,True,2,0.057439114590001984,0.04308755619313071
e04998f79adab146,1,I eat fish sometimes,True,2,0.0723041942212634,0.0723041942212634
e04998f79adab146,1,Chicken is cheaper than other meats,True,1,0.230297700074874,0.230297700074874
e04998f79adab146,1,Meat is easy to get at the store,True,1,1.0,1.0
e04998f79adab146,1,My friends eat similar meats,True,-1,0.08656769300936365,
fd51071022fe231c,1,I eat meat regularly,True,-1,0.016673565165546432,
fd51071022fe231c,1,I try to balance meat with vegetables,True,-1,0.19993239150082143,
fd51071022fe231c,1,I eat meat for protein,True,13,1.0,1.0
fd51071022fe231c,1,I eat meat for convenience,True,-1,0.05849733749843846,
fd51071022fe231c,1,I want variety in my diet,True,0,0.2935221725319126,0.2935221725319126
fd51071022fe231c,1,I include vegetables for health,True,0,0.41513584245492485,0.41513584245492485
fd51071022fe231c,1,I am more mindful about portion sizes,True,0,0.37038488123831237,0.37038488123831237
fd51071022fe231c,1,Some social contacts eat meat daily,True,20,1.0,1.0
fd51071022fe231c,1,Some social contacts focus on health,True,8,0.3631636336145873,0.3631636336145873
5152ad6df864fdab,1,I eat multiple meat products daily,True,19,1.0,1.0
5152ad6df864fdab,1,I want to have healthy muscle mass,True,0,1.0,1.0
5152ad6df864fdab,1,I am on a low-carb diet,True,-1,0.05182555831459927,
5152ad6df864fdab,1,I want to feel full and fueled,True,0,1.0,1.0
5152ad6df864fdab,1,Meat provides me with protein,True,13,1.0,1.0
5152ad6df864fdab,1,I have considered reducing pork consumption,True,18,1.0,1.0
5152ad6df864fdab,1,I have concerns about processed meats,True,3,1.0,1.0
5152ad6df864fdab,1,My social contacts prefer taste and satiety,True,0,1.0,1.0
3adb7e8ae191bee6,1,I eat chicken and fish,True,2,1.0,1.0
3adb7e8ae191bee6,1,I avoid beef,True,4,1.0,1.0
3adb7e8ae191bee6,1,I have cholesterol concerns,True,0,0.14051635740356674,0.14051635740356674
3adb7e8ae191bee6,1,I work in the medical profession,True,8,0.44669934391620575,0.44669934391620575
3adb7e8ae191bee6,1,I hear doctors advise less meat,True,17,1.0,1.0
3adb7e8ae191bee6,1,Meat expense is a concern for me,True,3,0.7701588319130577,0.7701588319130577
3adb7e8ae191bee6,1,My boyfriend eats steak frequently,True,20,1.0,1.0
3adb7e8ae191bee6,1,Holiday traditions involve ham or turkey,True,2,0.2663607877422409,0.2663607877422409
79908652a256d33e,1,I try to reduce red meat,True,15,1.0,1.0
79908652a256d33e,1,I have health concerns about red meat,True,-1,0.10330858792392482,
79908652a256d33e,1,I have environmental concerns about red meat,True,-1,0.10363119629806387,
79908652a256d33e,1,I think red meat uses too many resources,True,-1,0.16087295988339717,
79908652a256d33e,1,I often choose chicken or fish instead,True,2,0.5557895877038292,0.5557895877038292
79908652a256d33e,1,Red meat was expensive growing up,True,-1,0.14154556239597538,
79908652a256d33e,1,My family ate healthy overall,True,0,0.1113492721079273,0.1113492721079273
79908652a256d33e,1,We ate fish every Friday for religious reasons,True,5,1.0,1.0
79908652a256d33e,1,Local meat is too expensive for me,True,-1,0.14832488694392904,
405ae83ad699f77e,1,I eat meat every day,True,19,1.0,1.0
405ae83ad699f77e,1,I enjoy the taste of meat,True,-1,0.003547764858534822,
405ae83ad699f77e,1,Meat is a source of protein for me,True,13,1.0,1.0
405ae83ad699f77e,1,Meat is part of my routine,True,7,1.0,1.0
405ae83ad699f77e,1,My family eats meat regularly,True,20,1.0,1.0
405ae83ad699f77e,1,My friends eat meat regularly,True,20,1.0,1.0
405ae83ad699f77e,1,I can afford to buy meat,True,-1,0.06622042123693046,
f1109e14be29a5d7,1,I have low iron,True,-1,0.057978803002751676,
f1109e14be29a5d7,1,I eat chicken regularly,True,2,0.3752685900208612,0.3752685900208612
f1109e14be29a5d7,1,I value animal welfare,True,9,0.2692325577317064,0.2692325577317064
f1109e14be29a5d7,1,"I avoid beef, pork, and lamb",True,4,1.0,1.0
f1109e14be29a5d7,1,I am frustrated with food labeling,True,3,0.36722261899874986,0.36722261899874986
f1109e14be29a5d7,1,Vegan food is too expensive for me,True,-1,0.14936604831282008,
f1109e14be29a5d7,1,My son is vegetarian,True,6,1.0,1.0
f1109e14be29a5d7,1,Social contacts grew up eating meat,True,-1,0.010198201709464201,
e16f233f154de5f7,1,I eat chicken regularly,True,2,0.3677223652959575,0.3677223652959575
e16f233f154de5f7,1,I eat ground beef once a week,True,5,1.0,1.0
e16f233f154de5f7,1,I eat vegetarian meals several times a week,True,5,1.0,1.0
e16f233f154de5f7,1,I eat meat for extra protein,True,13,1.0,1.0
e16f233f154de5f7,1,I am concerned about animal welfare,True,9,1.0,1.0
e16f233f154de5f7,1,I am concerned about factory farming practices,True,3,0.49857231989799744,0.49857231989799744
e16f233f154de5f7,1,I am concerned about antibiotics in meat,True,3,1.0,1.0
e16f233f154de5f7,1,My daughter mainly eats vegetarian,True,6,0.6047944719376342,0.6047944719376342
e16f233f154de5f7,1,Social contacts avoid beef for animal welfare,True,4,0.11361325792197774,0.11361325792197774
7965eb39cc1b7b97,1,I eat beef every day,True,19,1.0,1.0
7965eb39cc1b7b97,1,I want dietary iron and protein,True,0,0.6224157355192069,0.6224157355192069
7965eb39cc1b7b97,1,Eating meat is a family habit,True,7,1.0,1.0
7965eb39cc1b7b97,1,I was raised to eat meat with meals,True,-1,0.01027533193767576,
7965eb39cc1b7b97,1,I want a balanced diet,True,0,0.26581992337895854,0.26581992337895854
7965eb39cc1b7b97,1,I eat meat in moderation,True,-1,0.09085058973936735,
7965eb39cc1b7b97,1,I reduced meat due to cholesterol concerns,True,18,0.48947759884293934,0.48947759884293934
7965eb39cc1b7b97,1,My partner had high cholesterol levels,True,0,0.1565240877426181,0.1565240877426181
7965eb39cc1b7b97,1,I want to reduce cholesterol,True,17,1.0,1.0
7819704fed235622,1,I am close to being vegetarian,True,6,1.0,1.0
7819704fed235622,1,I eat fish and poultry occasionally,True,2,0.1276058102373184,0.1276058102373184
7819704fed235622,1,I have not eaten red meat in 20 years,True,11,1.0,1.0
7819704fed235622,1,I have health concerns,True,8,1.0,1.0
7819704fed235622,1,I have high blood pressure,True,0,0.16499009126613062,0.16499009126613062
7819704fed235622,1,I have high cholesterol,True,0,0.1583115562575658,0.1583115562575658
7819704fed235622,1,I have had pancreatitis,True,8,1.0,1.0
7819704fed235622,1,I believe in ethical treatment of animals,True,9,0.27415006994572383,0.27415006994572383
7819704fed235622,1,Vegetables are my primary protein source,True,0,0.30225135620180893,0.30225135620180893
c314920d84ff0215,1,I eat meat four times a week,True,5,0.36906824820356315,0.36906824820356315
c314920d84ff0215,1,I enjoy the taste of meat,True,-1,0.003552952794641074,
c314920d84ff0215,1,I choose less expensive meats more often,False,1,0.2589308230577829,0.2589308230577829
c314920d84ff0215,1,I have cultural traditions of eating meat,True,7,1.0,1.0
c314920d84ff0215,1,My family are all meat eaters,True,-1,0.23101134079035943,
c314920d84ff0215,1,My friends are mostly meat eaters,True,-1,0.1724993627953594,
c314920d84ff0215,1,Meat substitutes do not taste like real meat,True,3,1.0,1.0
520db7eff8e356ca,1,I eat meat almost every day,True,19,1.0,1.0
520db7eff8e356ca,1,Eating meat is convenient,True,1,0.46432622975050253,0.46432622975050253
520db7eff8e356ca,1,Meat is familiar to me,True,1,0.22923730358729405,0.22923730358729405
520db7eff8e356ca,1,I enjoy eating meat,True,-1,0.01726521591166835,
520db7eff8e356ca,1,Meat fits my active lifestyle,True,-1,0.11485574446535883,
520db7eff8e356ca,1,Meat is an easy protein source,True,1,1.0,1.0
520db7eff8e356ca,1,News about poor meat production conditions,False,3,0.5162299780355997,0.5162299780355997
520db7eff8e356ca,1,Friends sometimes prefer vegetarian restaurants,False,6,1.0,1.0
aa0f860caa6662ef,1,I eat meat daily,True,19,1.0,1.0
aa0f860caa6662ef,1,I want to meet protein requirements,True,0,1.0,1.0
aa0f860caa6662ef,1,I believe animal protein is necessary,True,0,1.0,1.0
aa0f860caa6662ef,1,I enjoy the taste of meat,True,-1,0.003555903518798416,
aa0f860caa6662ef,1,Everyone I know eats meat,True,22,1.0,1.0
aa0f860caa6662ef,1,I have a sensitivity to beef,True,-1,0.09856558083130798,
aa0f860caa6662ef,1,I try to avoid fried and greasy meats,True,17,1.0,1.0
b06ebcb759ca3ce4,1,I follow a mostly animal-based diet,True,0,0.23558557326232304,0.23558557326232304
b06ebcb759ca3ce4,1,I eat meat-based meals daily,True,19,1.0,1.0
b06ebcb759ca3ce4,1,Improved health motivates my meat-eating,True,1,0.27381227022414906,0.27381227022414906
b06ebcb759ca3ce4,1,I feel medical advice about meat is misleading,True,3,1.0,1.0
b06ebcb759ca3ce4,1,Friends are interested in ketogenic diets,True,0,0.4024807791041899,0.4024807791041899
b06ebcb759ca3ce4,1,My diet influences others to eat more meat,True,-1,0.11300768633930336,
b06ebcb759ca3ce4,1,No one close is as strict with meat diet,True,-1,0.2798191040108482,
b88f86ad894a422f,1,I eat meat,True,14,1.0,1.0
b88f86ad894a422f,1,I try to limit red meat,True,15,0.8219028098007207,0.8219028098007207
b88f86ad894a422f,1,I try to eat healthier,True,0,0.2662846929289206,0.2662846929289206
b88f86ad894a422f,1,"I choose chicken, turkey, or fish",True,2,1.0,1.0
b88f86ad894a422f,1,I want to get enough protein,True,0,1.0,1.0
b88f86ad894a422f,1,I cook most meals at home,True,-1,0.021567940939133085,
b88f86ad894a422f,1,My husband eats what I cook,True,0,0.23958555993238928,0.23958555993238928
04311d2ad745c4c6,1,I eat meat several times a week,True,5,1.0,1.0
04311d2ad745c4c6,1,I prefer turkey or chicken,True,2,1.0,1.0
04311d2ad745c4c6,1,I include meat for nutrients,True,13,0.38842895740470834,0.38842895740470834
04311d2ad745c4c6,1,I am mindful about nutrition now,True,0,0.2561548705151739,0.2561548705151739
04311d2ad745c4c6,1,I try plant-based products,True,0,0.267623280698301,0.267623280698301
04311d2ad745c4c6,1,I feel healthier after plant-based meals,True,0,0.5617955227853452,0.5617955227853452
04311d2ad745c4c6,1,Plant-based foods are filling,True,0,0.24361225476697462,0.24361225476697462
04311d2ad745c4c6,1,I am not influenced by others,True,4,0.1596818727931054,0.1596818727931054
74ee6a013b1d50b3,1,I eat meat with almost every meal,True,10,0.47229532490374154,0.47229532490374154
74ee6a013b1d50b3,1,I like the flavor of meat,True,1,0.13201781674728208,0.13201781674728208
74ee6a013b1d50b3,1,I prefer meat over other foods,True,1,0.06802509511874173,0.06802509511874173
74ee6a013b1d50b3,1,I enjoy having steak and ribs,True,-1,0.0036565633861526583,
