Topic,Count,Name,Representation,Representative_Docs
-1,745,-1_meat_eating_eating meat_taste meat,"['meat', 'eating', 'eating meat', 'taste meat', 'taste', 'enjoy', 'eat meat', 'enjoy taste meat', 'enjoy taste', 'eat']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,465,0_want_protein_want protein_diet,"['want', 'protein', 'want protein', 'diet', 'weight', 'plantbased', 'vegetables', 'healthy', 'meals', 'healthier']","['I want enough protein', 'I want to get enough protein', 'I want to get enough protein']"
1,228,1_meat_easy_believe_meat easy,"['meat', 'easy', 'believe', 'meat easy', 'good', 'prefer', 'protein', 'meat tastes', 'meat feels', 'tastes']","['Meat tastes good', 'Eating meat feels normal to me', 'Eating meat feels normal to me']"
2,224,2_chicken_eat chicken_fish_eat,"['chicken', 'eat chicken', 'fish', 'eat', 'turkey', 'chicken fish', 'chicken eat', 'chicken turkey', 'prefer', 'beef']","['I eat mostly chicken', 'I eat mostly chicken', 'I mostly eat chicken']"
3,214,3_meat_dislike_unhealthy_concerned,"['meat', 'dislike', 'unhealthy', 'concerned', 'environmental', 'concerns', 'eating', 'feel', 'animal', 'meat unhealthy']","['Red meat is unhealthy', 'I believe red meat is unhealthy', 'I believe red meat is unhealthy']"
4,168,4_avoid_avoid eating_pork_eating,"['avoid', 'avoid eating', 'pork', 'eating', 'meat avoid', 'avoid meat', 'red', 'processed', 'red meat', 'meat']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
5,118,5_times_week_week eat_weekly,"['times', 'week', 'week eat', 'weekly', 'meat times', 'eat meat times', 'eat', 'weekly eat', 'times week', 'eat meat']","['I eat meat a few times a week', 'I eat meat four or five times a week', 'I eat meat several times a week']"
6,112,6_vegetarian_vegan_vegetarian meals_meals,"['vegetarian', 'vegan', 'vegetarian meals', 'meals', 'friends', 'years', 'vegetarians', 'vegan vegetarian', 'vegetarian vegetarian', 'vegetarian vegan']","['I am vegetarian', 'I am vegetarian', 'I am a vegetarian']"
7,110,7_family_meat family_tradition_meat,"['family', 'meat family', 'tradition', 'meat', 'family tradition', 'eating meat', 'eating meat family', 'eating', 'family eats', 'cultural']","['Eating meat is a family tradition', 'Eating meat is family tradition', 'Eating meat is a family tradition']"
8,101,8_health_concerned health_health concerns_concerned,"['health', 'concerned health', 'health concerns', 'concerned', 'concerns', 'motivated health', 'motivated', 'heart', 'health concerned', 'concerned health concerned']","['I am concerned about my health', 'I am concerned about health', 'I am concerned about my health']"
9,94,9_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'animal welfare concerned', 'welfare concerned', 'welfare concerned animal', 'concerned', 'animals']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
10,87,10_eat meat_eat_meat meals_eat meat meals,"['eat meat', 'eat', 'meat meals', 'eat meat meals', 'people', 'people know', 'know eat', 'people know eat', 'know', 'know eat meat']","['Most people I know eat meat', 'Most people I know eat meat', 'Most people I know eat meat']"
11,83,11_rarely_incomplete_rarely eat_feel,"['rarely', 'incomplete', 'rarely eat', 'feel', 'incomplete meat', 'eat', 'meals', 'meat rarely', 'meat', 'meat feel']","['I feel a meal is incomplete without meat', 'I feel a meal is incomplete without meat', 'I feel a meal is incomplete without meat']"
12,78,12_concerned_environmental_impact_environmental impact,"['concerned', 'environmental', 'impact', 'environmental impact', 'concerned environmental', 'environment', 'concerned environmental impact', 'impact concerned', 'environmental impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
13,78,13_protein_meat protein_eat meat protein_protein meat,"['protein', 'meat protein', 'eat meat protein', 'protein meat', 'meat', 'eat meat', 'provides', 'meat provides', 'protein eat meat', 'protein eat']","['I eat meat to get protein', 'I eat meat for protein', 'I eat meat for protein']"
14,76,14_meat_crave_eat meat_meat available,"['meat', 'crave', 'eat meat', 'meat available', 'eat', 'crave meat', 'people', 'available', 'people eat', 'meat fills']","['People around me eat meat', 'I eat meat', 'I eat meat']"
