Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,745,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I like the taste of meat,I was raised on a farm,Doctor recommended I eat lean beef
0,465,"want, protein, want protein, diet, weight, plantbased, vegetables, healthy, meals, healthier",I want to be healthier,I am concerned about soy and estrogen,Traditional meals are common in my community,I want to get enough protein,I want enough protein and nutrients
1,228,"meat, easy, believe, meat easy, good, prefer, protein, meat tastes, meat feels, tastes",I believe meat is not bad for you,Eating meat feels normal in my group,Meat is easy to cook,Easy availability of healthy meat alternatives matters,I believe meat is healthy and high protein
2,224,"chicken, eat chicken, fish, eat, turkey, chicken fish, chicken eat, chicken turkey, prefer, beef",I mostly eat chicken,"I prefer beef, pork, and chicken",Chicken and fish agree with me,I prefer to eat chicken,I prepare chicken with an air fryer
3,214,"meat, dislike, unhealthy, concerned, environmental, concerns, eating, feel, animal, meat unhealthy",I dislike the taste of fish,I have acid reflux from some meats,I have digestive problems from eating too much meat,I am sad about animal treatment on large farms,I am concerned about animal cruelty
4,168,"avoid, avoid eating, pork, eating, meat avoid, avoid meat, red, processed, red meat, meat",I avoid fatty meats,I avoid animal antibiotics and hormones,I avoid foods that cause allergies,I avoid too much processed meat,I avoid eating dark meat
5,118,"times, week, week eat, weekly, meat times, eat meat times, eat, weekly eat, times week, eat meat",I incorporate fish weekly,I alternate beef and turkey weekly,I try to limit meat to once daily,I ate only free range for a year,I eat meat at least once a day
6,112,"vegetarian, vegan, vegetarian meals, meals, friends, years, vegetarians, vegan vegetarian, vegetarian vegetarian, vegetarian vegan",I have tried vegetarian diets,I often choose vegetarian options,My husband became vegetarian,I sometimes try vegan or vegetarian meals,I have vegetarian friends
7,110,"family, meat family, tradition, meat, family tradition, eating meat, eating meat family, eating, family eats, cultural",Eating meat is family tradition,I was raised in a hunting culture,My family hunts and fishes,Meat is a cultural staple in my family,Meat is a cultural habit in my country
8,101,"health, concerned health, health concerns, concerned, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,My family has health challenges,I am concerned about my health,I am concerned about health impacts,I had colon cancer
9,94,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, animal welfare concerned, welfare concerned, welfare concerned animal, concerned, animals",I am concerned about animal rights,I am concerned about animal welfare,I thought briefly about animal welfare,Exposure to animal rights documentaries,I worry about animal welfare
10,87,"eat meat, eat, meat meals, eat meat meals, people, people know, know eat, people know eat, know, know eat meat",Most friends eat a lot of meat,I eat meat for most meals,I eat meat with most meals,I eat meat at almost every meal,I eat meat in almost every meal
11,83,"rarely, incomplete, rarely eat, feel, incomplete meat, eat, meals, meat rarely, meat, meat feel",I sometimes eat no meat,My parents rarely ate red meat,I rarely eat pork,I eat small meat portions,I rarely discuss meat-eating habits socially
12,78,"concerned, environmental, impact, environmental impact, concerned environmental, environment, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I am environmentally conscious,I am concerned about the environment,I care about the environment,I am concerned about environmental impact
13,78,"protein, meat protein, eat meat protein, protein meat, meat, eat meat, provides, meat provides, protein eat meat, protein eat",I eat meat for protein and iron,I get protein from meat,I eat meat for nutrients,I eat meat for protein,Meat provides essential amino acids
14,76,"meat, crave, eat meat, meat available, eat, crave meat, people, available, people eat, meat fills",I eat meat when craving it,Meat fuels my body,People around me eat meat,I cook meat when available,I eat meat when I want to
15,70,"red meat, red, limit red, limit red meat, red meat consumption, meat, limit, cut red, cut red meat, cut",Red meat is traditional in my culture,I have cut back on red meat,I am cutting out red meat,I love eating red meat,I enjoy red meat
16,66,"stopped, meat eat, eat, red meat, red, eat red, eat red meat, meat, stopped eating, meat eat red",I eat red meat less frequently,I eat more fish instead of meat,Discussions with family prompt eating less meat,I eat more poultry and less pork,Social contacts choose less fatty meats
17,65,"want, want reduce, reduce, meat want, want avoid, cholesterol, avoid, try, lower, considered eating",I want to avoid weight gain,I want to lower my cholesterol,I want to limit animal suffering,I want to reduce environmental blueprint,I want to reduce cholesterol level
18,63,"consumption, reduce, reduce meat, meat consumption, reducing, reducing meat, meat health, reasons, limit meat, health",I try to limit my meat consumption,I reduce meat consumption if price increases,I reduce beef and pork for health reasons,I focus on reducing meat consumption,I try to limit beef and pork
19,57,"day, day eat, eat meat day, meat day, meat day eat, day eat meat, daily eat, daily, meat daily, meat daily eat",I have meat-free days each week,I eat meat almost every day,I eat protein every day,I eat meat daily,I eat meat every day
20,55,"family, regularly, eats, family eats meat, family eats, meat regularly, eats meat, regularly family, meat regularly family, eat meat regularly",Family meals always include meat,My family eats meat regularly,My friends and family eat meat regularly,My family eats meat with every meal,My mother eats a lot of meat
21,51,"choices, meat choices, influences, meat, important, health, price, choices meat, ethically sourced, sourced meat",Learning about the meat industry influenced me,I consider health when choosing meat,I switch meat types due to cost,I choose meat for quality and health,I am health conscious about meat choice
22,50,"meat meal, meal, eat meat meal, eaten, eaten meat, know eats, know eats meat, know, meat, eats meat",I eat meat at every meal,I was raised eating meat regularly,I have meat with every meal,I always include meat in my meals,I have always eaten meat
