Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,529,OUTLIER,I eat beef sometimes,I avoid processed meats,Doctor recommended I eat lean beef,I do not control grocery shopping or meal planning,Meat consumption is a personal preference
0,243,"chicken, fish, eat chicken, turkey, chicken fish, eat, chicken turkey, eat fish, chicken eat, eat chicken fish",I choose chicken and turkey for health,I still eat fish and chicken,I eat mostly chicken and fish when dining out,I eat chicken and turkey,"I eat chicken, turkey, fish, or beef daily"
1,188,"red, red meat, eat red meat, eat red, cut, meat, eating red, eating red meat, avoid red, avoid red meat",My family finds red meat convenient,I feel better eating less red meat,I rarely eat red meat,My parents avoid red meat,The smell of red meat is off-putting
2,147,"family, family eats, eats, family eats meat, meat family, eats meat, meat family eats, meat, eating meat family, eats meat regularly",My family ate meat in moderation,One family member eats only white meat,My family eats meat regularly,Meat is part of my family's diet,My family all eat meat
3,142,"reducing, reducing meat, consumption, considered, meat consumption, reduce, reduced, reduce meat, meat health, meat",Vegetarian coworker encourages meat reduction,I considered reducing meat after health issues,I seek to reduce meat consumption,I try to reduce meat consumption,I have not considered reducing meat
4,136,"vegetarian, vegan, vegetarian meals, vegetarians, meals, options, vegetarian options, pescatarian, years, friends",I enjoy the challenge of vegetarian cooking,I have tried vegetarian diets,I eat mostly vegetarian dinners,I am a vegetarian,I enjoy vegetarian dishes
5,104,"meals, meal, eat meat meals, meat meals, meat meal, eat meat meal, eat meat, meals eat, incomplete, eat",I eat meat with some meals,I eat one large meal daily,I eat meat for most meals,I occasionally eat meat for lunch,I eat meat with most dinners
6,95,"protein, want protein, want, protein want, protein want protein, want protein want, need, protein diet, need protein, high protein",I want to get enough protein,My boyfriend wants a lot of protein,I want enough protein and nutrients,I want to consume enough protein,I want to hit protein goals
7,88,"protein, protein meat, meat protein, source, eat meat protein, protein source, source protein, high protein, protein eat, meat good",I think meat is a complete protein,Meat is high in protein,Meat is a good source of protein,Meat is a source of protein,White meat is high in protein
8,83,"expensive, prices, meat prices, meat expensive, price, cost, sale, expensive meat, meat, buy",The cost of beef is high,Meat is expensive for me,Meat expense is a concern for me,I think meat prices are too high,Meat prices are expensive
9,81,"contacts, social contacts, social, meat social contacts, meat social, contacts eat, social contacts eat, contacts eat meat, friends, avoid meat",Social contacts like the taste of meat,Social contacts find meat nutritious,Most social contacts eat meat,Social contacts enjoy my well-cooked meat,Social contacts also eat meat out of habit
10,80,"meals, include, include meat, meat easy, convenient, easy, include meat meals, cook, meat convenient, meat",I include meat to complete meals,I include meat in most meals,Meat is convenient for meal prep,I include meat while breastfeeding,Meat is usually the main course
11,79,"animals, animal, eating animals, care, animal rights, rights, care animal, concerned animal, suffering, welfare",I am concerned about animal rights,I am concerned about animal cruelty,I feel guilty eating animals,I am an animal lover,Exposure to animal rights documentaries
12,76,"times, eat meat times, meat times, week, week eat meat, week eat, weekly eat meat, weekly eat, weekly, eat meat",I eat meat four or five times weekly,I eat meat several times a week,I eat meat three to four times weekly,I eat meat three or four times a week,I eat meat 2-4 times a week
13,72,"concerned health, health, concerned, health concerns, health concerned, concerned health concerned, concerns, diabetes, heart, health concerned health",I am concerned about health,I am concerned about my health,I am concerned about chemical additives,I am concerned about health impacts,I am concerned about health effects
14,67,"taste meat, taste, like taste meat, like taste, love taste, love, love taste meat, meat like, meat like taste, meat love",I love the taste of meat,I like the taste of meat,I like how meat tastes,I love the taste of bacon,I prefer the taste of meat
15,64,"eat meat regularly, meat regularly eat, regularly eat meat, regularly eat, meat regularly, regularly, eat meat, eat, meat eat meat, eaten",I eat meat regularly,I eat various meats regularly,I eat meat often,I regularly eat meat,I eat meat
16,58,"friends, community, friends eat, friends eat meat, gatherings, friends enjoy, social gatherings, community friends, social, meat friends",Most friends eat a lot of meat,My friends often eat meat,My social group eats meat regularly,My friends eat similar meats,My friends eat meat regularly
17,58,"grew, grew eating, raised, grew eating meat, raised eating, meat grew, raised eating meat, eating meat, eating meat grew, eating",I grew up eating meat regularly,I grew up eating fresh farm meat,I grew up eating meat,I grew up in a meat-eating family,I learned meat-eating from childhood
