Topic,Count,Name,Representation,Representative_Docs
-1,529,-1_meat_avoid_beef_food,"['meat', 'avoid', 'beef', 'food', 'eating', 'meats', 'eat', 'iron', 'eat beef', 'eating meat']","['I eat beef sometimes', 'I avoid processed meats', 'I avoid processed meats']"
0,243,0_chicken_fish_eat chicken_turkey,"['chicken', 'fish', 'eat chicken', 'turkey', 'chicken fish', 'eat', 'chicken turkey', 'eat fish', 'chicken eat', 'eat chicken fish']","['I eat chicken and fish', 'I eat chicken and fish', 'I eat chicken and fish']"
1,188,1_red_red meat_eat red meat_eat red,"['red', 'red meat', 'eat red meat', 'eat red', 'cut', 'meat', 'eating red', 'eating red meat', 'avoid red', 'avoid red meat']","['I eat less red meat', 'I eat less red meat', 'I eat less red meat now']"
2,147,2_family_family eats_eats_family eats meat,"['family', 'family eats', 'eats', 'family eats meat', 'meat family', 'eats meat', 'meat family eats', 'meat', 'eating meat family', 'eats meat regularly']","['Everyone in my family eats meat', 'My family eats more meat', 'My family eats meat']"
3,142,3_reducing_reducing meat_consumption_considered,"['reducing', 'reducing meat', 'consumption', 'considered', 'meat consumption', 'reduce', 'reduced', 'reduce meat', 'meat health', 'meat']","['I have not considered reducing meat', 'I am reducing meat consumption', 'I have not considered reducing meat consumption']"
4,136,4_vegetarian_vegan_vegetarian meals_vegetarians,"['vegetarian', 'vegan', 'vegetarian meals', 'vegetarians', 'meals', 'options', 'vegetarian options', 'pescatarian', 'years', 'friends']","['I am a vegetarian', 'I am a vegetarian', 'I am vegetarian']"
5,104,5_meals_meal_eat meat meals_meat meals,"['meals', 'meal', 'eat meat meals', 'meat meals', 'meat meal', 'eat meat meal', 'eat meat', 'meals eat', 'incomplete', 'eat']","['I eat meat with most meals', 'I eat meat in most meals', 'I eat meat at most meals']"
6,95,6_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'protein want protein', 'want protein want', 'need', 'protein diet', 'need protein', 'high protein']","['I want to get enough protein', 'I want more protein', 'I want to get enough protein']"
7,88,7_protein_protein meat_meat protein_source,"['protein', 'protein meat', 'meat protein', 'source', 'eat meat protein', 'protein source', 'source protein', 'high protein', 'protein eat', 'meat good']","['Meat is my go-to protein', 'I get most of my protein from meat', 'I get protein from meat']"
8,83,8_expensive_prices_meat prices_meat expensive,"['expensive', 'prices', 'meat prices', 'meat expensive', 'price', 'cost', 'sale', 'expensive meat', 'meat', 'buy']","['Meat is very expensive', 'Meat is expensive for me', 'Meat is expensive']"
9,81,9_contacts_social contacts_social_meat social contacts,"['contacts', 'social contacts', 'social', 'meat social contacts', 'meat social', 'contacts eat', 'social contacts eat', 'contacts eat meat', 'friends', 'avoid meat']","['Social contacts eat meat regularly', 'My social contacts eat meat regularly', 'Most social contacts eat meat']"
10,80,10_meals_include_include meat_meat easy,"['meals', 'include', 'include meat', 'meat easy', 'convenient', 'easy', 'include meat meals', 'cook', 'meat convenient', 'meat']","['I include meat in most meals', 'I include meat in most meals', 'I always include meat in my meals']"
11,79,11_animals_animal_eating animals_care,"['animals', 'animal', 'eating animals', 'care', 'animal rights', 'rights', 'care animal', 'concerned animal', 'suffering', 'welfare']","['I care about animal welfare', 'I care about animal welfare', 'I care about animal welfare']"
12,76,12_times_eat meat times_meat times_week,"['times', 'eat meat times', 'meat times', 'week', 'week eat meat', 'week eat', 'weekly eat meat', 'weekly eat', 'weekly', 'eat meat']","['I eat meat a few times a week', 'I eat meat several times a week', 'I eat meat a few times a week']"
13,72,13_concerned health_health_concerned_health concerns,"['concerned health', 'health', 'concerned', 'health concerns', 'health concerned', 'concerned health concerned', 'concerns', 'diabetes', 'heart', 'health concerned health']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about my health']"
14,67,14_taste meat_taste_like taste meat_like taste,"['taste meat', 'taste', 'like taste meat', 'like taste', 'love taste', 'love', 'love taste meat', 'meat like', 'meat like taste', 'meat love']","['I love the taste of meat', 'I love the taste of meat', 'I love the taste of meat']"
15,64,15_eat meat regularly_meat regularly eat_regularly eat meat_regularly eat,"['eat meat regularly', 'meat regularly eat', 'regularly eat meat', 'regularly eat', 'meat regularly', 'regularly', 'eat meat', 'eat', 'meat eat meat', 'eaten']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
16,58,16_friends_community_friends eat_friends eat meat,"['friends', 'community', 'friends eat', 'friends eat meat', 'gatherings', 'friends enjoy', 'social gatherings', 'community friends', 'social', 'meat friends']","['My friends eat meat', 'My friends often eat meat', 'All my friends eat meat']"
17,58,17_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'raised eating', 'meat grew', 'raised eating meat', 'eating meat', 'eating meat grew', 'eating']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
18,51,18_people_meat people_know_people eat,"['people', 'meat people', 'know', 'people eat', 'people eat meat', 'eat meat people', 'people know', 'meat people eat', 'people know eat', 'know eat']","['Most people I know eat meat', 'Most people I know eat meat regularly', 'Most people I know eat meat regularly']"
19,47,19_welfare_animal welfare_concerned animal welfare_concerned animal,"['welfare', 'animal welfare', 'concerned animal welfare', 'concerned animal', 'animal', 'animal welfare concerned', 'welfare concerned animal', 'welfare concerned', 'concerned', 'welfare concerns']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
20,45,20_health_concerns_health concerns_meat concerned,"['health', 'concerns', 'health concerns', 'meat concerned', 'concerned', 'meat health concerns', 'meat health', 'health concerns meat', 'concerns processed', 'fake']","['I have health concerns about meat', 'I have health concerns about meat', 'I have no health concerns about meat']"
21,45,21_feel_feel better_energy_better,"['feel', 'feel better', 'energy', 'better', 'energized', 'feel energized', 'meat gives', 'gives', 'helps', 'meat helps']","['Eating meat makes me feel better', 'I feel better eating less meat', 'I feel better eating less meat']"
22,45,22_vegetables_eat vegetables_vegetable_fruits,"['vegetables', 'eat vegetables', 'vegetable', 'fruits', 'vegetables enjoy', 'vegetable dishes', 'salads', 'vegetables like', 'fruits vegetables', 'vegetables eat']","['I try to eat more vegetables', 'I enjoy few vegetables', 'I eat more vegetables now']"
23,44,23_habit_meat habit_habit eating meat_habit eating,"['habit', 'meat habit', 'habit eating meat', 'habit eating', 'eating meat habit', 'eating meat', 'meat feels', 'feels', 'eating meat feels', 'meat habit eating']","['Eating meat is a habit', 'Eating meat is a habit', 'Eating meat is mostly out of habit']"
24,44,24_meat daily_eat meat daily_daily_meat daily eat,"['meat daily', 'eat meat daily', 'daily', 'meat daily eat', 'daily eat', 'daily eat meat', 'eat meat', 'meat day eat', 'eat meat day', 'meat day']","['I eat meat almost daily', 'I eat meat daily', 'I eat meat daily']"
25,43,25_enjoy eating meat_enjoy eating_meat enjoy eating_eating meat enjoy,"['enjoy eating meat', 'enjoy eating', 'meat enjoy eating', 'eating meat enjoy', 'enjoy', 'meat enjoy', 'eating meat', 'eating', 'meat', 'enjoy meat']","['I enjoy eating meat', 'I enjoy eating meat', 'I enjoy eating meat']"
26,42,26_ethical_grassfed_ethically_farming,"['ethical', 'grassfed', 'ethically', 'farming', 'grassfed meat', 'organic', 'ethically sourced meat', 'sourced meat', 'sourced', 'ethically sourced']","['I seek ethically sourced meat', 'I try to buy ethically sourced meat', 'Ethically-sourced meat is often too expensive']"
27,41,27_enjoy taste meat_meat enjoy taste_enjoy taste_taste meat enjoy,"['enjoy taste meat', 'meat enjoy taste', 'enjoy taste', 'taste meat enjoy', 'meat enjoy', 'taste meat', 'taste', 'enjoy', 'meat', 'know enjoy taste']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
28,41,28_environment_concerned environment_environment concerned_environment concerned environment,"['environment', 'concerned environment', 'environment concerned', 'environment concerned environment', 'care', 'care environment', 'concerned', 'environmental', 'concerned environment concerned', 'care environment concerned']","['I am concerned about the environment', 'I am concerned about the environment', 'I am concerned about the environment']"
29,40,29_friends_friends family_friends family eat_family friends,"['friends', 'friends family', 'friends family eat', 'family friends', 'family friends eat', 'family eat', 'family eat meat', 'family', 'friends eat', 'friends eat meat']","['All my friends and family eat meat regularly', 'Friends and family eat meat regularly', 'My friends and family eat meat regularly']"
