Topic,Count,Name,Representation,Representative_Docs
-1,623,-1_meat_eat_eat meat_eating,"['meat', 'eat', 'eat meat', 'eating', 'day', 'eating meat', 'meat eat', 'love', 'taste meat', 'eat meat day']","['I eat meat almost every day', 'I eat meat every day', 'I eat meat almost every day']"
0,467,0_want_protein_want protein_weight,"['want', 'protein', 'want protein', 'weight', 'diet', 'plantbased', 'vegetables', 'healthy', 'healthier', 'meals']","['I want to get enough protein', 'I want to get enough protein', 'I want enough protein']"
1,219,1_easy_meat_meat easy_good,"['easy', 'meat', 'meat easy', 'good', 'prefer', 'believe', 'protein', 'meat tastes', 'meat feels', 'tastes']","['Meat tastes good', 'Eating meat feels normal to me', 'Eating meat feels normal to me']"
2,215,2_chicken_eat chicken_fish_turkey,"['chicken', 'eat chicken', 'fish', 'turkey', 'chicken fish', 'eat', 'beef', 'chicken turkey', 'prefer', 'eat chicken fish']","['I eat chicken most often', 'I mostly eat chicken', 'I mostly eat chicken']"
3,112,3_family_meat family_tradition_eating meat family,"['family', 'meat family', 'tradition', 'eating meat family', 'family tradition', 'meat', 'meat family tradition', 'cultural', 'family eats', 'eating meat']","['Eating meat is a family tradition', 'Eating meat is a family tradition', 'Eating meat is a family tradition']"
4,110,4_vegetarian_vegan_vegetarian meals_years,"['vegetarian', 'vegan', 'vegetarian meals', 'years', 'meals', 'vegetarians', 'friends', 'vegetarian vegetarian', 'vegan vegetarian', 'vegetarian vegan']","['I am a vegetarian', 'I became vegetarian', 'I am vegetarian']"
5,108,5_meat_eat meat_crave_meat available,"['meat', 'eat meat', 'crave', 'meat available', 'crave meat', 'eat', 'available', 'people', 'people eat', 'eat meat available']","['I eat whatever meat is available', 'I eat meat', 'I eat meat']"
6,100,6_health_concerned health_health concerns_concerned,"['health', 'concerned health', 'health concerns', 'concerned', 'concerns', 'motivated health', 'motivated', 'heart', 'health concerned', 'concerned health concerned']","['I am concerned about health', 'I am concerned about my health', 'I am concerned about my health']"
7,83,7_red meat_red_limit red_limit red meat,"['red meat', 'red', 'limit red', 'limit red meat', 'stopped', 'red meat consumption', 'cut red', 'stopped eating', 'cut red meat', 'limit']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
8,82,8_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'concerned environmental', 'environment', 'concerned environmental impact', 'environmental impact concerned', 'impact concerned', 'concerned environment']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
