Topic,Count,Name,Representation,Representative_Docs
-1,589,-1_meat_taste_taste meat_eat meat,"['meat', 'taste', 'taste meat', 'eat meat', 'eat', 'eating', 'enjoy taste meat', 'enjoy taste', 'eating meat', 'enjoy']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,362,0_avoid_meat_eating_red,"['avoid', 'meat', 'eating', 'red', 'red meat', 'feel', 'pork', 'avoid eating', 'meat avoid', 'meats']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
1,339,1_eat_eat meat_meat_times,"['eat', 'eat meat', 'meat', 'times', 'week', 'meat eat', 'enjoy', 'meat times', 'enjoy eating', 'meat eat meat']","['I eat mostly meat', 'I mostly eat meat', 'I eat meat']"
2,283,2_meat_buy_believe_believe meat,"['meat', 'buy', 'believe', 'believe meat', 'easy', 'protein', 'meat easy', 'eating meat', 'meat feels', 'eating']","['Eating meat feels normal to me', 'Eating meat feels normal to me', 'I believe meat is healthy']"
3,270,3_social_friends_contacts_social contacts,"['social', 'friends', 'contacts', 'social contacts', 'meat', 'people', 'eat meat', 'eat', 'meat social', 'friends eat']","['Some social contacts eat meat for protein', 'Social contacts eat meat regularly', 'Most social contacts eat meat']"
4,255,4_meat_consumption_red meat_red,"['meat', 'consumption', 'red meat', 'red', 'meat consumption', 'eating', 'limit', 'eating meat', 'cut', 'try']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
5,225,5_family_eats_family eats_meat family,"['family', 'eats', 'family eats', 'meat family', 'eats meat', 'family eats meat', 'meat', 'meat family eats', 'parents', 'mom']","['All my family eats meat', 'My family eats meat', 'My family eats meat with me']"
6,216,6_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'turkey', 'chicken fish', 'chicken turkey', 'prefer', 'eat fish', 'chicken eat']","['I mostly eat chicken', 'I mostly eat chicken', 'I eat chicken most often']"
7,173,7_protein_want_want protein_meat protein,"['protein', 'want', 'want protein', 'meat protein', 'iron', 'protein want', 'eat meat protein', 'protein eat', 'need', 'protein meat']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
8,166,8_want_motivated_diet_healthy,"['want', 'motivated', 'diet', 'healthy', 'health', 'healthier', 'motivated health', 'want healthier', 'balanced', 'food']","['I am motivated by health concerns', 'I am motivated by health concerns', 'I am motivated by health concerns']"
9,123,9_meals_plantbased_vegetables_vegetarian,"['meals', 'plantbased', 'vegetables', 'vegetarian', 'vegetarian meals', 'plantbased meals', 'meatless', 'balance', 'balance meat', 'eat']","['I like vegetarian meals', 'I sometimes have vegetarian meals', 'I eat more vegetables now']"
10,115,10_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'animal welfare concerned', 'welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
11,93,11_expensive_meat expensive_prices_cost,"['expensive', 'meat expensive', 'prices', 'cost', 'meat prices', 'expensive meat', 'choices', 'meat', 'price', 'limited']","['Meat is expensive', 'Meat is too expensive', 'Meat can be expensive for me']"
12,88,12_health_concerned_concerned health_concerns,"['health', 'concerned', 'concerned health', 'concerns', 'concerned health concerned', 'health concerned', 'health concerns', 'cholesterol', 'health concerned health', 'heart']","['I am concerned about health', 'I am concerned about health', 'I am concerned about my health']"
13,82,13_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'concerned environmental', 'concerned environmental impact', 'environment', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
14,79,14_wife_husband_partner_prefers,"['wife', 'husband', 'partner', 'prefers', 'boyfriend', 'eats', 'meat husband', 'meat wife', 'eating', 'meat']","['My husband prefers eating meat', 'My wife prefers red meat', 'My wife eats the same as I do']"
