key,wave,stance,canvas,topic,topic_conf,assigned_prob
3d1ddc23b606b8c8,1,I eat meat at least once a day,True,8,1.0,1.0
3d1ddc23b606b8c8,1,I grew up eating meat at meals,True,-1,0.09332689183989448,
3d1ddc23b606b8c8,1,My parents served meat with dinner,True,1,0.5012380483321881,0.5012380483321881
3d1ddc23b606b8c8,1,My family eats meat as main portion,True,1,1.0,1.0
3d1ddc23b606b8c8,1,Meat-eating is a family tradition,True,1,0.11970977262546101,0.11970977262546101
3d1ddc23b606b8c8,1,I feel guilty about eating animals,True,7,1.0,1.0
3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,True,7,1.0,1.0
242bdf6bc5bb0b94,1,I eat meat at least once daily,True,8,1.0,1.0
242bdf6bc5bb0b94,1,I like the taste of meat,True,-1,0.014586035148277733,
242bdf6bc5bb0b94,1,I have no moral issues eating meat,True,0,0.5042700439897685,0.5042700439897685
242bdf6bc5bb0b94,1,I was raised on a farm,True,-1,0.10077399169124074,
242bdf6bc5bb0b94,1,Eating meat is a family tradition,True,1,0.11811069274967047,0.11811069274967047
242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,True,0,1.0,1.0
242bdf6bc5bb0b94,1,I am chronically anemic,True,3,0.4358710444390465,0.4358710444390465
242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,True,1,1.0,1.0
242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,True,0,1.0,1.0
242bdf6bc5bb0b94,1,I believe too much meat can harm health,True,0,1.0,1.0
c0ac91fae56c6ec3,1,I eat meat every day,True,-1,0.008760413098874435,
c0ac91fae56c6ec3,1,I like the taste of meat,True,-1,0.014573896407890141,
c0ac91fae56c6ec3,1,I choose chicken and turkey for health,True,2,1.0,1.0
c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,True,2,1.0,1.0
c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,True,0,1.0,1.0
c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,True,2,1.0,1.0
c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,True,0,1.0,1.0
c0ac91fae56c6ec3,1,Those around me eat meat regularly,True,-1,0.014103486850172743,
c0ac91fae56c6ec3,1,Social contacts like the taste of meat,True,1,0.058697161352484005,0.05375775059060722
8f96fa223f234180,1,I eat meat whenever I choose to,True,-1,0.19000877412453177,
