Topic,Count,Name,Representation,Representative_Docs
-1,670,-1_meat_eat_eat meat_enjoy,"['meat', 'eat', 'eat meat', 'enjoy', 'taste meat', 'taste', 'eating', 'eating meat', 'enjoy taste meat', 'enjoy taste']","['I eat mostly meat', 'I eat meat', 'I eat meat']"
0,1065,0_meat_eat_meals_eat meat,"['meat', 'eat', 'meals', 'eat meat', 'eating', 'beef', 'eating meat', 'meats', 'health', 'feel']","['I often do not eat any meat', 'I eat less meat than before', 'I do not eat meat']"
1,450,1_family_meat_friends_social,"['family', 'meat', 'friends', 'social', 'contacts', 'eating', 'social contacts', 'eats', 'eating meat', 'meat family']","['My family eats meat', 'My family eats meat with me', 'My family eats meat']"
2,277,2_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'pork', 'turkey', 'chicken fish', 'beef', 'eat fish', 'chicken turkey']","['I eat chicken and fish', 'I eat mostly chicken and fish', 'I eat more chicken and fish now']"
3,269,3_want_health_weight_concerned,"['want', 'health', 'weight', 'concerned', 'cholesterol', 'motivated', 'concerned health', 'concerns', 'diet', 'health concerns']","['I am concerned about health', 'I am concerned about my health', 'I am concerned about my health']"
4,197,4_red_red meat_meat_eat red meat,"['red', 'red meat', 'meat', 'eat red meat', 'eat red', 'cut', 'eating red', 'eating red meat', 'avoid', 'avoid red']","['I eat less red meat', 'I eat less red meat now', 'I eat less red meat']"
5,186,5_protein_want_want protein_meat protein,"['protein', 'want', 'want protein', 'meat protein', 'protein meat', 'protein want', 'source', 'high protein', 'meat', 'high']","['I want enough protein', 'I want to get enough protein', 'I want to get enough protein']"
6,135,6_vegetarian_vegan_vegetarian meals_meals,"['vegetarian', 'vegan', 'vegetarian meals', 'meals', 'vegetarians', 'friends', 'options', 'pescatarian', 'vegetarian options', 'years']","['I am vegetarian', 'I am a vegetarian', 'I became vegetarian']"
7,129,7_animal_animal welfare_welfare_concerned animal,"['animal', 'animal welfare', 'welfare', 'concerned animal', 'animals', 'concerned animal welfare', 'concerned', 'welfare concerned', 'animal welfare concerned', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
8,80,8_eat meat_times_eat meat times_meat times,"['eat meat', 'times', 'eat meat times', 'meat times', 'eat', 'week', 'week eat meat', 'week eat', 'days', 'weekly eat']","['I eat meat a few times a week', 'I eat meat four or five times a week', 'I eat meat several times a week']"
