Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,493,OUTLIER,I like the taste of meat,Doctor recommended I eat lean beef,I eat lean beef to reduce fat,I do not control grocery shopping or meal planning,I eat a lot of chicken
0,225,"chicken, fish, eat chicken, turkey, chicken fish, eat, eat fish, chicken turkey, eat chicken fish, chicken eat",I mostly eat chicken,Chicken and fish agree with me,I eat chicken and fish,Chicken is more sustainable and healthier,Chicken does not get stuck in my teeth
1,197,"red, red meat, eat red, eat red meat, eating red, meat, cut, eating red meat, avoid red meat, avoid red",I used to like eating red meat,I crave red meat occasionally,I have health concerns about red meat,Red meat is bad for health,I dislike the smell and sight of red meat
2,186,"protein, want protein, want, protein want, source, protein meat, meat protein, high protein, high, need",I believe meat provides necessary protein,Meat is high in protein,I want foods high in protein,Meat is a good protein source,I want enough protein
3,185,"family, family eats, meat family, eats, family eats meat, eats meat, meat family eats, eat meat family, meat, regularly family",My family eats meat most nights,My family members eat meat frequently,My family eats meat regularly,My family eats various meats,Most of my family eat meat
4,135,"vegetarian, vegan, vegetarian meals, vegetarians, meals, options, vegetarian options, pescatarian, years, friends",I sometimes have vegetarian meals,I prepare vegan meals for social occasions,I am a vegetarian,I enjoy vegetarian dishes,I eat more vegetarian dishes than before
5,117,"meals, meals meat, include, incomplete, include meat, meat tastes, tastes, meat easy, convenient, incomplete meat",I feel a meal is incomplete without meat,I include meat while breastfeeding,Meat is usually the main course,I always include meat in my meals,Meatless meals occur when busy or saving time
6,102,"reducing, reducing meat, consumption, considered, reduce meat, reduce, meat consumption, reduced, considered reducing, considered reducing meat",Vegetarian coworker encourages meat reduction,I remove meat pieces from food,I am open to reducing meat consumption,I want to eat less meat,People I know reduce meat for health reasons
7,87,"animals, animal, eating animals, welfare, animal welfare, care, animal rights, rights, care animal, concerned animal",I am concerned about animal rights,I have a principle about animal killing,I am concerned about animal cruelty,I am concerned about harming animals,I want to limit animal suffering
8,84,"contacts, social contacts, social, meat social contacts, meat social, contacts eat, contacts eat meat, social contacts eat, friends, avoid meat",Social contacts like the taste of meat,Social contacts grew up eating meat,Most social contacts eat all types of meat,Social contacts vary in meat consumption habits,Social contacts see meat as strength
9,78,"times, eat meat times, meat times, week eat meat, week, weekly eat meat, week eat, days, weekly eat, eat meat",I eat meat at least once a day,I eat meat four or five times weekly,I eat meat three or four times a week,I eat meat four times a week,I eat meat at least twice a day
10,69,"eat meat day, meat day, day, meat day eat, day eat, meat daily, day eat meat, eat meat daily, daily, eat meat",I eat meat almost every day,I eat meat almost daily,I eat meat daily,I eat some kind of meat daily,I eat a lot of meat daily
11,67,"crave, steak, meat crave, crave meat, husband, different kinds meat, meat crave meat, different kinds, different, eat steak",I eat whatever I am craving,I crave meat occasionally,I crave the taste of meat,Taste motivates me to eat meat,I have a deep desire for meat
12,62,"expensive, prices, meat prices, meat expensive, expensive meat, high meat, high, meat expensive meat, high meat prices, rising",Chicken and pork are less expensive than beef,Meat is expensive for me,Cost of meat is expensive,Meat is expensive at every meal,Meat is sometimes expensive
13,61,"meat regularly eat, regularly eat, regularly eat meat, eat meat regularly, meat regularly, regularly, eat meat, meat eat meat, meat eat, eat",I eat meat regularly,I eat various meats regularly,I mostly eat meat,I keep kosher and eat kosher meat,I eat meat often
14,56,"people, meat people, know, people eat, people eat meat, people know, people know eat, know eat, know eat meat, eat meat people",People I live with eat meat,Everyone around me eats meat regularly,People around me eat meat,People around me eat meat regularly,People around me like the taste of meat
15,54,"grew, grew eating, raised, grew eating meat, raised eating, raised eating meat, meat grew, eating meat, eating, eating meat grew",I grew up eating meat regularly,I grew up eating meat,I grew up eating meat-centered meals,I grew up eating a lot of meat,I switched to eating meat as an adult
16,52,"eat meat meals, meal eat, meat meal eat, meal eat meat, meat meals eat, meat meal, meals eat, eat meat meal, meat meals, meals eat meat",I eat meat at every meal,I eat meat during dinner meals,I eat meat mainly at dinner,I eat meat at most meals,I eat meat for lunch and dinner
17,52,"habit, meat habit, meat feels, feels, eating meat habit, eating meat, eating meat feels, habit eating meat, habit eating, eating",Eating meat prevents animal food waste,Eating meat is a habit for me,Eating meat is a long-standing habit,Eating meat is a traditional habit for me,I eat meat out of habit
18,45,"environmental, impact, environmental impact, concerned environmental, impact concerned, concerned environmental impact, environmental impact concerned, concerned, climate, climate change",I am concerned about environmental impact,I hear about environmental impact in the news,I am concerned about environmental impacts,I want a smaller environmental footprint,I am curious about environmental impact
19,44,"believe meat, believe, meat healthy, nutritious, healthy, meat nutritious, essential, think, unhealthy, health believe meat",I believe nutrients can come from non-meat sources,I think food origin is important,I believe meat is healthy,I believe meat is good for you,I believe meat provides essential nutrients
20,43,"environment, concerned environment, environment concerned, environment concerned environment, care, care environment, concerned, environmental, care environment concerned, concerned environment concerned",I care about sustainability,I am concerned about sustainability,My wife is environmentally conscious,I am environmentally conscious,I care about the environment
21,43,"vegetables, eat vegetables, vegetable, vegetables enjoy, beans, salads, vegetables eat, vegetable dishes, fruits, fruits vegetables",One friend eats more fruits and vegetables,I plan to eat more vegetables,I eat a lot of vegetables,I like vegetables,My boyfriend prefers more vegetables
22,43,"beef, eat beef, venison, beef eat, beef eat beef, week eat beef, avoid beef, avoid, eat beef times, freezer",I try to avoid beef,I avoid buying beef at grocery stores,I eat beef occasionally,I avoid eating beef,I do not desire beef as much
23,42,"ethical, grassfed, farming, ethically, grassfed meat, ethically sourced meat, ethically sourced, sourced meat, sourced, organic",I have no moral issues eating meat,I try to eat ethically sourced meat,I avoid stories about animal welfare in meat,I prefer animal welfare-friendly meat,I try to buy ethically sourced meat
24,42,"avoid fatty, avoid, fatty, meat home, greasy, meat consumption, consumption, home, meat home consider, fatty meat",I often do not eat any meat,I aim to not waste meat as respect,I generally don't eat meat,I have no interest in eating meat,I rarely eat meat
25,41,"pork, avoid pork, pork avoid, avoid, eat pork, pork avoid eating, avoid eating, pork avoid pork, beef pork, eating pork",I believe pork is unclean,I avoid pork,I believe pork is unhealthy,Pork does not agree with my stomach,Some family members avoid pork
26,41,"enjoy taste meat, meat enjoy taste, enjoy taste, taste meat enjoy, meat enjoy, taste meat, taste, enjoy, meat, know enjoy taste",I enjoy the taste of meat,People I know enjoy the taste of meat,,,
27,40,"concerned animal welfare, welfare, animal welfare, concerned animal, welfare concerned animal, animal welfare concerned, welfare concerned, animal, concerned, farms concerned animal",I am concerned about animal welfare,I am aware of animal welfare concerns,My family is concerned about animal welfare,I thought briefly about animal welfare,I have concerns about animal welfare
28,40,"motivated, motivated health, limitations, financial limitations, financial, motivated health concerns, health, health concerns motivated, concerns motivated, health concerns",I am motivated by health concerns,I am motivated by cost considerations,My family is motivated by health and age,I have health motivations,I want to save money
29,39,"cholesterol, cholesterol want, concerned cholesterol, want reduce, blood, reduce cholesterol, lower, reduce, want, cholesterol concerned cholesterol",I want to reduce inflammation,I am concerned about cholesterol,My child is anemic,I have high blood pressure,I want to reduce cholesterol level
30,37,"concerned health, health concerned, concerned health concerned, concerned, health concerned health, health, heart, heart disease, disease, family concerned",I am concerned about health,I am concerned about my health,I am concerned about cancer,I am concerned about stroke,I am concerned about health effects
31,37,"tradition, family tradition, cultural, meat family tradition, eating meat family, culture, family, traditions, meat cultural, meat family",Eating meat is family tradition,Meat is central in my family culture,Meat eating is a tradition in my community,Exposure to different cultures might increase meat eating,Eating meat is cultural in my family
32,37,"meat enjoy eating, enjoy eating meat, eating meat enjoy, enjoy eating, meat enjoy, enjoy, eating meat, eating, meat, enjoy meat",I enjoy eating meat,I enjoy meat,I enjoy the fat and gristle in meat,I enjoy hunting and eating wild meat,I enjoy eating meat regularly
33,36,"digestive, digestion, issues, digestive issues, stomach, issues digestive, acid, acid reflux, digestive problems, lowcarb diet",Pork and beef upset my stomach,I have difficulty eating properly,I have trouble eating carbohydrates,I have acid reflux from some meats,I have stomach issues
34,34,"feel, feel better, meat feel, better, energized, feel energized, meat helps, helps, feel energized eating, helps feel",Meat keeps me feeling full longer,I feel energized after eating a burger,I feel better eating less meat,I feel fatigued without meat,I feel better when I eat more meat
35,33,"health, health concerns, concerns, meat health concerns, meat health, meat concerned, health concerns meat, risks, health risks, eating meat health",I have health concerns about meat,I am concerned about meat fat content,I feel medical advice about meat is misleading,Doctor warning would make me stop meat,I am aware of health problems from meat
36,33,"processed, processed meats, avoid processed, meats, meats avoid, avoid, processed meats avoid, avoid processed meats, processed meat, highly processed",I avoid processed meats,I really like processed meats,I avoid highly processed meats,I avoid deli meats,I avoid highly processed deli meats
37,32,"diet, balanced, balanced diet, diet want, want, want balanced, variety, eat healthier, healthier, want eat",I want a healthier diet,I want to eat healthy food,"I want a balanced, healthy diet",I want variety in my diet,I want a balanced diet
38,31,"mom, wife, meat wife, meat health, partner, meat health reasons, eats, health reasons, reduced meat, reasons",My partner has dietary restrictions,My mom eats less meat now,Wife reduces meat in solidarity with me,My mom eats less meat for health reasons,My sister shares my low-meat motivation
39,30,"health concerns, concerns, diabetes, health, concerns health, health concerns health, concerns health concerns, concerns colon, concerns colon cancer, colon",I have health concerns,I have experienced serious health issues,I work in the medical profession,I have had pancreatitis,I want to prevent health issues
40,29,"substitutes, alternatives, meat alternatives, meat substitutes, tofu, use, use meat, dislike, tofu use, eat tofu",Alternative meat choices are not the norm,Good meat alternatives are limited,I have tried plant-based meat alternatives,I buy tofu as meat substitute,Meat substitutes do not taste like real meat
41,29,"weight, weight want, lose, lose weight, lose weight want, want, want lose, want lose weight, trying lose, trying lose weight",I want to avoid weight gain,I want to manage my weight,I want to lose or maintain weight,I want to maintain a healthy weight,I want to gain weight
42,29,"love, love eating, meat love, love eating meat, meat love eating, like, favorite, meat like, like eating meat, like eating",I like eating meat,I love eating filet mignon,I like to eat meat,Meat is my favorite food,I love to eat meat
43,29,"plantbased, plantbased meals, plantbased foods, eat plantbased, foods, eat plantbased foods, try plantbased, include plantbased, meals, include plantbased meals",I believe plant-based is healthier,I want to try more plant-based recipes,I feel healthier after plant-based meals,I eat a purely plant-based diet,Social contacts prefer plant-based meals
44,29,"want, healthier want, healthy, want healthier, want healthy, healthier, want healthier want, healthy want, stay healthy, health want",I want to stay healthy,I want to be healthy and live long,I want to improve my health,I want a healthier future for myself,I want to be healthier
45,28,"environmental, impact, environmental impact, environmental impact meat, impact meat, environmental concerns, consider environmental, aware, sustainability, concerns",Environmental concerns about beef production,I am concerned about sustainability of meat,Environmental concerns about eating meat,I am aware of environmental issues from meat,I am aware of beef’s carbon footprint
46,28,"cook, home, home cook, cook meat, home cook meat, meat home, home prepare, cook meat home, prepare, cooking",I cook for my son,I focus on what's available at home,I prepare meat for my husband and son,Cooking less due to physical disability,I cook meat by baking or grilling
47,26,"convenience, choose, food, convenience influences, meals, choices, food choices, meat convenience, choose meals, choices choose",We choose meals that sound good,Convenience influences what I eat,I choose food that fits my budget,I choose food that is easy to prepare,Convenience influences my meal choices
48,26,"choices, meat choices, cost, influences, availability, consider cost, choices meat, choosing, consider, price",I include meat by personal choice,I consider cost when choosing food,Buffet availability increases meat variety,Meat choice depends on price,Financial cost affects meat choices
