Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,735,OUTLIER,I often do not eat any meat,I eat mostly meat,I eat meat often,My family eats meat as main portion,Doctor recommended I eat lean beef
0,199,"chicken, eat chicken, fish, turkey, chicken fish, chicken turkey, eat, chicken eat, prefer, eat chicken fish",I mostly eat chicken,I mostly eat chicken or turkey,My significant other mostly eats chicken,My mother prepares chicken for me at gatherings,"I eat chicken, beef, and pork"
1,182,"easy, good, meat easy, believe, meat, meat tastes, meat feels, tastes, meat good, convenient",Meat tastes great with meals,I believe beef is nutritious,Meat is easy to cook,I view eating meat as natural,Meat tastes great to me
2,125,"diet, food, meals, habits, vegetables, eat healthier, balanced, eating habits, balanced diet, healthier",I am very conscious about my diet,I value knowing what's in my food,I prefer convenient food options,"We focus on a varied, balanced diet",I want to eat healthier meals
3,106,"vegetarian, vegan, vegetarian meals, years, vegetarians, friends, meals, vegan vegetarian, vegetarian vegan, vegetarian vegetarian",My family is vegetarian,My sister is a vegetarian,My community has good vegetarian options,I often choose vegetarian options,Some days I eat vegetarian meals
4,101,"health, concerned health, health concerns, concerned, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,I have general health concerns,I have diabetes,My husband's heart surgery affected me,I am concerned about heart disease
5,79,"protein, want protein, protein want, want, want protein want, protein want protein, need, need protein, high protein, protein diet",I want dietary iron and protein,Protein is what I'm used to,Protein is important to me,I look for alternative protein sources,I believe meals need a protein source
6,78,"environmental, concerned, impact, environmental impact, concerned environmental, environment, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I am cautious of the environment,I am concerned about environmental impact,I am concerned about environmental impacts,My sons are concerned about environment,I am motivated by environmental concerns
7,77,"crave, meat available, meat, crave meat, meat crave, available, meat crave meat, meat filling, buy, eat meat",I eat meat when craving it,I crave meat,Meat is filling,I eat meat when it is available,I think we are meant to eat meat
8,75,"meat meals, eat meat meals, eat meat, people, people know, people know eat, know eat, know, eat, know eat meat",I include meat in most meals,I eat meat with most meals,Most people around me eat meat,I eat meat at most meals,I eat meat with most dinners
9,73,"regularly, meat regularly, family, eats, family eats, family eats meat, eats meat, eat meat regularly, regularly family, meat regularly family",Family meals always include meat,My family ate meat daily while growing up,My family eats meat with every meal,All my friends and family eat meat regularly,Everyone in my family eats meat
10,71,"dislike, meat dislike, like, hard, getting, alternatives, trouble, dislike taste, dislikes, taste",I dislike the taste of fish,My husband dislikes veggie burgers,My husband dislikes vegetable dishes,I dislike vegetables,I dislike strong meaty flavors
11,71,"family, meat family, meat meals, people, friends, family eats meat, family eats, people eat, eat meat, meat",My family includes meat in their meals,My friends and family eat meat,Family eats meat in a similar way,My friends eat meat,Family traditions involve eating meat
12,71,"rarely, rarely eat, incomplete, meat rarely, incomplete meat, feel, meat feel, meat rarely eat, meals, meat eat",I sometimes eat no meat,I eat almost no beef,"I rarely eat steak, only every few months",I feel a meal is incomplete without meat,I rarely eat red meat
13,70,"stopped, stopped eating, meat eat, red meat, red, eat red meat, eat red, eat, meat eat red, meat",I eat less meat than I used to,I stopped eating lunch meats during COVID,I have stopped eating beef,I eat less meat than before,I eat less beef than before
14,70,"enjoy taste meat, enjoy taste, enjoy, meat enjoy taste, taste meat, taste meat enjoy, meat enjoy, taste, flavor, enjoy flavor",I enjoy the taste of meat,I enjoy the flavor of meat,People around me like the taste of meat,Housemates enjoy the taste of meat,I enjoy having steak and ribs
15,67,"avoid, avoid eating, meats avoid, processed, pork avoid, avoid processed, pork, meat avoid, meats, meats avoid eating",I avoid foods that cause allergies,I avoid high animal fat options,I avoid animal antibiotics and hormones,Suspicious smell or appearance discourages me,I avoid processed meat products
16,67,"want, healthy, weight want, weight, want healthy, want healthier, healthier, healthy want, stay, maintain",I want to be healthier,I want to keep my family full,I want to feel energized,I want better health,I enjoy physical activity
17,62,"prefer, enjoys, meat family, family, meat prefer, enjoys eating meat, enjoys eating, loves, eating meat, prefers",My husband loves steak and pork,My boyfriend enjoys eating meat,My husband likes eating meat,My family loves to eat meat,My daughter also loves meat
18,62,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, animal welfare concerned, welfare concerned, welfare concerned animal, concerned, rights",I am concerned about animal rights,Social contacts are concerned about animal rights,I am concerned about animal welfare,Concern for animal welfare,My family is concerned about animal welfare
19,59,"enjoy eating, meat enjoy eating, enjoy eating meat, eating meat enjoy, enjoy, meat enjoy, eating meat, eating, meat love, eating meat love",I enjoy eating meat,I like eating meat,I enjoy eating steak,I get satisfaction from eating meat,I eat meat because it is filling
20,55,"plantbased, vegetables, plantbased foods, eat plantbased, eat vegetables, foods, eats cook, eats, meals, vegetable",One friend eats more fruits and vegetables,My partner sometimes tries plant-based foods,I consume more plant-based foods,I eat more vegetables now,I try to eat more vegetables
21,52,"week, week eat, times, times week, week eat meat, times week eat, twice, meat twice, eat, eat meat twice",I eat meat at least once a day,I eat white meat twice a week,I incorporate fish weekly,I eat meat a couple times a day,I eat meat a few times a week
22,50,"unhealthy, meat unhealthy, red meat unhealthy, believe, eating animals, feel, believe red, feel guilty eating, guilty eating, believe red meat",I believe pork is unclean,I hear meat is bad for the planet,I believe red meat is unhealthy,I think red meat is unhealthy,I consider some meats unhealthy
23,50,"weight, lose, lose weight, cholesterol, want lose, financial limitations, limitations, financial, concerned cholesterol, want lose weight",Doctor required me to watch fat intake,I have high ferritin levels,I want to lose weight,I am trying to lose weight,My spouse had elevated cholesterol
24,49,"considered, considered reducing meat, reducing meat, considered reducing, reducing, eat pork, influence, meat social contacts, social, social contacts influence",My meals are not influenced by others,I am not concerned about climate change,I have never considered not eating meat,I have not considered reducing meat,My friends do not restrict meat
25,49,"expensive, meat expensive, expensive meat, meat expensive meat, expensive meat expensive, red meat expensive, meat prices, prices, high, meat",Ethically-sourced meat is often too expensive,Meat is expensive for me,Local meat is too expensive for me,Vegan food is too expensive for me,Meat is very expensive
26,49,"environmental, concerns, impact, environmental impact, concerns meat, health, concerned, impact meat, environmental impact meat, health concerns",Environmental concerns about beef production,I sometimes think about health risks of meat,I have health concerns about beef and pork,I care about environmental impact of meat sourcing,I am concerned about health problems from meat
27,45,"times, weekly, meat times, week, weekly eat, times weekly, eat meat times, week eat, meat times weekly, times weekly eat",I eat meat one to three times weekly,I try to limit meat to once daily,I eat red meat up to twice a week,I limit red meat to once a week,I eat meat about three times a week
28,43,"choices, meat choices, influences, price, ethically sourced, sourced, sourced meat, ethically sourced meat, ethically, health",I switch meat types due to cost,Availability influences my meat choices,I am health conscious about meat choice,I try to buy ethically sourced meat,I seek ethically sourced meat
29,43,"red meat, red, cut red, cut red meat, cut, eat red, eat red meat, prefers red, prefers red meat, red meat occasionally",Red meat is traditional in my culture,My wife prefers red meat,I still consume red meat,I currently eat red meat and pork,My social circle eats red meat regularly
30,43,"protein, meat provides, provides, balance meat, balance, protein meat, source, source protein, try, believe meat provides",Meat is my go-to protein,I try to balance meat with other foods,I want solid protein substitutes for meat,Meat provides protein and energy,I try to balance meat with vegetables
31,42,"avoid, red, avoid meat, reasons, avoid red, avoid red meat, red meat, avoid eating red, eating red, red meat avoid",Some family avoid red meat for health,Some social contacts avoid meat for animal welfare,Social contacts avoid beef for animal welfare,Some social contacts avoid meat for health reasons,People avoid red meat for health reasons
32,41,"meat health, reasons, health, health reasons, considered eating, considered eating meat, meat health reasons, want eat meat, considered, reduce meat",I try to eat less meat for health,I want to eat less meat for health,My brother reduces meat for health reasons,I would like to eat less meat,I hear doctors advise less meat
33,38,"animals, animal, animal welfare, welfare, care animal, care, care animal welfare, respect, lives, farm",I prioritize animal welfare,I love animals,I consider animal intelligence,My respect for animals has grown,My family values animal welfare
34,37,"like taste meat, like taste, meat like, meat like taste, like, taste meat like, taste meat, taste, texture meat, texture",I like the taste of meat,I enjoy the texture of meat,I enjoy the versatility of meat,I like the texture of meat,I like how meat is prepared
35,36,"consumption, meat consumption, reducing, reduce meat consumption, reducing meat, reduce meat, try limit, try limit meat, reduce, try",I try to limit my meat consumption,I reduce meat consumption if price increases,I have thought about reducing meat,Doctor warning would make me stop meat,I try to limit meat consumption
36,36,"meat meal, meal, eat meat meal, know eats, meal eat, meat meal eat, know eats meat, know, meal eat meat, eats meat",I eat meat at every meal,I was raised eating meat with every meal,I always include meat in my meals,Everyone in my life eats meat,Everyone I know eats meat
37,32,"eat meat protein, protein eat meat, meat protein, protein eat, meat protein eat, protein, eat meat, iron, meat iron, eat meat iron",I eat meat for protein and iron,I eat meat for nutrients,I buy tofu as meat substitute,I eat meat for protein,I eat meat for extra protein
