Topic,Count,Name,Representation,Representative_Docs
-1,254,-1_day_meat day_eat meat day_meat,"['day', 'meat day', 'eat meat day', 'meat', 'eat', 'love', 'love taste', 'daily', 'meat daily', 'eat meat']","['I eat meat every day', 'I eat meat every day', 'I eat meat every day']"
0,551,0_avoid_meat_red_red meat,"['avoid', 'meat', 'red', 'red meat', 'eating', 'pork', 'feel', 'beef', 'consumption', 'eating meat']","['I avoid red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
1,290,1_friends_social_contacts_social contacts,"['friends', 'social', 'contacts', 'social contacts', 'people', 'eat meat', 'meat', 'eat', 'friends eat', 'meat social']","['Family and friends eat meat regularly', 'My social contacts eat meat regularly', 'Social contacts eat meat regularly']"
2,289,2_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'prefer', 'chicken fish', 'turkey', 'chicken turkey', 'buy', 'eat fish']","['I mostly eat chicken', 'I eat mostly chicken', 'I eat mostly chicken']"
3,280,3_family_meat family_eats_family eats,"['family', 'meat family', 'eats', 'family eats', 'eats meat', 'family eats meat', 'meat', 'eating meat family', 'eating', 'tradition']","['My family eats more meat', 'My family eats more meat than I do', 'My family eats meat with me']"
4,203,4_want_weight_motivated_diet,"['want', 'weight', 'motivated', 'diet', 'healthy', 'healthier', 'lose', 'health', 'motivated health', 'lose weight']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
5,146,5_vegetarian_meals_plantbased_vegetables,"['vegetarian', 'meals', 'plantbased', 'vegetables', 'vegetarian meals', 'vegan', 'plantbased meals', 'meatless', 'balance', 'balance meat']","['I am vegetarian', 'I am vegetarian', 'I sometimes have vegetarian meals']"
6,133,6_meat_protein_meat feels_meat easy,"['meat', 'protein', 'meat feels', 'meat easy', 'easy', 'feels', 'protein meat', 'feel', 'eating meat feels', 'eating meat']","['Eating meat feels natural to me', 'Eating meat feels normal to me', 'Eating meat feels normal to me']"
7,130,7_eat meat_eat_meat meals_meals eat,"['eat meat', 'eat', 'meat meals', 'meals eat', 'meals', 'meat meals eat', 'eat meat meals', 'meals eat meat', 'meat', 'meat meal']","['I eat meat at most meals', 'I eat meat with most meals', 'I eat meat at most meals']"
8,119,8_animal_animal welfare_welfare_concerned animal,"['animal', 'animal welfare', 'welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'animal welfare concerned', 'welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
9,117,9_health_concerned_concerned health_cholesterol,"['health', 'concerned', 'concerned health', 'cholesterol', 'concerns', 'health concerns', 'health concerned', 'concerned health concerned', 'want reduce', 'want']","['I am concerned about my health', 'I am concerned about health', 'I am concerned about my health']"
10,111,10_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'protein want protein', 'want protein want', 'need', 'need protein', 'high protein', 'iron']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
11,101,11_protein_believe_believe meat_meat protein,"['protein', 'believe', 'believe meat', 'meat protein', 'eat meat protein', 'meat', 'protein eat meat', 'protein eat', 'eat meat', 'eat']","['I eat meat for protein', 'I eat meat to get protein', 'I eat meat for protein']"
12,98,12_expensive_meat expensive_prices_cost,"['expensive', 'meat expensive', 'prices', 'cost', 'meat prices', 'expensive meat', 'choices', 'price', 'meat', 'limited']","['Meat is too expensive', 'Meat is very expensive', 'Meat is expensive for me']"
13,90,13_times_week_week eat_meat times,"['times', 'week', 'week eat', 'meat times', 'eat meat times', 'weekly', 'weekly eat', 'week eat meat', 'eat', 'eat meat']","['I eat meat a few times a week', 'I eat meat a few times a week', 'I eat meat four times a week']"
14,88,14_taste meat_taste_enjoy taste meat_enjoy taste,"['taste meat', 'taste', 'enjoy taste meat', 'enjoy taste', 'meat enjoy taste', 'taste meat enjoy', 'enjoy', 'meat enjoy', 'like taste meat', 'like taste']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
15,83,15_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'concerned environmental', 'concerned environmental impact', 'environment', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
16,80,16_wife_husband_partner_prefers,"['wife', 'husband', 'partner', 'prefers', 'boyfriend', 'eats', 'meat wife', 'meat husband', 'eating', 'husband prefers']","['My husband prefers eating meat', 'My wife prefers red meat', 'My wife eats the same as I do']"
17,79,17_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'eating', 'eating meat', 'raised eating', 'meat grew', 'raised eating meat', 'meat grew eating']","['We grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
18,63,18_enjoy eating_enjoy eating meat_meat enjoy eating_enjoy,"['enjoy eating', 'enjoy eating meat', 'meat enjoy eating', 'enjoy', 'meat enjoy', 'eating meat enjoy', 'eating meat', 'eating', 'meat love', 'meat']","['I enjoy eating meat', 'I enjoy eating meat', 'I enjoy eating meat']"
19,52,19_habit_meat habit_eating meat habit_eating,"['habit', 'meat habit', 'eating meat habit', 'eating', 'eating meat', 'moderation', 'habit eating', 'habit eating meat', 'meat moderation', 'meat']","['Eating meat is a habit', 'Eating meat is mostly out of habit', 'Eating meat is a habit for me']"
20,51,20_eat meat regularly_regularly_meat regularly_regularly eat,"['eat meat regularly', 'regularly', 'meat regularly', 'regularly eat', 'meat regularly eat', 'regularly eat meat', 'eat meat', 'eat', 'routine', 'meat']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
21,50,21_crave_meat crave_crave meat_different,"['crave', 'meat crave', 'crave meat', 'different', 'meat crave meat', 'meat', 'eat meat', 'crave meat crave', 'eat meat crave', 'eat meat available']","['I crave meat', 'I eat meat if I crave it', 'I eat meat when I crave it']"
