Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,520,OUTLIER,I eat meat at every meal,I eat meat,I mostly eat meat,I eat meat at least once a day,I feel guilty about eating animals
0,307,"family, meat family, friends, family eats, eats, eats meat, family eats meat, friends eat, meat, friends eat meat",Red meat is traditional in my culture,My family barbecues frequently,Meat eating is normal in my community,My family eats meat,My family and friends all eat meat
1,251,"consumption, red meat, red, meat consumption, limit, try, meat, cut, reducing, reduce",I am hoping to cut out red meat completely,I try to limit meat consumption,I try to limit red meat,Health is a reason I eat less meat,I stopped eating meat
2,134,"husband, wife, meat health, reasons, red meat, red, eats, meat husband, partner, friends",My husband says too much meat is unhealthy,My wife has similar eating habits,My significant other has Crohn's,My significant other has IBS,I share meat-eating habits with my partner
3,106,"health, cholesterol, concerned health, concerned, concerns, health concerns, health concerned, heart, concerned health concerned, cholesterol concerned",I am concerned about my health,I am concerned about cancer,I am concerned about health,I am concerned about health effects,I care about my health
4,104,"chicken, turkey, fish, chicken fish, eat chicken, chicken turkey, eat chicken fish, ground, prefer, turkey eat",I eat more chicken and fish,I increase chicken and fish for weight loss,I eat chicken and fish,I prefer cooking chicken and fish at home,I eat mostly chicken and fish
5,101,"protein, want protein, protein want, want, protein want protein, want protein want, need, need protein, protein diet, high protein",I want to get enough protein,I want to meet protein needs,I struggle getting enough protein vegetarian,I want more protein for athletic needs,I want to consume enough protein
6,92,"avoid, avoid eating, pork, pork avoid, meats avoid, meat avoid, processed, avoid red, avoid red meat, avoid processed",I avoid processed meat products,I avoid red meat,I avoid red meat during the week,I avoid eating dark meat,I avoid animal antibiotics and hormones
7,82,"expensive, meat expensive, prices, cost, meat prices, expensive meat, choices, price, meat expensive meat, influences",Red meat is expensive,The cost of beef is high,Non-meat alternatives are often expensive,Meat is expensive,Cost of meat is expensive
8,74,"protein, protein meat, meat protein, source, eat meat protein, source protein, protein source, protein eat, high protein, meat good",I eat meat to get protein,I eat meat for protein,I enjoy the protein in meat,I eat tofu as alternate protein,I like meat's protein content
9,72,"chicken, eat chicken, chicken eat, lot chicken, eat lot chicken, chicken eat chicken, eat chicken regularly, eat lot, chicken regularly, eat chicken eat",I mostly eat chicken,My household primarily eats chicken,I enjoy taste of chicken,I eat a lot of chicken,I prepare chicken with an air fryer
10,68,"times, meat times, week eat, week, eat meat times, weekly eat, week eat meat, weekly, times week, times week eat",I eat meat three days a week,I eat meat four to five times weekly,I eat meat three to four times weekly,I eat meat one to three times weekly,I eat meat five to six days weekly
11,67,"health, concerns, unhealthy, health concerns, meat unhealthy, red meat, concerns red meat, concerns red, red, meat health concerns",I consider health when choosing meat,I have health concerns about eating meat,A health concern would make me reconsider meat,I value the health benefits of meat,Health concerns influence my meat intake
12,63,"grew, grew eating, raised, grew eating meat, raised eating, meat grew, raised eating meat, eating meat, eating, meat grew eating",I was raised eating pork,I grew up eating meat,I grew up eating meat regularly,Southern cuisine was central when growing up,I grew up eating a lot of meat
13,62,"eat meat regularly, meat regularly eat, meat regularly, regularly, regularly eat, regularly eat meat, meat tastes, tastes, eat meat, eat",I eat meat often,I eat meat regularly,I keep kosher and eat kosher meat,I eat meat regularly at home,I regularly eat meat
14,56,"meatfree, meals, meat rarely, skip meat, skip, rarely, meatfree meals, meals meat, rarely eat, make",I cook separately if not wanting meat,I rarely discuss meat-eating habits socially,I often do not eat any meat,I skip meat at breakfast,I prefer not to eat meat
15,55,"meat easy, convenient, easy, meat convenient, feel like, meat easy cook, convenient eat, prepare, easy cook, easier",I eat meat for convenience,Eating meat is convenient,Meat is easy to cook,I eat meat to be polite at gatherings,Eating meat is easier than vegetarian meals
