Topic,Count,Name,Representation,Representative_Docs
-1,543,-1_meat_eating_eating meat_eat,"['meat', 'eating', 'eating meat', 'eat', 'enjoy', 'eat meat', 'enjoy eating', 'love', 'day', 'meat eat']","['I enjoy eating meat', 'I enjoy eating meat', 'I enjoy eating meat']"
0,293,0_avoid_red_red meat_meat,"['avoid', 'red', 'red meat', 'meat', 'avoid eating', 'pork', 'meat avoid', 'eating', 'meats', 'processed']","['I avoid eating red meat and pork', 'I avoid eating red meat', 'I avoid eating red meat']"
1,292,1_friends_social_contacts_social contacts,"['friends', 'social', 'contacts', 'social contacts', 'people', 'eat meat', 'meat', 'eat', 'friends eat', 'meat social']","['Family and friends eat meat regularly', 'My social contacts eat meat regularly', 'Social contacts eat meat regularly']"
2,274,2_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'prefer', 'chicken fish', 'turkey', 'chicken turkey', 'buy', 'eat fish']","['I eat chicken most often', 'I eat mostly chicken', 'I mostly eat chicken']"
3,259,3_family_meat family_eats_family eats,"['family', 'meat family', 'eats', 'family eats', 'eats meat', 'family eats meat', 'meat', 'eating meat family', 'eating', 'meat family eats']","['My family eats more meat', 'All my family eats meat', 'My family eats meat']"
4,201,4_want_weight_motivated_diet,"['want', 'weight', 'motivated', 'diet', 'healthy', 'healthier', 'health', 'lose', 'motivated health', 'lose weight']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
5,188,5_consumption_meat_red meat_red,"['consumption', 'meat', 'red meat', 'red', 'limit', 'meat consumption', 'cut', 'try', 'reducing', 'reduce']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
6,148,6_vegetarian_meals_plantbased_vegetables,"['vegetarian', 'meals', 'plantbased', 'vegetables', 'vegetarian meals', 'vegan', 'plantbased meals', 'meatless', 'balance', 'balance meat']","['I am a vegetarian', 'I became vegetarian', 'I sometimes have vegetarian meals']"
7,129,7_meat_meat easy_easy_meat feels,"['meat', 'meat easy', 'easy', 'meat feels', 'protein', 'protein meat', 'feels', 'feel', 'eating meat feels', 'source']","['Eating meat feels more natural to me', 'Eating meat feels normal to me', 'Eating meat feels natural to me']"
8,119,8_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'animal welfare concerned', 'welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
9,111,9_protein_want_want protein_protein want,"['protein', 'want', 'want protein', 'protein want', 'protein want protein', 'want protein want', 'need', 'need protein', 'high protein', 'iron']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
10,104,10_meat meals_meals_eat_eat meat,"['meat meals', 'meals', 'eat', 'eat meat', 'eat meat meals', 'meals eat', 'meat meals eat', 'meals eat meat', 'meat', 'cook']","['I eat meat at most meals', 'I eat meat with most meals', 'I eat meat at most meals']"
11,100,11_protein_believe_meat protein_believe meat,"['protein', 'believe', 'meat protein', 'believe meat', 'eat meat protein', 'meat', 'protein eat meat', 'protein eat', 'eat meat', 'eat']","['I eat meat for protein', 'I eat meat for protein', 'I eat meat for protein']"
12,100,12_expensive_meat expensive_prices_cost,"['expensive', 'meat expensive', 'prices', 'cost', 'meat prices', 'expensive meat', 'choices', 'meat', 'price', 'limited']","['Meat is sometimes expensive', 'Meat is very expensive', 'Meat is expensive']"
13,96,13_health_concerned_concerned health_concerns,"['health', 'concerned', 'concerned health', 'concerns', 'concerned health concerned', 'health concerned', 'cholesterol', 'health concerns', 'heart', 'concerned cholesterol']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about health']"
14,92,14_times_week_week eat_meat times,"['times', 'week', 'week eat', 'meat times', 'eat meat times', 'weekly', 'week eat meat', 'eat', 'eat meat', 'weekly eat']","['I eat meat 2-4 times a week', 'I eat meat five times per week', 'I eat meat several times a week']"
15,86,15_taste meat_taste_enjoy taste meat_enjoy taste,"['taste meat', 'taste', 'enjoy taste meat', 'enjoy taste', 'meat enjoy taste', 'meat enjoy', 'taste meat enjoy', 'enjoy', 'like taste meat', 'like taste']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
16,83,16_eat meat regularly_regularly_meat regularly_eat meat,"['eat meat regularly', 'regularly', 'meat regularly', 'eat meat', 'regularly eat', 'meat regularly eat', 'eat', 'meat meal', 'meat meal eat', 'meal eat']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
17,83,17_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'concerned environmental', 'concerned environmental impact', 'environment', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
18,79,18_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'eating', 'eating meat', 'raised eating', 'meat grew', 'raised eating meat', 'meat grew eating']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
19,78,19_wife_husband_partner_prefers,"['wife', 'husband', 'partner', 'prefers', 'boyfriend', 'eats', 'meat wife', 'meat husband', 'eating', 'meat']","['My husband prefers eating meat', 'My wife prefers red meat', 'My wife eats the same as I do']"
