Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,544,OUTLIER,I love the taste of meat,I eat meat at least once a day,I eat meat at least once daily,Doctor recommended I eat lean beef,I do not control grocery shopping or meal planning
0,209,"consumption, red meat, red, meat consumption, limit, reducing, cut, meat, reducing meat, try",I have cut back on meat,I have cut down on meat,I have reduced my beef consumption,I eliminated red meat from my diet,I try to reduce meat consumption
1,167,"family, family eats, eats, meat family, family eats meat, eats meat, meat family eats, meat, meals family, family enjoys",My family eats meat at every meal,My family eats meat daily,My family eats meat with every meal,My family eats meat regularly,My family regularly eats meat
2,129,"want, weight, diet, healthy, lose, lose weight, healthier, weight want, want healthier, balanced",I want to be healthier,I desire to be healthier,I aim for dietary balance,I want to cleanse and fast,I want to remain healthy
3,114,"expensive, meat expensive, prices, cost, meat prices, alternatives, choices, expensive meat, price, limited",The cost of beef is high,Rising meat prices are financially difficult,Meat is expensive at every meal,Rising meat prices,Meat is expensive
4,107,"health, concerned health, cholesterol, concerned, concerns, concerned health concerned, health concerned, health concerns, want reduce, heart",I am concerned about my health,I am concerned about health,My husband's heart surgery affected me,I am concerned about cancer,I am concerned about stroke
5,105,"social, contacts, social contacts, people, people eat, people eat meat, meat social, meat social contacts, contacts eat, meat people",Social contacts find meat nutritious,Social contacts enjoy the taste of meat,People around me eat meat regularly,Social contacts follow the same meat habits,Most people around me eat meat
6,99,"fish, eat chicken, chicken, fish eat, chicken fish, eat chicken fish, eat fish, eat, turkey, chicken fish eat",I mostly eat chicken,I mostly eat chicken or turkey,I eat chicken and red meat,I mostly eat ground chicken or turkey,I eat chicken and beef most often
7,92,"meat meals, eat meat meals, meals eat, meat meals eat, meals, eat meat, occasionally, eat, meals eat meat, include meat",I usually eat meat at dinner,I eat meat mainly at dinner,I mostly eat meat,I eat meat for most meals,I eat meat with most meals
8,88,"avoid, avoid eating, pork avoid, pork, meats avoid, meat avoid, processed, avoid red meat, avoid red, avoid processed","I avoid high-carb, low-nutritional foods",I avoid processed meats,I avoid processed meat products,I avoid high-carbohydrate foods,I avoid factory-farmed meat
9,87,"protein, want protein, protein want, want, protein want protein, want protein want, need, need protein, protein try, protein diet",I want to get enough protein,I want enough protein,I struggle getting enough protein vegetarian,I want to hit protein goals,I want to consume enough protein
10,84,"environmental, impact, concerned, environmental impact, concerned environmental, concerned environmental impact, environment, environmental impact concerned, impact concerned, environment concerned",I am concerned about environmental impact,I am concerned about the environment,I am curious about environmental impact,I am concerned about environmental impacts,I am concerned about food processing and pollution
11,84,"taste meat, taste, enjoy taste meat, enjoy taste, taste meat enjoy, meat enjoy taste, meat enjoy, enjoy, like taste meat, like taste",I enjoy the taste of meat,I enjoy the protein in meat,I like the taste of meat,I like how meat tastes,I prefer the taste of meat
12,84,"wife, husband, partner, prefers, boyfriend, meat husband, eats, meat wife, wife eats, brother",My husband avoids red meat,My partner eats less meat now,My wife has similar eating habits,Significant other rarely eats meat,I enjoy eating meat with my husband
13,81,"chicken, prefer, prefer chicken, fish, eat chicken regularly, chicken regularly, chicken fish, chicken turkey, turkey, eating chicken",I prefer chicken over beef,I prefer beef over poultry,I prefer poultry,I prefer chicken and pork to red meat,I prefer traditional pork bacon
14,79,"health, unhealthy, red meat, red, concerns, health concerns, meat unhealthy, health concerns red, meat health concerns, problems",Red meat causes health complications for me,I have health concerns about processed meat,I am concerned about health problems from meat,Health concerns about red meat,I have health concerns about red meat
15,73,"grew, grew eating, raised, grew eating meat, raised eating, meat grew, raised eating meat, eating meat, eating, meat grew eating",I grew up eating meat,We grew up eating meat,I grew up eating meat regularly,I was exposed to many meat types growing up,I grew up eating a lot of meat
