Topic,Count,Name,Representation,Representative_Docs
-1,544,-1_eat_love_meat_eat meat,"['eat', 'love', 'meat', 'eat meat', 'meat eat', 'love taste', 'family', 'love taste meat', 'chicken', 'eating']","['I love the taste of meat', 'I love the taste of meat', 'I love the taste of meat']"
0,209,0_consumption_red meat_red_meat consumption,"['consumption', 'red meat', 'red', 'meat consumption', 'limit', 'reducing', 'cut', 'meat', 'reducing meat', 'try']","['I have not considered reducing meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
1,167,1_family_family eats_eats_meat family,"['family', 'family eats', 'eats', 'meat family', 'family eats meat', 'eats meat', 'meat family eats', 'meat', 'meals family', 'family enjoys']","['My family eats more meat', 'My family eats meat', 'My family eats meat with me']"
2,129,2_want_weight_diet_healthy,"['want', 'weight', 'diet', 'healthy', 'lose', 'lose weight', 'healthier', 'weight want', 'want healthier', 'balanced']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
3,114,3_expensive_meat expensive_prices_cost,"['expensive', 'meat expensive', 'prices', 'cost', 'meat prices', 'alternatives', 'choices', 'expensive meat', 'price', 'limited']","['Meat is expensive', 'Meat is too expensive', 'Meat can be expensive for me']"
4,107,4_health_concerned health_cholesterol_concerned,"['health', 'concerned health', 'cholesterol', 'concerned', 'concerns', 'concerned health concerned', 'health concerned', 'health concerns', 'want reduce', 'heart']","['I am concerned about my health', 'I am concerned about health', 'I am concerned about my health']"
5,105,5_social_contacts_social contacts_people,"['social', 'contacts', 'social contacts', 'people', 'people eat', 'people eat meat', 'meat social', 'meat social contacts', 'contacts eat', 'meat people']","['Social contacts eat meat regularly', 'My social contacts eat meat regularly', 'Most social contacts eat meat']"
6,99,6_fish_eat chicken_chicken_fish eat,"['fish', 'eat chicken', 'chicken', 'fish eat', 'chicken fish', 'eat chicken fish', 'eat fish', 'eat', 'turkey', 'chicken fish eat']","['I eat more chicken and fish', 'I eat more chicken and fish', 'I eat more chicken and fish now']"
7,92,7_meat meals_eat meat meals_meals eat_meat meals eat,"['meat meals', 'eat meat meals', 'meals eat', 'meat meals eat', 'meals', 'eat meat', 'occasionally', 'eat', 'meals eat meat', 'include meat']","['I eat meat at most meals', 'I eat meat for most meals', 'I eat meat with most meals']"
8,88,8_avoid_avoid eating_pork avoid_pork,"['avoid', 'avoid eating', 'pork avoid', 'pork', 'meats avoid', 'meat avoid', 'processed', 'avoid red meat', 'avoid red', 'avoid processed']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
9,87,9_protein_want protein_protein want_want,"['protein', 'want protein', 'protein want', 'want', 'protein want protein', 'want protein want', 'need', 'need protein', 'protein try', 'protein diet']","['I want to get more protein', 'I want to get enough protein', 'I want enough protein']"
10,84,10_environmental_impact_concerned_environmental impact,"['environmental', 'impact', 'concerned', 'environmental impact', 'concerned environmental', 'concerned environmental impact', 'environment', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
11,84,11_taste meat_taste_enjoy taste meat_enjoy taste,"['taste meat', 'taste', 'enjoy taste meat', 'enjoy taste', 'taste meat enjoy', 'meat enjoy taste', 'meat enjoy', 'enjoy', 'like taste meat', 'like taste']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
12,84,12_wife_husband_partner_prefers,"['wife', 'husband', 'partner', 'prefers', 'boyfriend', 'meat husband', 'eats', 'meat wife', 'wife eats', 'brother']","['My husband prefers eating meat', 'My wife prefers red meat', 'My wife eats the same as I do']"
13,81,13_chicken_prefer_prefer chicken_fish,"['chicken', 'prefer', 'prefer chicken', 'fish', 'eat chicken regularly', 'chicken regularly', 'chicken fish', 'chicken turkey', 'turkey', 'eating chicken']","['I prefer chicken, turkey, and fish', 'I prefer chicken and fish', 'I prefer chicken and fish']"
14,79,14_health_unhealthy_red meat_red,"['health', 'unhealthy', 'red meat', 'red', 'concerns', 'health concerns', 'meat unhealthy', 'health concerns red', 'meat health concerns', 'problems']","['I have health concerns about red meat', 'I have health concerns about red meat', 'Health concerns about red meat']"
15,73,15_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'raised eating', 'meat grew', 'raised eating meat', 'eating meat', 'eating', 'meat grew eating']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
16,73,16_times_week_week eat_meat times,"['times', 'week', 'week eat', 'meat times', 'eat meat times', 'week eat meat', 'weekly', 'weekly eat', 'times week eat', 'times week']","['I eat meat 2-4 times a week', 'I eat meat a few times a week', 'I eat meat several times a week']"
17,65,17_dislike_rarely_rarely eat_like,"['dislike', 'rarely', 'rarely eat', 'like', 'dislike taste', 'meat dislike', 'meat rarely', 'meat rarely eat', 'dont', 'meat']","['I rarely eat steak', 'I rarely eat meat', 'I rarely eat beef']"
18,63,18_meat easy_convenient_easy_meat convenient,"['meat easy', 'convenient', 'easy', 'meat convenient', 'meals', 'convenient meat', 'easier', 'meals meat', 'meat easy cook', 'meat makes meals']","['Meat is easy to cook for everyone', 'Meat is easy to cook', 'Meat is easy to cook']"
