Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,368,OUTLIER,I love the taste of meat,My parents served meat with dinner,Some relatives hunt and eat game meats,I want to improve cholesterol and blood work,I feel better when I eat more meat
0,504,"avoid, red, red meat, pork, meat, try, consumption, avoid eating, eating, meat consumption",I eat red meat less frequently,I avoid factory-farmed meat,I have cut down on meat,I have cut back on beef,I have reduced meat per meal
1,242,"chicken, fish, eat chicken, turkey, chicken fish, eat, chicken turkey, chicken eat, eat fish, eat chicken fish",I choose chicken and turkey for health,I eat fish and chicken,I eat more fish when more is available,I mainly eat chicken or fish,I eat chicken and fish
2,126,"expensive, meat expensive, prices, meat prices, choices, cost, price, influences, meat choices, meat",Meat is sometimes expensive,Meat can be expensive for me,Eating vegetarian was expensive for me,Non-meat alternatives are often expensive,Meat is expensive
3,112,"family, family eats, family eats meat, eats, eats meat, meat family, meat family eats, eats meat family, eats meat regularly, meat regularly family",My family eats meat as main portion,Everyone in my family eats meat,My family loves eating meat,My family eats meat regularly,My family barbecues frequently
4,102,"protein, protein meat, meat protein, source, iron, eat meat protein, protein eat, protein eat meat, protein source, source protein",I eat more protein that is non-meat,Vegetables are my primary protein source,I eat beef for high protein,Meat is a source of protein for me,Physical activity increases protein and meat intake
5,93,"protein, want protein, protein want, want, protein want protein, want protein want, need, need protein, protein diet, high protein",I want to get enough protein,My spouse values protein for fitness,Protein focus among young adults,I want to hit protein goals,I need a source of protein
6,90,"times, week eat, meat times, week, eat meat times, week eat meat, weekly, weekly eat, times week eat, times week",I eat meat three or four times a week,I eat meat three to four days weekly,I eat meat every three months,I eat meat three times a week,I eat meat 4-5 days a week
7,86,"tradition, community, family tradition, family, meat family tradition, cultural, eating meat family, gatherings, culture, eating",Family traditions involve eating meat,We share meat-centered meals at gatherings,Meat meals symbolize family and community,Social gatherings often include meat,Eating meat is family tradition
8,80,"eat meat regularly, meat regularly, regularly, meat regularly eat, regularly eat meat, regularly eat, eat meat, meat eat meat, eat, meat eat",I eat meat regularly,I eat meat regularly at home,I regularly eat meat,I eat meat often,I eat common meat regularly
9,78,"crave, crave meat, like, meat crave, meat available, available, like eating, eating animals, feel like, eat meat available",I eat meat when craving it,I like to eat meat,Cravings lead to eating more meat,I eat meat when it is available,I like meat
