Topic,Count,Name,Representation,Representative_Docs
-1,202,-1_eat meat_eat_meat_day,"['eat meat', 'eat', 'meat', 'day', 'regularly', 'meat regularly', 'meat day', 'eat meat day', 'grew', 'daily']","['I eat meat every day', 'I eat meat every day', 'I eat meat every day']"
0,1967,0_meat_eat_chicken_eating,"['meat', 'eat', 'chicken', 'eating', 'eat meat', 'red', 'red meat', 'meals', 'beef', 'avoid']","['I mostly eat chicken', 'I eat chicken most often', 'I eat meat']"
1,288,1_friends_social_contacts_social contacts,"['friends', 'social', 'contacts', 'social contacts', 'meat', 'eat meat', 'eat', 'people', 'friends eat', 'meat friends']","['My family and friends eat meat regularly', 'Social contacts eat meat regularly', 'My social contacts eat meat regularly']"
2,278,2_family_meat family_eats_family eats,"['family', 'meat family', 'eats', 'family eats', 'meat', 'eats meat', 'family eats meat', 'eating', 'eating meat family', 'eating meat']","['My family eats meat with me', 'My family eats meat', 'Everyone in my family eats meat']"
3,176,3_protein_want_want protein_meat protein,"['protein', 'want', 'want protein', 'meat protein', 'iron', 'protein want', 'eat meat protein', 'protein eat', 'need', 'eat']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
4,118,4_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'animal welfare concerned', 'welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
5,91,5_health_concerned_concerned health_concerns,"['health', 'concerned', 'concerned health', 'concerns', 'health concerns', 'cholesterol', 'concerned health concerned', 'health concerned', 'diabetes', 'heart']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about my health']"
6,90,6_love_enjoy eating_meat love_enjoy eating meat,"['love', 'enjoy eating', 'meat love', 'enjoy eating meat', 'enjoy', 'meat enjoy eating', 'eating meat', 'love taste', 'eating', 'meat enjoy']","['I enjoy eating meat', 'I enjoy eating meat', 'I enjoy eating meat']"
7,85,7_taste meat_taste_enjoy taste meat_enjoy taste,"['taste meat', 'taste', 'enjoy taste meat', 'enjoy taste', 'meat enjoy taste', 'taste meat enjoy', 'meat enjoy', 'enjoy', 'like taste meat', 'like taste']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
8,82,8_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'concerned environmental', 'concerned environmental impact', 'environment', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
9,81,9_wife_husband_partner_prefers,"['wife', 'husband', 'partner', 'prefers', 'eats', 'boyfriend', 'meat wife', 'meat', 'meat husband', 'eating']","['My husband prefers eating meat', 'My wife prefers red meat', 'My wife eats the same as I do']"
