Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,789,OUTLIER,I enjoy the taste of meat,I like the taste of meat,Doctor recommended I eat lean beef,I eat lean beef to reduce fat,I eat a lot of chicken
0,322,"family, meat family, friends, eats, family eats, meat, eats meat, family eats meat, friends eat, friends eat meat",My family stopped eating meat,Family enjoys eating meat,My family enjoys eating meat,My family members eat meat frequently,My family eats meat with me
1,227,"meat, reducing, feel, reducing meat, consumption, eating, meat consumption, filling, eating meat, eat",I sometimes reduce meat due to health issues,I reduced pork consumption significantly,I am trying to reduce meat eating,I have not considered reducing meat,I try to reduce meat consumption
2,225,"chicken, fish, eat chicken, eat, turkey, chicken fish, eat fish, chicken turkey, eat chicken fish, beef",I eat mostly chicken and fish,I eat fish to feel physically and mentally better,I rarely eat chicken or fish,I incorporate fish weekly,I eat chicken and fish
3,197,"red, red meat, meat, eat red meat, eat red, eating red, cut, eating red meat, avoid, avoid red meat",People avoid red meat for health reasons,Red meat makes me feel sleepy,Red meat causes health complications for me,Some family avoid red meat for health,I eat minimal red meat
4,186,"protein, want protein, want, source, protein want, meat protein, protein meat, high protein, high, need",I see meat as a good protein source,Meat gives us protein,I get most of my protein from meat,I eat meat for protein,I enjoy the protein in meat
5,185,"meat, believe, believe meat, health, concerns, ethical, alternatives, environmental, substitutes, meat alternatives",I am concerned about hormones in meat,I have read articles supporting meat consumption,I believe seafood is risky due to toxins,A health concern would make me reconsider meat,I am aware of ecological concerns from cattle production
6,183,"want, weight, cholesterol, motivated, diet, healthy, healthier, lose, motivated health, lose weight",I lost over 100 pounds eating this way,I want to get proper nutrition,I want to eat healthier,I want to eat healthier and add variety,I want variety in my diet
7,135,"vegetarian, vegan, vegetarian meals, vegetarians, meals, options, friends, pescatarian, vegetarian options, years",I sometimes have vegetarian meals,I am vegetarian,I prepare vegan meals for social occasions,I am happy with vegetarian meals,I lack confidence cooking vegetarian meals
8,128,"animal, welfare, animal welfare, concerned animal, animals, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, welfare concerned animal",I am concerned about animal rights,I am in favor of animal rights,I have empathy for animals,I love animals,I care about animal rights
9,120,"expensive, choices, prices, meat prices, meat expensive, cost, meat, convenience, influences, price",Cost of meat is expensive,Meat is cheap,Meat is affordable,Prices of beef have gone up,Meat is sometimes expensive
10,117,"meals, meals meat, meat, include, include meat, incomplete, meat tastes, tastes, meat meals, convenient",I find meat easy to prepare,Meat is easy to get at the store,I include meat for nutrients,Meat is usually the main course,I lack recipes for other meats
11,84,"contacts, social contacts, social, meat social contacts, meat social, contacts eat, social contacts eat, contacts eat meat, friends, meat",Social contacts are concerned about heart disease,Social contacts influence me to limit meat,Social contacts eat meat regularly,Friends prioritize convenience over health,Social contacts choose less fatty meats
12,78,"times, eat meat times, meat times, eat meat, week eat meat, week, week eat, weekly eat meat, days, weekly eat",I eat meat at least once a day,I eat meat a few times a week,I eat meat 2-4 times a week,I eat meat a few times weekly,I eat meat less than once a week
13,71,"health, concerned health, concerned, health concerns, concerns, concerned health concerned, health concerned, diabetes, heart, health concerned health",I have health concerns,I am concerned about health impacts,I am concerned about my health,I am concerned about health effects,I am concerned about health
14,69,"eat meat day, meat day, day, eat meat, meat day eat, day eat, meat daily, day eat meat, daily, eat meat daily",I eat meat almost every day,I eat meat almost daily,I eat meat every day,I eat meat daily,I used to eat meat daily
15,67,"crave, steak, meat crave, crave meat, husband, meat, different, different kinds, meat crave meat, different kinds meat",My husband loves steak and pork,I avoid meat when I don't crave it,I crave chicken sometimes,Taste motivates me to eat meat,I eat meat when craving it
16,61,"meat regularly eat, regularly eat, eat meat regularly, regularly eat meat, meat regularly, regularly, eat meat, eat, meat eat meat, meat eat",I eat meat regularly,I am used to eating meat,I eat wild game meats,I used to eat a lot of meat,I still eat meat at restaurants
17,56,"people, meat people, know, people eat, people eat meat, people know, people know eat, know eat, eat meat, know eat meat",People I live with eat meat,Most people I know eat meat regularly,People around me like the taste of meat,Everyone in my life eats meat,People around me eat a lot of meat
18,54,"grew, grew eating, raised, grew eating meat, eating meat, eating, raised eating, raised eating meat, meat grew, eating meat grew",I was raised eating pork,I grew up eating meat,Southern cuisine was central when growing up,I grew up eating a lot of meat,I was brought up eating meat
19,52,"habit, meat habit, eating meat, meat feels, feels, eating meat habit, eating, habit eating meat, eating meat feels, habit eating",Eating meat prevents animal food waste,Meat provides comfort and satisfaction,I eat meat out of habit,Eating meat helps me avoid snacking,Meat by-products grossed me out
20,52,"eat meat meals, eat meat, meal eat, meat meal eat, meat meal, meal eat meat, meat meals eat, meals eat, eat meat meal, meal",I eat meat with most meals,I eat meat at every meal,I eat meat with every meal,I eat meat with most dinners,I have meat with every meal
