Topic,Count,Name,Representation,Representative_Docs
-1,769,-1_meat_taste_taste meat_eat meat,"['meat', 'taste', 'taste meat', 'eat meat', 'enjoy', 'eating', 'eat', 'eating meat', 'contacts', 'social contacts']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,324,0_meat_expensive_meat meat_meat expensive,"['meat', 'expensive', 'meat meat', 'meat expensive', 'crave', 'prices', 'choices', 'meat prices', 'cost', 'meals']","['Meat is expensive for me', 'Meat is very expensive', 'Meat is expensive']"
1,299,1_family_friends_meat family_eats,"['family', 'friends', 'meat family', 'eats', 'meat', 'family eats', 'eats meat', 'family eats meat', 'friends eat', 'friends eat meat']","['My family eats more meat', 'My family eats meat with me', 'My family eats meat']"
2,254,2_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'turkey', 'chicken fish', 'chicken turkey', 'chicken eat', 'prefer', 'eat fish']","['I eat mostly chicken', 'I mostly eat chicken', 'I eat mostly chicken']"
3,228,3_avoid_avoid eating_pork_meat avoid,"['avoid', 'avoid eating', 'pork', 'meat avoid', 'meat', 'eating', 'red', 'red meat', 'beef', 'processed']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
4,218,4_meat_consumption_red meat_red,"['meat', 'consumption', 'red meat', 'red', 'meat consumption', 'try', 'cut', 'reduce', 'reducing', 'limit']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
5,148,5_protein_believe_meat_protein meat,"['protein', 'believe', 'meat', 'protein meat', 'believe meat', 'meat protein', 'source', 'eat meat protein', 'incomplete', 'meat good']","['Meat is my go-to protein', 'I get most of my protein from meat', 'I get protein from meat']"
6,132,6_plantbased_vegetables_vegetarian_meals,"['plantbased', 'vegetables', 'vegetarian', 'meals', 'alternatives', 'vegetarian meals', 'meat alternatives', 'substitutes', 'meat substitutes', 'plantbased meals']","['Some days I eat vegetarian meals', 'I eat more vegetables now', 'I sometimes have vegetarian meals']"
7,121,7_animal_animal welfare_welfare_concerned animal,"['animal', 'animal welfare', 'welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'animal welfare concerned', 'welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
8,120,8_cook_family_meat_community,"['cook', 'family', 'meat', 'community', 'tradition', 'meals', 'meat family', 'home', 'family tradition', 'eating']","['Eating meat is a family tradition', 'Eating meat is a family tradition', 'Eating meat is a family tradition']"
9,111,9_concerns_health_red meat_red,"['concerns', 'health', 'red meat', 'red', 'environmental', 'meat', 'unhealthy', 'health concerns', 'concerned', 'impact']","['I have health concerns about red meat', 'I have health concerns about red meat', 'Health concerns about red meat']"
10,105,10_health_concerned health_concerned_health concerns,"['health', 'concerned health', 'concerned', 'health concerns', 'concerns', 'motivated', 'motivated health', 'cholesterol', 'health concerned', 'concerned health concerned']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about health']"
11,99,11_eat meat_eat_eat meat regularly_meat meals,"['eat meat', 'eat', 'eat meat regularly', 'meat meals', 'meat regularly', 'meals eat meat', 'regularly', 'meals eat', 'meat meals eat', 'eat meat meals']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
12,98,12_diet_balance_balance meat_balanced,"['diet', 'balance', 'balance meat', 'balanced', 'moderation', 'want', 'try', 'balanced diet', 'new', 'foods']","['I want a balanced diet', 'I want a more balanced diet', 'I want a balanced diet']"
13,98,13_times_week_meat times_week eat,"['times', 'week', 'meat times', 'week eat', 'eat meat times', 'eat', 'weekly', 'week eat meat', 'weekly eat', 'eat meat']","['I eat meat a few times a week', 'I eat meat several times a week', 'I eat meat five times per week']"
14,93,14_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'protein want protein', 'want protein want', 'need', 'need protein', 'protein diet', 'high protein']","['I want to get more protein', 'I want to get enough protein', 'I want to get enough protein']"
15,84,15_habit_eating_eating meat_meat habit,"['habit', 'eating', 'eating meat', 'meat habit', 'eating meat habit', 'meat feels', 'eating meat feels', 'feels', 'meat', 'habit eating meat']","['Eating meat is mostly out of habit', 'Eating meat is a habit for me', 'Eating meat is a habit for me']"
16,80,16_vegetarian_vegan_vegetarians_friends,"['vegetarian', 'vegan', 'vegetarians', 'friends', 'years', 'vegan vegetarian', 'vegetarian friends', 'vegetarian vegan', 'vegan family', 'vegans']","['I am a vegetarian', 'I became vegetarian', 'I am vegetarian']"
17,77,17_want_weight_weight want_lose,"['want', 'weight', 'weight want', 'lose', 'healthy', 'lose weight', 'lose weight want', 'want healthy', 'want lose', 'want healthier']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
