Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,451,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I like the taste of meat,Doctor recommended I eat lean beef,I eat meat every day
0,936,"meat, eat meat, family, eat, eating, eating meat, meals, protein, eats, eats meat",My parents served meat with dinner,I balance meat with plant-based meals,Family traditions involve eating meat,Taste motivates me to eat meat,I cook meat for family preferences
1,438,"want, protein, want protein, diet, plantbased, weight, vegetables, meals, healthy, healthier",I care for my mother's diet,My wife cooks vegetables with more spices,My family ate healthy growing up,My wife eats the same as I do,Family and friends have similar diets
2,382,"red meat, red, meat, reduce, consumption, limit, eat, avoid, meat health, meat consumption",I eat less beef than before,I want to eat less meat,Friends or family sometimes restrict meat for health,I considered eating less meat after documentaries,I have considered eating less meat to save money
3,354,"meat, expensive, feel, eating, meat expensive, health, concerned, choices, eating meat, red meat",I feel guilty about eating animals,Red meat upsets my stomach,I dislike soy products,I think eating a lot of meat is unhealthy,I avoid pork because it feels heavy
4,211,"chicken, eat chicken, fish, eat, turkey, chicken fish, beef, chicken turkey, prefer, eat chicken fish",I mostly eat chicken,I buy fried chicken from stores,Chicken is filling and versatile,My family prefers eating chicken,I enjoy veggie burgers
5,195,"avoid, avoid eating, meat avoid, meat, rarely, eating, red, red meat, pork, rarely eat",I believe not eating meat is deprivation,I avoid eating too much of one meat type,I missed variety in vegetarian menus,I avoid processed meat products,I avoid eating chicken
6,112,"vegetarian, vegan, vegetarian meals, meals, friends, years, vegetarians, vegan vegetarian, vegetarian vegetarian, vegetarian vegan",I am influenced by friends eating vegetarian meals,I was curious about being vegetarian,I sometimes have vegetarian meals,My family is vegetarian,I have tried vegetarian diets
7,101,"week, times, week eat, eat, meat times, times week, weekly, eat meat, eat meat times, times week eat",I eat meat one to three times weekly,I eat meat three times a week,I eat meat multiple times a week,I eat red meat 3-4 times weekly,I eat meat at least once daily
8,101,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, welfare concerned animal, animals",I am concerned about animal rights,I believe animals should have ethical lives,I am aware of ecological concerns from cattle production,I am in favor of animal rights,I consider animal intelligence
9,100,"health, concerned health, concerned, health concerns, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,I am concerned about health,I am motivated by health reasons,I am motivated by health advice,I am concerned about my health
10,77,"concerned, environmental, impact, environmental impact, environment, concerned environmental, concerned environmental impact, environmental impact concerned, impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I am concerned about environmental impacts,I am concerned about the environment,I care about the environment
